model,dtype,xpu,hw,cores,Lin,bs,max_lout,max_context_len,required_cap,k_row_cap,k_data_cap,capacity_bytes,capacity_GB,hit_search_limit
GPT-175B,W16A16,GPU,BA,8,2048,1,1185,3232,1365864066060.0166,1010344919052.0166,983656562688.0,1374389534720,1374.38953472,False
