model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,k_row_cap,k_data_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
GPT-175B,W16A16,GPU,1280,16.0,93.07875894988067,BA,8,False,False,False,0,2048,128,1,406756573715.47296,53731709939.47296,37972869120.0,5769595280053.417,358087458816.0,634.23850730535,89.20316691692308,372.71952610392685,84.24609177599999,61.05088287519304,4.18139844923077,22.837441184076372,29.334864998740663,2.298480594141733,16.72838154710098,8.182126592000015,2.125876265497666,4.293921100659848,1.342432570546116,11.092027875895038,8.181798911999994,0.0003276799999999991,0.0,0.7963292336694995,1.3295470318281648,14348163410.398449,12886300622.425207,896270126.2847975,473372169.3388777,35233018.67520021,56496740.1062398,9994449715.200003,1460042968.5964758,2888056404.282607,812824.6579199999,3794502.942720018,516261.15071999806,490733.5679999988
