device,name,kind,m,n,k,numOp,time_us,energy_J,energy_offchip_pJ,energy_L2_pJ,energy_L1_pJ,energy_reg_pJ,energy_alu_pJ,energy_link_pJ
GPU,ff2,FC,3458,10922.666666666666,4096,1,1281.1692218181818,0.14333605227178664,6366520934.399999,6418792447.999999,49715651543.03999,31328430981.12,49506656365.22666,0
GPU,glu,ACT,3458,10922.666666666666,1,1,147.08736000000002,0.007412287733759998,6508626575.359999,543896371.1999999,290078064.64,15297085.44,54389637.120000005,0
GPU,ff3,FC,3458,4096,10922.666666666666,1,1281.1692218181818,0.14217365465770665,5552942612.48,6142492671.999999,49643132026.88,31328430981.12,49506656365.22666,0
GPU,norm2,NORM,3458,4096,1,1,69.94867371837708,0.00277054296064,2440734965.7599998,203961139.2,108779274.24000001,5736407.04,11331174.4,0
GPU,score,MATMUL,3458,3458,128,32,1324.5523200000002,0.060046374053119994,23606483496.96,3740349849.6,16716315033.6,309945242.88,15673280430.08,0
GPU,softmax,SOFTMAX,3458,3458,1,32,1813.0542074968412,0.05000067270016,43958653706.24,3673425100.7999997,1959160053.76,103315080.96000001,306118758.40000004,0
GPU,context,MATMUL,3458,128,3458,32,1324.5523200000002,0.05771158556799999,23606483496.96,2380608921.6,15741267476.48,309945242.88,15673280430.08,0
PIM,score,MATMUL,3458,3458,128,32,3913.6509370000263,0.13685252016128002,121179239731.20001,0,0,0,15673280430.08,0
PIM,softmax,SOFTMAX,3458,3458,1,32,570.7763245823389,0.0003113227772928,5204018.8928,0,0,0,306118758.40000004,0
GPU,comm_x2g,X2G,3458,8192,1,1,188.85290666666668,0.0005892210688000001,0,0,0,0,0,589221068.8000001
GPU,comm_x2g,X2G,3458,4096,1,1,94.42645333333334,0.00029461053440000005,0,0,0,0,0,294610534.40000004
GPU,proj,FC,604,4096,4096,1,91.34710153846154,0.01043585826816,1247894568.96,633470976.0,3259771125.76,2052021288.96,3242700308.48,0
GPU,comm_g2g,G2G,604,4096,1,1,0.0,5.14588672e-05,0,0,0,0,0,51458867.2
GPU,norm1,NORM,604,4096,1,1,17.887790319809067,0.00048392364031999997,426316922.88,35625369.6,19000197.12,1001963.52,1979187.2,0
GPU,ff1,FC,604,10922.666666666666,4096,1,217.53356273345258,0.02752100696064,3090876115.626666,1616039116.8,8694834135.039999,5472056770.56,8647200822.613333,0
GPU,ff2,FC,604,10922.666666666666,4096,1,217.53356273345258,0.02752100696064,3090876115.626666,1616039116.8,8694834135.039999,5472056770.56,8647200822.613333,0
