request_id,layer,qkv_tokens,attention_queries,total_KV,untouched_cached_KV,updated_KV_tokens,GPU_candidate_us,PIM_candidate_us,GPU_candidate_energy_J,PIM_candidate_energy_J,choice,selection_objective,overlap_window_us,query_input_us,output_us,cached_KV_readback_us,new_KV_write_us,GPU_attention_us,PIM_scan_us,PIM_softmax_us,applicability
Fugue-asplos-request-01,0,3420,3420,3420,0,3420,4364.628265272844,4769.218976990414,0.1646035515648,0.13496227836928,GPU,"minimum full attention service latency, not energy",0,93.38879999999999,93.38879999999999,0.0,186.77759999999998,4364.628265272844,3837.36306099996,558.3007159904535,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,1,3420,595,3420,0,3420,759.3432215898661,986.681116249802,0.030584772998399998,0.024106891348480004,GPU,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,0.0,186.77759999999998,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,2,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,3,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,4,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,5,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,6,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,7,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,8,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,9,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,10,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,11,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,12,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,13,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,14,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,15,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,16,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,17,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,18,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,19,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,20,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
Fugue-asplos-request-01,21,595,595,3420,2825,595,913.6258882565327,832.3984495831352,0.030584772998399994,0.02362552942848,PIM,"minimum full attention service latency, not energy",0,16.247466666666668,16.247466666666668,154.28266666666667,32.494933333333336,759.3432215898661,670.2773180000008,97.13126491646779,"Actual per-layer Q/N/residency; cost equations of experiment1/2, with W=0 for scattered updates."
