request_id,variant,phase,layer,token_step,event,device,start_s,end_s,duration_s,energy_J
Fugue-asplos-request-01,F1,prefill_common,7,0,qkv,GPU,0.023467620299029556,0.023737578206721864,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,7,0,attention_service,GPU,0.023737578206721864,0.024651204094978396,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,7,0,proj,GPU,0.024651204094978396,0.024741190064209165,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,7,0,comm_g2g,GPU,0.024741190064209165,0.024741190064209165,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,7,0,norm1,GPU,0.024741190064209165,0.024758913682156658,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,7,0,ff1,GPU,0.024758913682156658,0.02497320585074342,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,7,0,ff2,GPU,0.02497320585074342,0.02518749801933018,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,7,0,glu,GPU,0.02518749801933018,0.025212806573176334,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,7,0,ff3,GPU,0.025212806573176334,0.025452769157791717,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,7,0,comm_g2g,GPU,0.025452769157791717,0.025452769157791717,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,7,0,norm2,GPU,0.025452769157791717,0.02547049277573921,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,8,0,qkv,GPU,0.02547049277573921,0.025740450683431518,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,8,0,attention_service,GPU,0.025740450683431518,0.02665407657168805,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,8,0,proj,GPU,0.02665407657168805,0.02674406254091882,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,8,0,comm_g2g,GPU,0.02674406254091882,0.02674406254091882,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,8,0,norm1,GPU,0.02674406254091882,0.02676178615886631,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,8,0,ff1,GPU,0.02676178615886631,0.026976078327453072,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,8,0,ff2,GPU,0.026976078327453072,0.027190370496039833,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,8,0,glu,GPU,0.027190370496039833,0.027215679049885987,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,8,0,ff3,GPU,0.027215679049885987,0.02745564163450137,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,8,0,comm_g2g,GPU,0.02745564163450137,0.02745564163450137,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,8,0,norm2,GPU,0.02745564163450137,0.027473365252448863,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,9,0,qkv,GPU,0.027473365252448863,0.02774332316014117,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,9,0,attention_service,GPU,0.02774332316014117,0.028656949048397704,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,9,0,proj,GPU,0.028656949048397704,0.028746935017628473,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,9,0,comm_g2g,GPU,0.028746935017628473,0.028746935017628473,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,9,0,norm1,GPU,0.028746935017628473,0.028764658635575965,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,9,0,ff1,GPU,0.028764658635575965,0.028978950804162726,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,9,0,ff2,GPU,0.028978950804162726,0.029193242972749486,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,9,0,glu,GPU,0.029193242972749486,0.02921855152659564,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,9,0,ff3,GPU,0.02921855152659564,0.029458514111211025,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,9,0,comm_g2g,GPU,0.029458514111211025,0.029458514111211025,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,9,0,norm2,GPU,0.029458514111211025,0.029476237729158517,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,10,0,qkv,GPU,0.029476237729158517,0.029746195636850825,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,10,0,attention_service,GPU,0.029746195636850825,0.030659821525107357,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,10,0,proj,GPU,0.030659821525107357,0.030749807494338127,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,10,0,comm_g2g,GPU,0.030749807494338127,0.030749807494338127,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,10,0,norm1,GPU,0.030749807494338127,0.03076753111228562,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,10,0,ff1,GPU,0.03076753111228562,0.03098182328087238,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,10,0,ff2,GPU,0.03098182328087238,0.03119611544945914,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,10,0,glu,GPU,0.03119611544945914,0.031221424003305295,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,10,0,ff3,GPU,0.031221424003305295,0.03146138658792068,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,10,0,comm_g2g,GPU,0.03146138658792068,0.03146138658792068,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,10,0,norm2,GPU,0.03146138658792068,0.031479110205868174,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,11,0,qkv,GPU,0.031479110205868174,0.03174906811356048,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,11,0,attention_service,GPU,0.03174906811356048,0.03266269400181701,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,11,0,proj,GPU,0.03266269400181701,0.03275267997104778,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,11,0,comm_g2g,GPU,0.03275267997104778,0.03275267997104778,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,11,0,norm1,GPU,0.03275267997104778,0.03277040358899527,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,11,0,ff1,GPU,0.03277040358899527,0.03298469575758203,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,11,0,ff2,GPU,0.03298469575758203,0.033198987926168794,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,11,0,glu,GPU,0.033198987926168794,0.033224296480014945,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,11,0,ff3,GPU,0.033224296480014945,0.03346425906463033,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,11,0,comm_g2g,GPU,0.03346425906463033,0.03346425906463033,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,11,0,norm2,GPU,0.03346425906463033,0.03348198268257783,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,12,0,qkv,GPU,0.03348198268257783,0.03375194059027013,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,12,0,attention_service,GPU,0.03375194059027013,0.034665566478526665,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,12,0,proj,GPU,0.034665566478526665,0.03475555244775743,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,12,0,comm_g2g,GPU,0.03475555244775743,0.03475555244775743,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,12,0,norm1,GPU,0.03475555244775743,0.034773276065704926,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,12,0,ff1,GPU,0.034773276065704926,0.03498756823429169,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,12,0,ff2,GPU,0.03498756823429169,0.03520186040287845,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,12,0,glu,GPU,0.03520186040287845,0.0352271689567246,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,12,0,ff3,GPU,0.0352271689567246,0.035467131541339986,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,12,0,comm_g2g,GPU,0.035467131541339986,0.035467131541339986,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,12,0,norm2,GPU,0.035467131541339986,0.03548485515928748,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,13,0,qkv,GPU,0.03548485515928748,0.035754813066979786,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,13,0,attention_service,GPU,0.035754813066979786,0.03666843895523632,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,13,0,proj,GPU,0.03666843895523632,0.036758424924467084,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,13,0,comm_g2g,GPU,0.036758424924467084,0.036758424924467084,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,13,0,norm1,GPU,0.036758424924467084,0.03677614854241458,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,13,0,ff1,GPU,0.03677614854241458,0.03699044071100134,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,13,0,ff2,GPU,0.03699044071100134,0.0372047328795881,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,13,0,glu,GPU,0.0372047328795881,0.03723004143343425,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,13,0,ff3,GPU,0.03723004143343425,0.03747000401804964,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,13,0,comm_g2g,GPU,0.03747000401804964,0.03747000401804964,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,13,0,norm2,GPU,0.03747000401804964,0.037487727635997135,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,14,0,qkv,GPU,0.037487727635997135,0.03775768554368944,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,14,0,attention_service,GPU,0.03775768554368944,0.03867131143194597,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,14,0,proj,GPU,0.03867131143194597,0.03876129740117674,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,14,0,comm_g2g,GPU,0.03876129740117674,0.03876129740117674,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,14,0,norm1,GPU,0.03876129740117674,0.038779021019124234,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,14,0,ff1,GPU,0.038779021019124234,0.038993313187710994,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,14,0,ff2,GPU,0.038993313187710994,0.039207605356297755,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,14,0,glu,GPU,0.039207605356297755,0.039232913910143906,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,14,0,ff3,GPU,0.039232913910143906,0.03947287649475929,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,14,0,comm_g2g,GPU,0.03947287649475929,0.03947287649475929,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,14,0,norm2,GPU,0.03947287649475929,0.03949060011270679,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,15,0,qkv,GPU,0.03949060011270679,0.039760558020399094,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,15,0,attention_service,GPU,0.039760558020399094,0.040674183908655626,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,15,0,proj,GPU,0.040674183908655626,0.04076416987788639,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,15,0,comm_g2g,GPU,0.04076416987788639,0.04076416987788639,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,15,0,norm1,GPU,0.04076416987788639,0.04078189349583389,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,15,0,ff1,GPU,0.04078189349583389,0.04099618566442065,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,15,0,ff2,GPU,0.04099618566442065,0.04121047783300741,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,15,0,glu,GPU,0.04121047783300741,0.04123578638685356,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,15,0,ff3,GPU,0.04123578638685356,0.04147574897146895,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,15,0,comm_g2g,GPU,0.04147574897146895,0.04147574897146895,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,15,0,norm2,GPU,0.04147574897146895,0.04149347258941644,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,16,0,qkv,GPU,0.04149347258941644,0.04176343049710875,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,16,0,attention_service,GPU,0.04176343049710875,0.04267705638536528,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,16,0,proj,GPU,0.04267705638536528,0.042767042354596045,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,16,0,comm_g2g,GPU,0.042767042354596045,0.042767042354596045,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,16,0,norm1,GPU,0.042767042354596045,0.04278476597254354,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,16,0,ff1,GPU,0.04278476597254354,0.0429990581411303,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,16,0,ff2,GPU,0.0429990581411303,0.04321335030971706,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,16,0,glu,GPU,0.04321335030971706,0.04323865886356321,2.530855384615385e-05,0.0012753936383999996
Fugue-asplos-request-01,F1,prefill_common,16,0,ff3,GPU,0.04323865886356321,0.0434786214481786,0.00023996258461538462,0.02726381944832
Fugue-asplos-request-01,F1,prefill_common,16,0,comm_g2g,GPU,0.0434786214481786,0.0434786214481786,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,16,0,norm2,GPU,0.0434786214481786,0.043496345066126096,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,17,0,qkv,GPU,0.043496345066126096,0.0437663029738184,0.0002699579076923077,0.030313588981760002
Fugue-asplos-request-01,F1,prefill_attention,17,0,attention_service,GPU,0.0437663029738184,0.04467992886207493,0.0009136258882565327,0.030483388806399996
Fugue-asplos-request-01,F1,prefill_common,17,0,proj,GPU,0.04467992886207493,0.0447699148313057,8.998596923076924e-05,0.010322635653120001
Fugue-asplos-request-01,F1,prefill_common,17,0,comm_g2g,GPU,0.0447699148313057,0.0447699148313057,0.0,5.0692096e-05
Fugue-asplos-request-01,F1,prefill_common,17,0,norm1,GPU,0.0447699148313057,0.044787638449253195,1.772361794749403e-05,0.00047671285760000003
Fugue-asplos-request-01,F1,prefill_common,17,0,ff1,GPU,0.044787638449253195,0.045001930617839955,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,17,0,ff2,GPU,0.045001930617839955,0.045216222786426716,0.00021429216858676205,0.02723006840832
Fugue-asplos-request-01,F1,prefill_common,17,0,glu,GPU,0.045216222786426716,0.04524153134027287,2.530855384615385e-05,0.0012753936383999996
