case_id,F2_native_TTFT_ms,F2_export_overlap_TTFT_ms,F3_TTFT_ms,F2_export_overlap_E2E_ms
Fugue-asplos-EPIC-shared-readers-B1,59.029328377352876,44.987148110686206,44.987148110686206,132.41071808220082
Fugue-asplos-EPIC-shared-readers-B2,97.6715331693308,77.90637660046937,69.58717263599746,166.57326886257528
Fugue-asplos-EPIC-shared-readers-B4,194.9033863386616,155.3730732009387,138.7346652719949,252.43755556464143
