model,dtype,xpu,hw,cores,Lin,bs,max_lout,max_context_len,required_cap,k_row_cap,k_data_cap,capacity_bytes,capacity_GB,hit_search_limit
GPT-175B,W16A16,GPU,BA,8,2048,1,1985,4032,1374312617076.3687,1016905649268.3687,983611264204.8,1374389534720,1374.38953472,False
