request_id,source_input,variant,prompt_tokens,selected_query_tokens,generated_tokens,batch,model,GPU,one_way_link_GBps,TTFT_ms,TBT_ms,E2E_ms,TTFT_energy_mJ,TBT_energy_mJ,E2E_energy_mJ,remote_peak_KV_MiB,remote_immutable_KV_MiB,remote_peak_private_KV_MiB,GPU_peak_KV_MiB,GPU_native_weights_MiB,GPU_native_temp_MiB,GPU_peak_modeled_total_MiB,total_GPU_remote_peak_KV_MiB,prefill_GPU_layers,prefill_PIM_layers
Fugue-asplos-request-01,inputs/3.json,F1,3420,595,10,1,LLAMA-7B,A100a,300,73.53943221677093,7.584714086545804,141.80185899568315,5754.958859226882,485.53892455879105,10124.809180256,3377.5,3377.5,0.0,1714.5,12288.0,0.523223876953125,14003.023223876953,5092.0,32,0
Fugue-asplos-request-01,inputs/3.json,F2,3420,595,10,1,LLAMA-7B,A100a,300,79.5163154167709,5.593727039167638,129.8598587692797,5773.606734810888,434.8411056969954,9687.176686083849,5092.0,3377.5,1714.5,53.4375,12288.0,0.523223876953125,12341.960723876953,5140.9375,32,0
Fugue-asplos-request-01,inputs/3.json,F3,3420,595,10,1,LLAMA-7B,A100a,300,73.53943221677093,5.593727039167638,123.88297556927974,5759.165877210884,434.8411056969954,9672.735828483845,3767.78125,3377.5,390.28125,53.4375,12288.0,0.523223876953125,12341.960723876953,3816.71875,32,0
Fugue-asplos-request-01,inputs/3.json,F4,3420,595,10,1,LLAMA-7B,A100a,300,71.10260905656894,5.593727039167638,121.44615240907774,5550.388570113284,434.8411056969954,9463.958521386243,3767.78125,3377.5,390.28125,53.4375,12288.0,0.523223876953125,12341.960723876953,3772.578125,2,30
Fugue-asplos-request-02,inputs/2.json,F1,3458,604,10,1,LLAMA-7B,A100a,300,74.82404689299665,7.608682414497511,143.30218862347422,5831.723037479676,486.1993238015998,10207.516951694075,3377.5,3377.5,0.0,1733.5,12288.0,0.529022216796875,14022.029022216797,5111.0,32,0
Fugue-asplos-request-02,inputs/2.json,F2,3458,604,10,1,LLAMA-7B,A100a,300,80.86733990633003,5.595170708500971,131.2238762828388,5850.57811168127,434.9414138437631,9765.050836275139,5111.0,3377.5,1733.5,54.03125,12288.0,0.529022216796875,12342.560272216797,5160.53125,32,0
Fugue-asplos-request-02,inputs/2.json,F3,3458,604,10,1,LLAMA-7B,A100a,300,74.82404689299665,5.595170708500971,125.18058326950543,5835.989011649274,434.9414138437631,9750.461736243144,3773.1875,3377.5,395.6875,54.03125,12288.0,0.529022216796875,12342.560272216797,3822.71875,32,0
Fugue-asplos-request-02,inputs/2.json,F4,3458,604,10,1,LLAMA-7B,A100a,300,72.28985351672425,5.595170708500971,122.64638989323304,5624.242420553468,434.9414138437631,9538.715145147338,3773.1875,3377.5,395.6875,54.03125,12288.0,0.529022216796875,12342.560272216797,3778.125,2,30
