model,config,k,workload,agents,rung,makespan_s,energy_nj,link_bytes,event_count,policy,kv_mapping,decode_attn,pim_prefill_mode,energy_gpu_nj,energy_pim_nj,energy_link_nj,energy_die_nj,energy_tlb_nj,gpu_time_s_unoverlapped,pim_time_s_unoverlapped,pim_pool_time_s_unoverlapped,die_time_s_unoverlapped,prefill_rows_gpu,prefill_rows_pim,prefill_requests_gpu,prefill_requests_pim,energy_prefill_nj,energy_decode_nj,prefill_time_s,decode_time_s,power_prefill_w,power_decode_w,power_overall_w,requests,tiers,history_rows,cacheblend_batch_size,gemv_buffer_bytes,pim_sweep_query_capacity,pim_pe_freq_ghz,pim_batch_command,engine,workload_kind_reported,overlap_passed,overlap_events_checked
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,19.539024811316686,2370113173950.205,189664354336.0,7840192.0,recompute,naive,pim,gpu,682808710569.4406,1685331672603.9324,1972509285.1024587,259315.44504987006,22109.69549999174,9.532530350722185,0.0007118415698789303,130.24983985227945,0.11376677885471004,579840.0,0.0,32,0,207886323826.14178,2162226850142.364,4.011231378714118,15.527793432602568,51.826061425752,139.24881597165603,121.3015079737999,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7840192.0
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4,24.00929547343293,2385806242023.6055,189664354336.0,7653824.0,recompute,master-diff,pim,gpu,682808710569.4406,1701024773809.7615,1972509285.1024587,248192.15084505943,160.47310000007087,9.532530350722185,0.0007118415698789303,129.9516958909233,0.10888677121726523,579840.0,0.0,32,0,207886323826.14178,2177919918253.478,3.9977960642376704,20.01149940919526,52.000232249411425,108.83341991118999,99.3701062433747,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,21.106820852583002,2385806241992.2925,189664354336.0,7653824.0,recompute,master-diff,pim,gpu,682808710569.4406,1701024773752.6511,1972509285.1024587,248192.15084505943,160.47310000007087,9.532530350722185,0.0007118415698789303,130.26096056812656,0.10888677121726523,579840.0,0.0,32,0,207886323826.14178,2177919918246.962,3.9977960642376704,17.10902478834533,52.000232249411425,127.29655519176998,113.03484587544236,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A5,16.404597482233143,1432276724605.8528,25333620768.0,8923488.0,recompute,master-diff,pim,pim,624539990612.2676,807472867775.5082,263469655.98224542,396433.4425068422,189.26990000009872,8.021606020480755,0.0007118415698789303,91.8069906732994,0.173923137426535,270848.0,308992.0,1,31,490427778411.5309,941848946298.0452,4.822669660515742,11.5819278217174,101.69217734873509,81.3205677669631,87.3094707844595,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,8923488.0
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A6,15.308875152301715,1151693406841.0168,123289493536.0,7682624.0,recompute,master-diff,pim,dynamic,679850597680.2612,470560346754.6755,1282210732.7850597,251664.8379491441,160.8777000000699,9.433821983573171,0.0007118415698789303,48.681300531977364,0.11041030725545631,572160.0,7680.0,17,15,209844460679.12375,941848946298.0452,3.726947330537306,11.58192782176441,56.30464883679237,81.32056776663303,75.23043955766128,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,7682624.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A1,358.93765707131945,72032647114914.88,359200194560.0,6995968.0,no-reuse-physical,private,pim,gpu,3017831591160.9727,69011079721249.26,3735682023.4788604,133365.44542707287,,28.846955957068662,321.0410633033591,124.49451312039379,0.05851004028603574,10633216.0,0.0,32,0,69808817632077.83,2223829489954.6963,344.2293507093474,14.708306361972063,202.7974008846835,151.1954833701553,200.68289212854108,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6995968.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A2,103.7619792682093,2455644809413.0225,11470314143744.0,32736.0,recompute,none,gpu,gpu,2336353542318.3003,,119291267094.95645,,,65.52759878907756,,0.0,0.0,579840.0,0.0,32,0,356408733701.24255,2099236075712.0166,103.7619792682093,0.0,3.434868303542851,,23.66613307428866,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3,28.480937870997973,2480259348699.2256,189664354336.0,6365632.0,recompute,naive,pim,gpu,815323701002.035,1662962967596.9258,1972509285.1024587,140666.97349814634,30107.109900023817,10.465240681759171,0.0007118415698789303,126.42331081244079,0.061713364056611895,579840.0,0.0,32,0,232947140780.46893,2247312207914.816,4.256779540492449,24.224158330505524,54.72379731310217,92.77152903532553,87.08489024951892,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6365632.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,27.13693520072137,2495749515379.9297,189664354336.0,6365632.0,recompute,naive-mask,pim,gpu,815323701002.035,1678453163805.8801,1972509285.1024587,140666.97349814634,594.8667000007682,10.465240681759171,0.0007118415698789303,127.47618674041377,0.061713364056611895,579840.0,0.0,32,0,232947140780.46893,2262802374572.884,4.256779540492449,22.880155660228922,54.72379731310217,98.89803234626437,91.96873180113523,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6365632.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,20.835464775869255,2480483286238.367,189664354336.0,8524224.0,recompute,naive,pim,gpu,815323701002.035,1663186814573.517,1972509285.1024587,231391.3418820499,30107.109900023817,10.465240681759171,0.0007118415698789303,125.8577315708193,0.10151592634867834,579840.0,0.0,32,0,232947140780.46893,2247536145607.1655,4.256779540492449,16.578685235376806,54.72379731310217,135.56781576449796,119.05101772009219,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8524224.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4,27.866106421291978,2495758667048.973,189664354336.0,6474176.0,recompute,master-diff,pim,gpu,815323701002.035,1678462312125.5308,1972509285.1024587,144374.73823432188,224.83150000029664,10.465240681759171,0.0007118415698789303,127.66625840478314,0.0633400332694127,579840.0,0.0,32,0,232947140780.46893,2262811526193.007,4.243344226016001,23.622762195275975,54.89706429006321,95.78945541963415,89.56251832663676,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6474176.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,21.747437497034863,2495954612395.817,189664354336.0,8362944.0,recompute,master-diff,pim,gpu,815323701002.035,1678658178107.665,1972509285.1024587,223758.56057285267,224.83150000029664,10.465240681759171,0.0007118415698789303,126.57573500787585,0.09816727527438315,579840.0,0.0,32,0,232947140780.46893,2263007471694.515,4.243344226016001,17.50409327101886,54.89706429006321,129.2844728747719,114.77005567833571,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8362944.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A5,16.956476230716046,1510613483900.8586,25333620768.0,11599552.0,recompute,master-diff,pim,pim,757054981045.3167,753294660942.323,263469655.98224542,371999.85223724146,340.01870000045477,8.954316351518543,0.0007118415698789303,87.83158127409249,0.1632036414827699,270848.0,308992.0,1,31,483676984294.179,1026936499732.9988,5.05695299751663,11.899523233199416,95.64593234932246,86.30064243816659,89.08770096728215,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,11599552.0
LLAMA3-8B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A6,15.87364153151863,1261322103629.6697,123289493536.0,8437824.0,recompute,master-diff,pim,dynamic,812365588112.8701,447674077416.20355,1282210732.7850597,227231.24767697093,226.4499000003077,10.366532314610286,0.0007118415698789303,45.47273181855687,0.09969081131257342,572160.0,7680.0,17,15,234385603998.21082,1026936499732.9988,3.9741182981565237,11.899523233362105,58.97801384194713,86.30064243698669,79.46016048839168,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,8437824.0
