model,config,k,workload,agents,rung,makespan_s,energy_nj,link_bytes,event_count,policy,kv_mapping,decode_attn,pim_prefill_mode,energy_gpu_nj,energy_pim_nj,energy_link_nj,energy_die_nj,energy_tlb_nj,gpu_time_s_unoverlapped,pim_time_s_unoverlapped,pim_pool_time_s_unoverlapped,die_time_s_unoverlapped,prefill_rows_gpu,prefill_rows_pim,prefill_requests_gpu,prefill_requests_pim,energy_prefill_nj,energy_decode_nj,prefill_time_s,decode_time_s,power_prefill_w,power_decode_w,power_overall_w,requests,tiers,history_rows,cacheblend_batch_size,gemv_buffer_bytes,pim_sweep_query_capacity,pim_pe_freq_ghz,pim_batch_command,engine,workload_kind_reported,overlap_passed,overlap_events_checked
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,34.168623208811844,48269251496458.17,118540230688.0,8541232.0,recompute,naive-mask,pim,gpu,6469502413899.477,41789886511185.664,9862547193.828981,23034.26995239449,994.8146999972473,23.54346061295012,1.1122524529196102e-05,10.18002399548054,0.00025263966587591797,1449600.0,0.0,32,0,1701258993058.7446,46567992503159.0,8.21883922466379,25.949783984148056,206.9950447446961,1794.542587776684,1412.6776838936219,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,27.700589019568156,47966011722549.68,118540230688.0,14704432.0,recompute,naive,pim,gpu,6469502413899.477,41486646580281.31,9862547193.828981,127450.93555020627,55274.90430003674,23.54346061295012,1.1122524529196102e-05,10.040392296720952,0.0013978807159744403,1449600.0,0.0,32,0,1701258993058.7446,46264752733866.36,8.218839224648837,19.481749794919317,206.9950447450727,2374.773992115012,1731.5881510196657,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,14704432.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4,24.9687957026089,48338992922196.586,118540230688.0,12946992.0,recompute,master-diff,pim,gpu,6469502413899.477,41859627852005.875,9862547193.828981,111365.24723028993,400.56830000110506,23.54346061295012,1.1122524529196102e-05,9.800065312697765,0.0012214530310156325,1449600.0,0.0,32,0,1701258993058.7446,46637733935035.38,8.185250938465163,16.783544764143738,207.84445166659143,2778.7773435485424,1935.9761479063172,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,24.9687957026089,48338992922196.586,118540230688.0,12946992.0,recompute,master-diff,pim,gpu,6469502413899.477,41859627852005.875,9862547193.828981,111365.24723028993,400.56830000110506,23.54346061295012,1.1122524529196102e-05,9.800065312697765,0.0012214530310156325,1449600.0,0.0,32,0,1701258993058.7446,46637733935035.38,8.185250938465163,16.783544764143738,207.84445166659143,2778.7773435485424,1935.9761479063172,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A5,20.60372842947871,24722306117183.24,15833522208.0,16121152.0,recompute,master-diff,pim,pim,6175165456710.454,18545823104813.395,1317349047.668714,204016.05452462655,472.3527000014712,19.76614978743131,1.1122524529196102e-05,6.848961164995083,0.0022376462529040504,677120.0,772480.0,1,31,8986346479830.932,15735959635905.443,4.311745198777615,16.291983230701096,2084.1552702090494,965.871337643666,1199.8947764139566,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,16121152.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A6,20.60372842947871,24722306117183.24,15833522208.0,16121152.0,recompute,master-diff,pim,dynamic,6175165456710.454,18545823104813.395,1317349047.668714,204016.05452462655,472.3527000014712,19.76614978743131,1.1122524529196102e-05,6.848961164995083,0.0022376462529040504,677120.0,772480.0,1,31,8986346479830.932,15735959635905.443,4.311745198777615,16.291983230701096,2084.1552702090494,965.871337643666,1199.8947764139566,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,16121152.0
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A1,195.81197563146787,38854823971361.36,359200194560.0,6995968.0,no-reuse-physical,private,pim,gpu,2495001304124.8438,36356086851097.53,3735682023.4788604,133365.44542707287,,24.598489928871,161.07172004389338,142.1747461143942,0.05851004028603574,10633216.0,0.0,32,0,36716471127714.61,2138352835856.6978,180.69870359196295,15.11327203950492,203.19166877159418,141.48841033676953,198.42925258304382,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6995968.0
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A2,217.53241037463525,2681003620262.351,45881256574976.0,32736.0,recompute,none,gpu,gpu,2203838551882.427,,477165068379.8258,,,64.59488845803473,,0.0,0.0,579840.0,0.0,32,0,689221718031.7269,1991781902230.4912,217.53241037463528,0.0,3.1683633571877694,,12.324616895685176,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3,19.539024811316686,2370113173950.205,189664354336.0,7840192.0,recompute,naive,pim,gpu,682808710569.4406,1685331672603.9324,1972509285.1024587,259315.44504987006,22109.69549999174,9.532530350722185,0.0007118415698789303,130.24983985227945,0.11376677885471004,579840.0,0.0,32,0,207886323826.14178,2162226850142.364,4.011231378714118,15.527793432602568,51.826061425752,139.24881597165603,121.3015079737999,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7840192.0
LLAMA-7B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,18.456418915017395,2385813114443.927,189664354336.0,7840192.0,recompute,naive-mask,pim,gpu,682808710569.4406,1701031634986.9963,1972509285.1024587,259315.44504987006,397.64430000035355,9.532530350722185,0.0007118415698789303,130.29778647119625,0.11376677885471004,579840.0,0.0,32,0,207886323826.14178,2177926790828.916,4.011231378714118,14.445187536303276,51.826061425752,150.7717906296063,129.26739068014257,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7840192.0
