model,GPUs,Q_heads,KV_heads,gqa_size,q,cached,total_kv,link_GBps,gpu_attention_us,pim_softmax_us,q_input_us,output_us,q_input_bytes,new_kv_bytes,cached_kv_bytes,cached_kv_readback_us,new_kv_transfer_us,gpu_service_us,plain_scan_us,plain_service_us,plain_new_kv_exposed_us,plain_overlap_window_us,plain_speedup_over_GPU,plain_profile_repeats,mq_scan_us,mq_service_us,mq_new_kv_exposed_us,mq_overlap_window_us,mq_speedup_over_GPU,mq_profile_repeats
LLAMA3.1-8B,1,32,8,4,1,0,1,300,0.09779587252562123,4.77326968973747e-05,0.02730666666666667,0.02730666666666667,8192,4096,0,0.0,0.013653333333333335,0.09779587252562123,0.35374,0.4220543993635641,0.013653333333333335,0.0,0.23171390387848648,"{""scan-N1-H2-Q1"": 4}",0.30221699999999996,0.37053139936356405,0.013653333333333335,0.0,0.2639341030034118,"{""scan-N1-H2-Q4"": 1}"
LLAMA3.1-8B,1,32,8,4,2,0,2,300,0.19710796012915907,0.0001909307875894988,0.05461333333333334,0.05461333333333334,16384,8192,0,0.0,0.02730666666666667,0.19710796012915907,0.7074800000000001,0.844204264120923,0.02730666666666667,0.0,0.23348372959761018,"{""scan-N2-H2-Q1"": 8}",0.600589,0.7373132641209229,0.02730666666666667,0.0,0.2673327196468724,"{""scan-N2-H2-Q8"": 1}"
LLAMA3.1-8B,1,32,8,4,4,0,4,300,0.40028078056998456,0.0007637231503579952,0.10922666666666668,0.10922666666666668,32768,16384,0,0.0,0.05461333333333334,0.40028078056998456,1.4149600000000004,1.6887903898170251,0.05461333333333334,0.0,0.23702218048111565,"{""scan-N4-H2-Q1"": 16}",1.201178,1.4750083898170248,0.05461333333333334,0.0,0.27137525680083724,"{""scan-N4-H2-Q8"": 2}"
LLAMA3.1-8B,1,32,8,4,8,0,8,300,0.8248210023866349,0.0030548926014319806,0.21845333333333336,0.21845333333333336,65536,32768,0,0.0,0.10922666666666668,0.8248210023866349,2.829920000000001,3.3791082259347665,0.10922666666666668,0.0,0.24409428382793621,"{""scan-N8-H2-Q1"": 32}",2.402356,2.9515442259347657,0.10922666666666668,0.0,0.2794540549787665,"{""scan-N8-H2-Q8"": 4}"
LLAMA3.1-8B,1,32,8,4,12,0,12,300,1.273620665449951,0.006873508353221956,0.32768,0.32768,98304,49152,0,0.0,0.16384,1.273620665449951,4.24488,5.070953508353223,0.16384,0.0,0.2511599965079458,"{""scan-N12-H2-Q1"": 48}",3.6035340000000007,4.429607508353223,0.16384,0.0,0.2875244958042433,"{""scan-N12-H2-Q8"": 6}"
LLAMA3.1-8B,1,32,8,4,16,0,16,300,1.746679769759933,0.012219570405727923,0.4369066666666667,0.4369066666666667,131072,65536,0,0.0,0.21845333333333336,1.746679769759933,5.659839999999994,6.764326237072389,0.21845333333333336,0.0,0.25821932717956825,"{""scan-N16-H2-Q1"": 64}",4.804712000000001,5.909198237072396,0.21845333333333336,0.0,0.29558659223883027,"{""scan-N16-H2-Q8"": 8}"
LLAMA3.1-8B,1,32,8,4,24,0,24,300,2.765576302119894,0.027494033412887826,0.65536,0.65536,196608,98304,0,0.0,0.32768,2.765576302119894,9.670944000000008,11.336838033412896,0.32768,0.0,0.2439460009897779,"{""scan-N24-H2-Q1"": 96}",7.428539999999999,9.094434033412888,0.32768,0.0,0.30409548213326804,"{""scan-N24-H2-Q8"": 12}"
LLAMA3.1-8B,1,32,8,4,32,0,32,300,3.8815105994665173,0.04887828162291169,0.8738133333333334,0.8738133333333334,262144,131072,0,0.0,0.4369066666666667,3.8815105994665173,12.894592000000033,15.12800361495628,0.4369066666666667,0.0,0.2565778471674258,"{""scan-N32-H2-Q1"": 128}",9.90472,12.138131614956245,0.4369066666666667,0.0,0.3197782593396693,"{""scan-N32-H2-Q8"": 16}"
LLAMA3.1-8B,1,32,8,4,48,0,48,300,6.404492489119754,0.1099761336515513,1.31072,1.31072,393216,196608,0,0.0,0.65536,6.404492489119754,22.59014400000004,25.976920133651593,0.65536,0.0,0.24654548946405333,"{""scan-N48-H2-Q1"": 192}",15.300024000000004,18.686800133651555,0.65536,0.0,0.34272815266999185,"{""scan-N48-H2-Q8"": 24}"
LLAMA3.1-8B,1,32,8,4,64,0,64,300,9.315625438719643,0.19551312649164676,1.7476266666666669,1.7476266666666669,524288,262144,0,0.0,0.8738133333333334,9.315625438719643,34.84492800000023,39.40950779315854,0.8738133333333334,0.0,0.23638015190681544,"{""scan-N64-H2-Q1"": 256}",20.990624000000015,25.55520379315833,0.8738133333333334,0.0,0.3645294912973315,"{""scan-N64-H2-Q8"": 32}"
