q,cached,total_kv,gpu_qk_us,gpu_softmax_us,gpu_pv_us,gpu_attention_us,pim_softmax_us,q_input_bytes,q_input_us,output_us,new_kv_bytes,new_kv_transfer_us,cached_kv_readback_us,gpu_new_kv_hidden_us,gpu_new_kv_exposed_us,gpu_service_us,plain_scan_us,plain_first_tile_queries,plain_tiles,plain_kv_overlap_window_us,plain_new_kv_hidden_us,plain_new_kv_exposed_us,plain_service_us,plain_speedup_over_gpu,plain_winner,mq_scan_us,mq_first_tile_queries,mq_tiles,mq_kv_overlap_window_us,mq_new_kv_hidden_us,mq_new_kv_exposed_us,mq_service_us,mq_speedup_over_gpu,mq_winner,data_source
48,128,176,2.8140951846132247,1.2808984978239506,2.8140951846132247,6.9090888670504,0.4032458233890215,393216,1.3107199999999999,1.3107199999999999,786432,2.6214399999999998,6.990506666666667,2.6214399999999998,0,13.899595533717067,12.734639999999992,1,48,0.09689400000000001,0.09689400000000001,2.524546,18.283871823389013,0.7602107293235609,GPU,4.7385779999999995,8,6,0.29375799999999996,0.29375799999999996,2.327682,10.09094582338902,1.3774323811649323,PIM,original sweep
64,128,192,3.4157293275305354,1.8631250877439283,3.4157293275305354,8.694583742805,0.5865393794749403,524288,1.7476266666666667,1.7476266666666667,1048576,3.4952533333333333,6.990506666666667,3.4952533333333333,0,15.685090409471666,18.160703999999996,1,64,0.09689400000000001,0.09689400000000001,3.3983593333333335,25.640856046141597,0.6117225720251231,GPU,6.490360000000002,8,8,0.29375799999999996,0.29375799999999996,3.2014953333333334,13.77364804614161,1.1387753162362462,PIM,original sweep
96,128,224,4.735442931349151,3.2604689035518746,4.735442931349151,12.731354766250176,1.0264439140811457,786432,2.6214399999999998,2.6214399999999998,1572864,5.2428799999999995,6.990506666666667,5.2428799999999995,0,19.721861432916842,30.784607999999956,1,96,0.09689400000000001,0.09689400000000001,5.145986,42.199917914081105,0.4673435970437309,GPU,10.233852000000004,8,12,0.29375799999999996,0.29375799999999996,4.949121999999999,21.45229791408115,0.9193356120591417,GPU,original sweep
128,128,256,6.2104169591464276,4.968333567317142,6.2104169591464276,17.38916748561,1.564105011933174,1048576,3.4952533333333333,3.4952533333333333,2097152,6.990506666666667,6.990506666666667,6.990506666666667,0,24.379674152276664,45.77088000000003,1,128,0.09689400000000001,0.09689400000000001,6.893612666666667,61.21910434526653,0.3982363742987642,GPU,14.432592000000001,8,16,0.29375799999999996,0.29375799999999996,6.696748666666666,29.68395234526651,0.8213082229989606,GPU,original sweep
192,128,320,9.626146286676963,9.31562543871964,9.626146286676963,28.56791801207357,2.9326968973747016,1572864,5.2428799999999995,5.2428799999999995,3145728,10.485759999999999,6.990506666666667,10.485759999999999,0,35.55842467874024,94.79001599999977,1,192,0.09689400000000001,0.09689400000000001,10.388865999999998,118.59733889737446,0.2998248106520326,GPU,27.887015999999992,8,24,0.29375799999999996,0.29375799999999996,10.192001999999999,51.49747489737469,0.6904887035646283,GPU,original sweep
256,128,384,13.662917310122142,14.905000701951426,13.662917310122142,42.23083532219571,4.692315035799522,2097152,6.990506666666667,6.990506666666667,4194304,13.981013333333333,6.990506666666667,13.981013333333333,0,49.22134198886238,145.28563199999937,1,256,0.09689400000000001,0.09689400000000001,13.884119333333333,177.84307970246556,0.27676838520346425,GPU,39.643488000000005,8,32,0.29375799999999996,0.29375799999999996,13.687255333333333,72.00407170246619,0.6835910917962228,GPU,original sweep
384,128,512,23.599584444756424,29.810001403902852,23.599584444756424,77.0091702934157,9.384630071599044,3145728,10.485759999999999,10.485759999999999,6291456,20.971519999999998,6.990506666666667,20.971519999999998,0,83.99967696008237,274.62528000000015,1,384,0.09689400000000001,0.09689400000000001,20.874626,325.85605607159914,0.2577815430922218,GPU,70.83412799999995,8,48,0.29375799999999996,0.29375799999999996,20.677761999999998,121.868040071599,0.6892674807171061,GPU,original sweep
512,128,640,36.29686153846154,49.68333567317142,36.29686153846154,122.27705875009451,15.64105011933174,4194304,13.981013333333333,13.981013333333333,8388608,27.962026666666667,6.990506666666667,27.962026666666667,0,129.2675654167612,479.5607040000027,1,512,0.09689400000000001,0.09689400000000001,27.865132666666668,551.0289134526678,0.23459307172610824,GPU,115.90368000000011,8,64,0.29375799999999996,0.29375799999999996,27.668268666666666,187.17502545266518,0.690624003411458,GPU,original sweep
768,128,896,76.22340923076925,104.33500491365999,76.22340923076925,256.7818233751985,32.84620525059666,6291456,20.971519999999998,20.971519999999998,12582912,41.943039999999996,6.990506666666667,41.943039999999996,0,263.77233004186513,1002.8252159999864,1,768,0.09689400000000001,0.09689400000000001,41.846146,1119.4606072505833,0.23562448587601045,GPU,228.18998400000038,8,96,0.29375799999999996,0.29375799999999996,41.649282,344.628511250597,0.7653816252308353,GPU,original sweep
1024,128,1152,130.66870153846156,178.8600084234171,130.66870153846156,440.19741150034025,56.30778042959427,8388608,27.962026666666667,27.962026666666667,16777216,55.92405333333333,6.990506666666667,55.92405333333333,0,447.1879181670069,1715.0791680000214,1,1024,0.09689400000000001,0.09689400000000001,55.827159333333334,1883.1381610962821,0.23746952157067078,GPU,377.8804480000011,8,128,0.29375799999999996,0.29375799999999996,55.630295333333336,545.742577096262,0.8194118196648026,GPU,original sweep
1536,128,1664,283.11552000000006,387.5300182507371,283.11552000000006,953.7610582507373,122.0001909307876,12582912,41.943039999999996,41.943039999999996,25165824,83.88607999999999,6.990506666666667,83.88607999999999,0,960.7515649174039,3706.5553919999297,1,1536,0.09689400000000001,0.09689400000000001,83.78918599999999,3996.230848930717,0.24041443080658742,GPU,855.915456000002,8,192,0.29375799999999996,0.29375799999999996,83.592322,1145.3940489307895,0.8387956667089838,GPU,experiment2 direct simulation
