model,dtype,xpu,hw,cores,Lin,bs,max_lout,max_context_len,required_cap,k_row_cap,k_data_cap,capacity_bytes,capacity_GB,hit_search_limit
GPT-175B,W16A16,GPU,BA,8,2048,1,3233,5280,1373112807578.643,1012760839322.6431,969161048064.0,1374389534720,1374.38953472,False
