model,GPUs,Q_heads,KV_heads,gqa_size,q,cached,total_kv,link_GBps,gpu_attention_us,pim_softmax_us,q_input_us,output_us,q_input_bytes,new_kv_bytes,cached_kv_bytes,cached_kv_readback_us,new_kv_transfer_us,gpu_service_us,plain_scan_us,plain_service_us,plain_new_kv_exposed_us,plain_overlap_window_us,plain_speedup_over_GPU,plain_profile_repeats,mq_scan_us,mq_service_us,mq_new_kv_exposed_us,mq_overlap_window_us,mq_speedup_over_GPU,mq_profile_repeats
LLAMA3.1-8B,1,32,8,4,1,1024,1025,300,20.747432261687493,0.04892601431980907,0.02730666666666667,0.02730666666666667,8192,4096,4194304,13.981013333333335,0.013653333333333335,34.72844559502083,6.18276,6.286299347653142,0,0.736702,5.524465774603299,"{""scan-N1025-H2-Q1"": 4}",2.081683,2.1852223476531423,0,0.9058820000000001,15.892408217551889,"{""scan-N1025-H2-Q4"": 1}"
LLAMA3.1-8B,1,32,8,4,2,1024,1026,300,21.623046469184334,0.09794749403341288,0.05461333333333334,0.05461333333333334,16384,8192,4194304,13.981013333333335,0.02730666666666667,35.60405980251767,12.365520000000002,12.572694160700081,0,0.736702,2.8318560324015025,"{""scan-N1026-H2-Q1"": 8}",2.832996,3.0401701607000797,0,1.0996700000000001,11.711206255086356,"{""scan-N1026-H2-Q8"": 1}"
LLAMA3.1-8B,1,32,8,4,4,1024,1028,300,23.37882352941177,0.19627684964200476,0.10922666666666668,0.10922666666666668,32768,16384,4194304,13.981013333333335,0.05461333333333334,37.359836862745105,24.731040000000004,25.14577018297534,0,0.736702,1.4857304664320508,"{""scan-N1028-H2-Q1"": 16}",5.665992,6.080722182975339,0,1.0996700000000001,6.143980227767072,"{""scan-N1028-H2-Q8"": 2}"
LLAMA3.1-8B,1,32,8,4,8,1024,1032,300,26.90857223080163,0.39408114558472557,0.21845333333333336,0.21845333333333336,65536,32768,4194304,13.981013333333335,0.10922666666666668,40.88958556413497,49.46208000000001,50.2930678122514,0,0.736702,0.8130262746504053,"{""scan-N1032-H2-Q1"": 32}",11.331984,12.162971812251394,0,1.0996700000000001,3.36180879108411,"{""scan-N1032-H2-Q8"": 4}"
LLAMA3.1-8B,1,32,8,4,12,1024,1036,300,30.462580373438158,0.5934128878281623,0.32768,0.32768,98304,49152,4194304,13.981013333333335,0.16384,44.443593706771495,74.19311999999996,75.44189288782813,0,0.736702,0.5891102675916827,"{""scan-N1036-H2-Q1"": 48}",16.997976,18.246748887828165,0,1.0996700000000001,2.435699311695928,"{""scan-N1036-H2-Q8"": 6}"
LLAMA3.1-8B,1,32,8,4,16,1024,1040,300,34.040847957321354,0.794272076372315,0.4369066666666667,0.4369066666666667,131072,65536,4194304,13.981013333333335,0.21845333333333336,48.02186129065469,98.92415999999986,100.5922454097055,0,0.736702,0.4773912849351842,"{""scan-N1040-H2-Q1"": 64}",22.663968000000004,24.332053409705654,0,1.0996700000000001,1.9736049597647012,"{""scan-N1040-H2-Q8"": 8}"
LLAMA3.1-8B,1,32,8,4,24,1024,1048,300,41.27016144882774,1.2005727923627685,0.65536,0.65536,196608,98304,4194304,13.981013333333335,0.32768,55.25117478216108,150.1580159999997,152.66930879236247,0,0.736702,0.3619009951587932,"{""scan-N1048-H2-Q1"": 96}",34.12514400000001,36.63643679236279,0,1.0996700000000001,1.5080935707611913,"{""scan-N1048-H2-Q8"": 12}"
LLAMA3.1-8B,1,32,8,4,32,1024,1056,300,48.59651270532079,1.612983293556086,0.8738133333333334,0.8738133333333334,262144,131072,4194304,13.981013333333335,0.4369066666666667,62.57752603865413,200.2106879999995,203.57129796022224,0,0.736702,0.30739857074980065,"{""scan-N1056-H2-Q1"": 128}",45.500192000000006,48.86080196022276,0,1.0996700000000001,1.28073063740538,"{""scan-N1056-H2-Q8"": 16}"
LLAMA3.1-8B,1,32,8,4,48,1024,1072,300,63.54032851326688,2.456133651551313,1.31072,1.31072,393216,196608,4194304,13.981013333333335,0.65536,77.52134184660021,303.8595840000007,308.93715765155207,0,0.736702,0.2509291612439704,"{""scan-N1072-H2-Q1"": 192}",68.58249600000002,73.66006965155134,0,1.0996700000000001,1.0524201540035816,"{""scan-N1072-H2-Q8"": 24}"
LLAMA3.1-8B,1,32,8,4,64,1024,1088,300,78.87229538115963,3.323723150357995,1.7476266666666669,1.7476266666666669,524288,262144,4194304,13.981013333333335,0.8738133333333334,92.85330871449297,409.8708480000017,416.8269358170263,0.13711133333333347,0.736702,0.2227622563126597,"{""scan-N1088-H2-Q1"": 256}",91.78783999999997,98.6068164836913,0,1.0996700000000001,0.9416520279797298,"{""scan-N1088-H2-Q8"": 32}"
