model,dtype,xpu,hw,cores,Lin,bs,max_lout,max_context_len,required_cap,k_row_cap,k_data_cap,capacity_bytes,capacity_GB,hit_search_limit
GPT-175B,W16A16,GPU,BA,8,2048,1,1601,3648,1967677264361.522,1619783162345.522,1559536179609.5999,1975684956160,1975.68495616,False
