model,dtype,xpu,hw,cores,Lin,bs,max_lout,max_context_len,required_cap,k_row_cap,k_data_cap,capacity_bytes,capacity_GB,hit_search_limit
GPT-175B,W16A16,GPU,BA,8,2048,1,1153,3200,1962029838195.6328,1614135951219.6328,1561287720960.0,1975684956160,1975.68495616,False
