case_id,batch,prompt_tokens,query_tokens,profile_heads_per_HBM,GPU_candidate_us,PIM_candidate_us,choice,GPU_attention_us,PIM_scan_us,PIM_softmax_us,Q_input_us,O_return_us,cached_KV_read_us,new_KV_write_us,overlap_window_us,GPU_energy_J,PIM_energy_J,common_GPU_us
Fugue-asplos-EPIC-long-4000,1,4028,106,7,423.89938130188597,174.5209637955449,PIM,209.70588796855262,142.56260299999994,20.38033412887828,2.894506666666667,2.894506666666667,214.19349333333332,5.789013333333334,0,0.008623565043199999,0.005149053953433599,234.9965395947984
Fugue-asplos-EPIC-long-8000,1,8033,186,7,1041.1484175693763,598.6663182768499,PIM,612.5975909027096,507.0309220000002,71.31923627684965,5.07904,5.07904,428.5508266666667,10.15808,0,0.02593226511936,0.0175967791090176,356.0448514726408
Fugue-asplos-EPIC-long-16000,1,16045,346,7,2928.998410934027,2198.691814781226,PIM,2071.6236909340273,1895.9079800000004,264.9914081145585,9.448106666666666,9.448106666666666,857.37472,18.896213333333332,0,0.08696260805952001,0.06431123401446402,645.0946188100396
