case_id,variant,phase,layer,step,remote_immutable_bytes,remote_private_bytes,GPU_live_KV_bytes,combined_live_KV_bytes
Fugue-asplos-EPIC-long-4000,F3,decode,all,9,2111832064,60293120,16384,2172141568
Fugue-asplos-EPIC-long-4000,F3,decode,all,10,2111832064,60817408,16384,2172665856
Fugue-asplos-EPIC-long-4000,F3,decode,all,11,2111832064,61341696,16384,2173190144
Fugue-asplos-EPIC-long-4000,F3,decode,all,12,2111832064,61865984,16384,2173714432
Fugue-asplos-EPIC-long-4000,F3,decode,all,13,2111832064,62390272,16384,2174238720
Fugue-asplos-EPIC-long-4000,F3,decode,all,14,2111832064,62914560,16384,2174763008
Fugue-asplos-EPIC-long-4000,F3,decode,all,15,2111832064,63438848,16384,2175287296
Fugue-asplos-EPIC-long-4000,F4,prefill,0,0,2111832064,1736704,1736704,2115305472
Fugue-asplos-EPIC-long-4000,F4,prefill,1,0,2111832064,3473408,1736704,2117042176
Fugue-asplos-EPIC-long-4000,F4,prefill,2,0,2111832064,5210112,1736704,2118778880
Fugue-asplos-EPIC-long-4000,F4,prefill,3,0,2111832064,6946816,1736704,2120515584
Fugue-asplos-EPIC-long-4000,F4,prefill,4,0,2111832064,8683520,1736704,2122252288
Fugue-asplos-EPIC-long-4000,F4,prefill,5,0,2111832064,10420224,1736704,2123988992
Fugue-asplos-EPIC-long-4000,F4,prefill,6,0,2111832064,12156928,1736704,2125725696
Fugue-asplos-EPIC-long-4000,F4,prefill,7,0,2111832064,13893632,1736704,2127462400
Fugue-asplos-EPIC-long-4000,F4,prefill,8,0,2111832064,15630336,1736704,2129199104
Fugue-asplos-EPIC-long-4000,F4,prefill,9,0,2111832064,17367040,1736704,2130935808
Fugue-asplos-EPIC-long-4000,F4,prefill,10,0,2111832064,19103744,1736704,2132672512
Fugue-asplos-EPIC-long-4000,F4,prefill,11,0,2111832064,20840448,1736704,2134409216
Fugue-asplos-EPIC-long-4000,F4,prefill,12,0,2111832064,22577152,1736704,2136145920
Fugue-asplos-EPIC-long-4000,F4,prefill,13,0,2111832064,24313856,1736704,2137882624
Fugue-asplos-EPIC-long-4000,F4,prefill,14,0,2111832064,26050560,1736704,2139619328
Fugue-asplos-EPIC-long-4000,F4,prefill,15,0,2111832064,27787264,1736704,2141356032
Fugue-asplos-EPIC-long-4000,F4,prefill,16,0,2111832064,29523968,1736704,2143092736
Fugue-asplos-EPIC-long-4000,F4,prefill,17,0,2111832064,31260672,1736704,2144829440
Fugue-asplos-EPIC-long-4000,F4,prefill,18,0,2111832064,32997376,1736704,2146566144
Fugue-asplos-EPIC-long-4000,F4,prefill,19,0,2111832064,34734080,1736704,2148302848
Fugue-asplos-EPIC-long-4000,F4,prefill,20,0,2111832064,36470784,1736704,2150039552
Fugue-asplos-EPIC-long-4000,F4,prefill,21,0,2111832064,38207488,1736704,2151776256
Fugue-asplos-EPIC-long-4000,F4,prefill,22,0,2111832064,39944192,1736704,2153512960
Fugue-asplos-EPIC-long-4000,F4,prefill,23,0,2111832064,41680896,1736704,2155249664
Fugue-asplos-EPIC-long-4000,F4,prefill,24,0,2111832064,43417600,1736704,2156986368
Fugue-asplos-EPIC-long-4000,F4,prefill,25,0,2111832064,45154304,1736704,2158723072
Fugue-asplos-EPIC-long-4000,F4,prefill,26,0,2111832064,46891008,1736704,2160459776
Fugue-asplos-EPIC-long-4000,F4,prefill,27,0,2111832064,48627712,1736704,2162196480
Fugue-asplos-EPIC-long-4000,F4,prefill,28,0,2111832064,50364416,1736704,2163933184
Fugue-asplos-EPIC-long-4000,F4,prefill,29,0,2111832064,52101120,1736704,2165669888
Fugue-asplos-EPIC-long-4000,F4,prefill,30,0,2111832064,53837824,1736704,2167406592
Fugue-asplos-EPIC-long-4000,F4,prefill,31,0,2111832064,55574528,1736704,2169143296
Fugue-asplos-EPIC-long-4000,F4,decode,all,1,2111832064,56098816,16384,2167947264
Fugue-asplos-EPIC-long-4000,F4,decode,all,2,2111832064,56623104,16384,2168471552
Fugue-asplos-EPIC-long-4000,F4,decode,all,3,2111832064,57147392,16384,2168995840
Fugue-asplos-EPIC-long-4000,F4,decode,all,4,2111832064,57671680,16384,2169520128
Fugue-asplos-EPIC-long-4000,F4,decode,all,5,2111832064,58195968,16384,2170044416
Fugue-asplos-EPIC-long-4000,F4,decode,all,6,2111832064,58720256,16384,2170568704
Fugue-asplos-EPIC-long-4000,F4,decode,all,7,2111832064,59244544,16384,2171092992
Fugue-asplos-EPIC-long-4000,F4,decode,all,8,2111832064,59768832,16384,2171617280
Fugue-asplos-EPIC-long-4000,F4,decode,all,9,2111832064,60293120,16384,2172141568
Fugue-asplos-EPIC-long-4000,F4,decode,all,10,2111832064,60817408,16384,2172665856
Fugue-asplos-EPIC-long-4000,F4,decode,all,11,2111832064,61341696,16384,2173190144
Fugue-asplos-EPIC-long-4000,F4,decode,all,12,2111832064,61865984,16384,2173714432
Fugue-asplos-EPIC-long-4000,F4,decode,all,13,2111832064,62390272,16384,2174238720
Fugue-asplos-EPIC-long-4000,F4,decode,all,14,2111832064,62914560,16384,2174763008
Fugue-asplos-EPIC-long-4000,F4,decode,all,15,2111832064,63438848,16384,2175287296
Fugue-asplos-EPIC-long-8000,F1,prefill,0,0,4211605504,0,131612672,4343218176
Fugue-asplos-EPIC-long-8000,F1,prefill,1,0,4211605504,0,263225344,4474830848
Fugue-asplos-EPIC-long-8000,F1,prefill,2,0,4211605504,0,394838016,4606443520
Fugue-asplos-EPIC-long-8000,F1,prefill,3,0,4211605504,0,526450688,4738056192
Fugue-asplos-EPIC-long-8000,F1,prefill,4,0,4211605504,0,658063360,4869668864
Fugue-asplos-EPIC-long-8000,F1,prefill,5,0,4211605504,0,789676032,5001281536
Fugue-asplos-EPIC-long-8000,F1,prefill,6,0,4211605504,0,921288704,5132894208
Fugue-asplos-EPIC-long-8000,F1,prefill,7,0,4211605504,0,1052901376,5264506880
Fugue-asplos-EPIC-long-8000,F1,prefill,8,0,4211605504,0,1184514048,5396119552
Fugue-asplos-EPIC-long-8000,F1,prefill,9,0,4211605504,0,1316126720,5527732224
Fugue-asplos-EPIC-long-8000,F1,prefill,10,0,4211605504,0,1447739392,5659344896
Fugue-asplos-EPIC-long-8000,F1,prefill,11,0,4211605504,0,1579352064,5790957568
Fugue-asplos-EPIC-long-8000,F1,prefill,12,0,4211605504,0,1710964736,5922570240
Fugue-asplos-EPIC-long-8000,F1,prefill,13,0,4211605504,0,1842577408,6054182912
Fugue-asplos-EPIC-long-8000,F1,prefill,14,0,4211605504,0,1974190080,6185795584
Fugue-asplos-EPIC-long-8000,F1,prefill,15,0,4211605504,0,2105802752,6317408256
Fugue-asplos-EPIC-long-8000,F1,prefill,16,0,4211605504,0,2237415424,6449020928
Fugue-asplos-EPIC-long-8000,F1,prefill,17,0,4211605504,0,2369028096,6580633600
Fugue-asplos-EPIC-long-8000,F1,prefill,18,0,4211605504,0,2500640768,6712246272
Fugue-asplos-EPIC-long-8000,F1,prefill,19,0,4211605504,0,2632253440,6843858944
Fugue-asplos-EPIC-long-8000,F1,prefill,20,0,4211605504,0,2763866112,6975471616
Fugue-asplos-EPIC-long-8000,F1,prefill,21,0,4211605504,0,2895478784,7107084288
