case_id,F2_native_TTFT_ms,F2_export_overlap_TTFT_ms,F3_TTFT_ms,F2_export_overlap_E2E_ms
Fugue-asplos-EPIC-long-4000,28.124109682027235,21.41352126703355,21.0846694686939,105.73229987854813
Fugue-asplos-EPIC-long-8000,58.74886962267788,44.710184609344545,44.710184609344545,132.13257339685913
Fugue-asplos-EPIC-long-16000,142.41164681847678,114.37097695181015,114.37097695181015,207.85771204332474
