model,config,k,workload,agents,rung,makespan_s,energy_nj,link_bytes,event_count,policy,kv_mapping,decode_attn,pim_prefill_mode,energy_gpu_nj,energy_pim_nj,energy_link_nj,energy_die_nj,energy_tlb_nj,gpu_time_s_unoverlapped,pim_time_s_unoverlapped,pim_pool_time_s_unoverlapped,die_time_s_unoverlapped,prefill_rows_gpu,prefill_rows_pim,prefill_requests_gpu,prefill_requests_pim,energy_prefill_nj,energy_decode_nj,prefill_time_s,decode_time_s,power_prefill_w,power_decode_w,power_overall_w,requests,tiers,history_rows,cacheblend_batch_size,gemv_buffer_bytes,pim_sweep_query_capacity,pim_pe_freq_ghz,pim_batch_command,engine,workload_kind_reported,overlap_passed,overlap_events_checked
LLAMA-65B,D-lo,8,wl_D1.json,16,A3,15.213752227398496,19673337739681.83,47780986880.0,4260880.0,recompute,naive,pim,gpu,3141061555689.793,16528300793584.088,3975378108.475292,11515.461631944569,131.0976000010073,11.090311515022142,5.5612622646099035e-06,3.957484012914746,0.0001263014797121467,696320.0,0.0,16,0,755978044224.7064,18917359694929.242,3.386144499738361,11.827607727660135,223.2562858091611,1599.4240027667604,1293.1285750961588,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4260880.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A3a,15.213752227398496,19673337739681.83,47780986880.0,4260880.0,recompute,naive-mask,pim,gpu,3141061555689.793,16528300793584.088,3975378108.475292,11515.461631944569,131.0976000010073,11.090311515022142,5.5612622646099035e-06,3.957484012914746,0.0001263014797121467,696320.0,0.0,16,0,755978044224.7064,18917359694929.242,3.386144499738361,11.827607727660135,223.2562858091611,1599.4240027667604,1293.1285750961588,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4260880.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A3b,15.25850122231981,19700889822168.707,47780986880.0,4894480.0,recompute,naive,pim,gpu,3141061555689.793,16555852841305.213,3975378108.475292,46411.53843229948,131.0976000010073,11.090311515022142,5.5612622646099035e-06,4.001850268327289,0.0005090413365226535,696320.0,0.0,16,0,755978044224.7064,18944911777523.44,3.386144499738361,11.872356722581449,223.2562858091611,1595.7161851016367,1291.1418713491119,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4894480.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A4,15.187427218389093,19699060163903.72,47780986880.0,4834320.0,recompute,master-diff,pim,gpu,3141061555689.793,16554023185163.12,3975378108.475292,44094.185472214434,44.30470000022532,11.090311515022142,5.5612622646099035e-06,3.93514132585473,0.00048362463007941685,696320.0,0.0,16,0,755978044224.7064,18943082118980.156,3.3724155969645007,11.815011621424592,224.1651488343132,1603.3062620632531,1297.0636751464986,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4834320.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A4b,15.187427218389093,19699060163903.72,47780986880.0,4834320.0,recompute,master-diff,pim,gpu,3141061555689.793,16554023185163.12,3975378108.475292,44094.185472214434,44.30470000022532,11.090311515022142,5.5612622646099035e-06,3.93514132585473,0.00048362463007941685,696320.0,0.0,16,0,755978044224.7064,18943082118980.156,3.3724155969645007,11.815011621424592,224.1651488343132,1603.3062620632531,1297.0636751464986,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4834320.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A5,11.99604405978841,5836313955859.786,6296698880.0,4906320.0,recompute,master-diff,pim,pim,3126220444506.7583,2709569579872.372,523885346.797988,46264.6149122328,45.087700000243345,10.843540597147603,5.5612622646099035e-06,1.128747090037231,0.0005074298806765954,677120.0,19200.0,1,15,862527068100.0248,4973786887896.823,3.0433720020694364,8.952672057718974,283.41164586962174,555.5645125645405,486.51988328581785,16,1,0.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4906320.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A6,11.99604405978841,5836313955859.786,6296698880.0,4906320.0,recompute,master-diff,pim,dynamic,3126220444506.7583,2709569579872.372,523885346.797988,46264.6149122328,45.087700000243345,10.843540597147603,5.5612622646099035e-06,1.128747090037231,0.0005074298806765954,677120.0,19200.0,1,15,862527068100.0248,4973786887896.823,3.0433720020694364,8.952672057718974,283.41164586962174,555.5645125645405,486.51988328581785,16,1,0.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4906320.0
LLAMA-65B,N-hi,8,wl_N64.json,128,A2,1580.6750111898468,89338449288345.22,180931537141760.0,223152.0,recompute,none,gpu,gpu,74284945398178.53,,15053503890197.705,,,977.569887383551,,0.0,0.0,4752000.0,0.0,128,0,22420021724317.754,66918427564057.05,1580.6750111898468,0.0,14.183827520270073,,56.51917608357461,128,2,16384.0,,,,,,dag,supervisor,,
LLAMA-65B,N-lo,8,wl_N4.json,8,A1,21.455575291904243,53502472295697.71,48071966720.0,4638720.0,no-reuse-physical,private,pim,gpu,6686721683613.724,46811751003765.88,3999587631.1140103,20838.35084799251,,14.558876926356879,4.613988754613858,2.1222411673960955,0.00022855484487008444,5662720.0,0.0,8,0,42477066739358.07,11025405553425.705,11.524063248730634,9.931512043173608,3685.9452974658816,1110.1437027410122,2493.639604988155,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4638720.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A2,61.547204104649865,5306904950234.384,6134127656960.0,14128.0,recompute,none,gpu,gpu,4796545529175.418,,510359421059.08984,,,41.10011191478445,,0.0,0.0,854400.0,0.0,8,0,1422952183380.9236,3883952766853.6626,61.547204104649865,0.0,23.11968844208506,,86.2249557463399,8,2,1024.0,,,,,,dag,supervisor,,
LLAMA-65B,N-lo,8,wl_N4.json,8,A3,14.127978056398454,12110194182937.588,25576083976.0,2442328.0,recompute,naive,pim,gpu,3144570968509.7954,8963495271027.176,2127930186.7937357,5758.358592046948,7407.686399999362,11.49661257589737,2.7806311323168043e-06,2.175661608889184,6.315762529818762e-05,854400.0,0.0,8,0,883433933347.8354,11226760249549.74,3.7806263256736687,10.347351730724785,233.6739622608475,1084.9887528432703,857.1781563217372,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2442328.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A3a,13.775042939621379,12138622799211.23,25576083976.0,2442328.0,recompute,naive-mask,pim,gpu,3144570968509.7954,8991923894448.076,2127930186.7937357,5758.358592046948,235.59040000014878,11.49661257589737,2.7806311323168043e-06,2.1813312920809307,6.315762529818762e-05,854400.0,0.0,8,0,883433933347.8354,11255188865782.346,3.7806263256736687,9.99441661394771,233.6739622608475,1126.1476582910468,881.2039898835243,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2442328.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A3b,14.045994495417542,12128437163646.254,25576083976.0,3866328.0,recompute,naive,pim,gpu,3144570968509.7954,8981738228705.87,2127930186.7937357,28863.996992052766,7407.686399999362,11.49661257589737,2.7806311323168043e-06,2.093424625870715,0.0003165800596671965,854400.0,0.0,8,0,883433933347.8354,11245003230263.643,3.7806263256735995,10.265368169743942,233.6739622608518,1095.4310692340357,863.4801307663274,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3866328.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A4,13.664492962948627,12154228498584.389,25576083976.0,3502808.0,recompute,master-diff,pim,gpu,3144570968509.7954,9007529574394.229,2127930186.7937357,25523.749952159917,62.29440000002479,11.49661257589737,2.7806311323168043e-06,2.079229329071983,0.00027994426014456904,854400.0,0.0,8,0,883433933347.8354,11270794565261.512,3.7734561207183748,9.891036842230251,234.11798231793168,1139.4957621773603,889.4752649469445,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3502808.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A4b,13.664492962948627,12154228498584.389,25576083976.0,3502808.0,recompute,master-diff,pim,gpu,3144570968509.7954,9007529574394.229,2127930186.7937357,25523.749952159917,62.29440000002479,11.49661257589737,2.7806311323168043e-06,2.079229329071983,0.00027994426014456904,854400.0,0.0,8,0,883433933347.8354,11270794565261.512,3.7734561207183748,9.891036842230251,234.11798231793168,1139.4957621773603,889.4752649469445,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3502808.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A5,12.411012278568775,7554967993623.407,5908730376.0,4231368.0,recompute,master-diff,pim,pim,3092720090969.3174,4461756249592.834,491606367.274986,46790.616128648864,75.77490000004552,10.83318682444939,2.7806311323168043e-06,1.5538249616255575,0.0005131990572828006,677120.0,177280.0,1,7,2180304532517.3496,5374663461182.69,3.6490298490701965,8.761982429498579,597.5025205871938,613.4072402482855,608.7310063071372,8,2,1024.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4231368.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A6,12.411012278568775,7554967993623.407,5908730376.0,4231368.0,recompute,master-diff,pim,dynamic,3092720090969.3174,4461756249592.834,491606367.274986,46790.616128648864,75.77490000004552,10.83318682444939,2.7806311323168043e-06,1.5538249616255575,0.0005131990572828006,677120.0,177280.0,1,7,2180304532517.3496,5374663461182.69,3.6490298490701965,8.761982429498579,597.5025205871938,613.4072402482855,608.7310063071372,8,2,1024.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4231368.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A1,83.4741775708521,281609818660986.75,224500121600.0,17489920.0,no-reuse-physical,private,pim,gpu,25529861205124.816,256061278956976.62,18678410117.864075,83353.40339085179,,47.021418357312236,25.76310770522151,9.940403570142854,0.0009142193794700246,26583040.0,0.0,32,0,235960959453164.84,45648859252270.26,57.77655565810416,25.69762191274795,4084.026068453723,1776.3845778128207,3373.6159715015933,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17489920.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A2,256.78530707921846,16463530197013.703,28675785359360.0,55728.0,recompute,none,gpu,gpu,14077704855113.639,,2385825341898.949,,,161.19935588132705,,0.0,0.0,1449600.0,0.0,32,0,4108880931911.5366,12354649265100.123,256.78530707921846,0.0,16.001230672609875,,64.1139883908338,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3,36.812654348703425,47883569893702.86,118540230688.0,8541232.0,recompute,naive,pim,gpu,6469502413899.477,41404204853568.56,9862547193.828981,23034.26995239449,55274.90430003674,23.54346061295012,1.1122524529196102e-05,10.11005065528693,0.00025263966587591797,1449600.0,0.0,32,0,1701258993058.7446,46182310899816.875,8.21883922466379,28.593815124039637,206.9950447446961,1615.1153911948634,1300.7366825584354,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,34.168623208811844,48269251496458.17,118540230688.0,8541232.0,recompute,naive-mask,pim,gpu,6469502413899.477,41789886511185.664,9862547193.828981,23034.26995239449,994.8146999972473,23.54346061295012,1.1122524529196102e-05,10.18002399548054,0.00025263966587591797,1449600.0,0.0,32,0,1701258993058.7446,46567992503159.0,8.21883922466379,25.949783984148056,206.9950447446961,1794.542587776684,1412.6776838936219,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,36.74414123901229,47966011722549.68,118540230688.0,14704432.0,recompute,naive,pim,gpu,6469502413899.477,41486646580281.31,9862547193.828981,127450.93555020627,55274.90430003674,23.54346061295012,1.1122524529196102e-05,10.040392296720952,0.0013978807159744403,1449600.0,0.0,32,0,1701258993058.7446,46264752733866.36,8.218839224663762,28.525302014348533,206.9950447446968,1621.8847642908281,1305.4057083697144,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,14704432.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4,33.759921025395045,48338992922196.586,118540230688.0,12946992.0,recompute,master-diff,pim,gpu,6469502413899.477,41859627852005.875,9862547193.828981,111365.24723028993,400.56830000110506,23.54346061295012,1.1122524529196102e-05,9.800065312697765,0.0012214530310156325,1449600.0,0.0,32,0,1701258993058.7446,46637733935035.38,8.185250938464874,25.57467008693017,207.84445166659876,1823.590833293658,1431.8455569204325,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,33.759921025395045,48338992922196.586,118540230688.0,12946992.0,recompute,master-diff,pim,gpu,6469502413899.477,41859627852005.875,9862547193.828981,111365.24723028993,400.56830000110506,23.54346061295012,1.1122524529196102e-05,9.800065312697765,0.0012214530310156325,1449600.0,0.0,32,0,1701258993058.7446,46637733935035.38,8.185250938464874,25.57467008693017,207.84445166659876,1823.590833293658,1431.8455569204325,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A5,26.693755771801086,24722306117183.24,15833522208.0,16121152.0,recompute,master-diff,pim,pim,6175165456710.454,18545823104813.395,1317349047.668714,204016.05452462655,472.3527000014712,19.76614978743131,1.1122524529196102e-05,6.848961164995083,0.0022376462529040504,677120.0,772480.0,1,31,8986346479830.932,15735959635905.443,7.324648441971965,19.36910732982912,1226.8638626172208,812.4256512158153,926.1456622488297,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,16121152.0
LLAMA-65B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A6,26.693755771801086,24722306117183.24,15833522208.0,16121152.0,recompute,master-diff,pim,dynamic,6175165456710.454,18545823104813.395,1317349047.668714,204016.05452462655,472.3527000014712,19.76614978743131,1.1122524529196102e-05,6.848961164995083,0.0022376462529040504,677120.0,772480.0,1,31,8986346479830.932,15735959635905.443,7.324648441971965,19.36910732982912,1226.8638626172208,812.4256512158153,926.1456622488297,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,16121152.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A1,39.342124492179344,105498794466482.77,97874739200.0,9524480.0,no-reuse-physical,private,pim,gpu,12483694749567.32,93006956496446.67,8143178301.653877,44281.495551946966,,25.415135299570522,9.226564294885804,4.373690083935503,0.00048567904535126906,11511040.0,0.0,17,0,83951557546502.52,21547236906987.527,23.21119164951843,16.130932842660915,3616.856851390665,1335.7712859607414,2681.573398189374,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,9524480.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A2,118.01828142710818,8670414615387.721,12646964264960.0,29792.0,recompute,none,gpu,gpu,7618187188544.004,,1052227426844.5977,,,75.8617338772311,,0.0,0.0,707840.0,0.0,17,0,1855454045785.2952,6814960569603.412,118.01828142710818,0.0,15.721751099479297,,73.46670795865506,17,2,4096.0,,,,,,dag,supervisor,,
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A3,19.790096850571373,22874088397874.945,52130628128.0,4735872.0,recompute,naive,pim,gpu,4245314621423.2515,18624436493616.0,4337268260.331866,11950.039295922516,1569.5359000044414,15.039356574336166,5.908841156146541e-06,4.4983577432802875,0.00013106792362644067,707840.0,0.0,17,0,776133331309.8287,22097955065579.832,3.472447978847445,16.31764887172393,223.5118671432015,1354.236461349056,1155.8350911867585,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4735872.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A3a,19.699977324358873,22781221559727.88,52130628128.0,4735872.0,recompute,naive-mask,pim,gpu,4245314621423.2515,18531569657169.375,4337268260.331866,11950.039295922516,230.16950000200805,15.039356574336166,5.908841156146541e-06,4.475206536878336,0.00013106792362644067,707840.0,0.0,17,0,776133331309.8287,22005088227754.902,3.472447978847445,16.227529345511428,223.5118671432015,1356.0344128320162,1156.4085168544366,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4735872.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A3b,19.802351516513575,22907365309724.863,52130628128.0,6394752.0,recompute,naive,pim,gpu,4245314621423.2515,18657713363621.586,4337268260.331866,54096.896256474785,1569.5359000044414,15.039356574336166,5.908841156146541e-06,4.5101501429110025,0.0005933342720786539,707840.0,0.0,17,0,776133331309.8287,22131231977779.684,3.472447978847445,16.32990353766613,223.5118671432015,1355.2579736146242,1156.800256304003,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6394752.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A4,19.63789102670319,22812204251654.465,52130628128.0,6250192.0,recompute,master-diff,pim,gpu,4245314621423.2515,18562552309889.42,4337268260.331866,51191.15289643579,79.76890000037908,15.039356574336166,5.908841156146541e-06,4.420209872680977,0.000561464105020929,707840.0,0.0,17,0,776133331309.8287,22036070919635.38,3.457458755011707,16.180432271691483,224.4808647926158,1361.8963047228747,1161.6422670150735,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6250192.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A4b,19.63789102670319,22812204251654.465,52130628128.0,6250192.0,recompute,master-diff,pim,gpu,4245314621423.2515,18562552309889.42,4337268260.331866,51191.15289643579,79.76890000037908,15.039356574336166,5.908841156146541e-06,4.420209872680977,0.000561464105020929,707840.0,0.0,17,0,776133331309.8287,22036070919635.38,3.457458755011707,16.180432271691483,224.4808647926158,1361.8963047228747,1161.6422670150735,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6250192.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A5,16.421020564091453,9031644439278.281,6601458208.0,6371792.0,recompute,master-diff,pim,pim,4226307868501.615,4804787274695.801,549241322.8861243,54881.09184047231,81.37180000042424,14.740908776944034,5.908841156146541e-06,1.6534304918029363,0.0006019353222045651,677120.0,30720.0,1,16,964868750859.1245,8066775688550.824,3.1029278566876948,13.318092707403757,310.95429717437906,605.7005207709933,550.0050623545387,17,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,6371792.0
LLAMA-65B,broadcast,8,wl_broadcast.json,17,A6,16.421020564091453,9031644439278.281,6601458208.0,6371792.0,recompute,master-diff,pim,dynamic,4226307868501.615,4804787274695.801,549241322.8861243,54881.09184047231,81.37180000042424,14.740908776944034,5.908841156146541e-06,1.6534304918029363,0.0006019353222045651,677120.0,30720.0,1,16,964868750859.1245,8066775688550.824,3.1029278566876948,13.318092707403757,310.95429717437906,605.7005207709933,550.0050623545387,17,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,6371792.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A1,83.4741775708521,281609818660986.75,224500121600.0,17489920.0,no-reuse-physical,private,pim,gpu,25529861205124.816,256061278956976.62,18678410117.864075,83353.40339085179,,47.021418357312236,25.76310770522151,9.940403570142854,0.0009142193794700246,26583040.0,0.0,32,0,235960959453164.84,45648859252270.26,57.77655565810416,25.69762191274795,4084.026068453723,1776.3845778128207,3373.6159715015933,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17489920.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A2,263.8759644376246,17815124168908.133,28675785359360.0,55728.0,recompute,none,gpu,gpu,15429298827007.898,,2385825341898.949,,,168.2900132397373,,0.0,0.0,2664960.0,0.0,32,0,5460474903807.022,12354649265100.123,263.8759644376246,0.0,20.693339446222197,,67.51325080658985,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A3,45.78040965468046,48986146722459.48,121029287968.0,8541232.0,recompute,naive,pim,gpu,7821096385805.7705,41154980588279.516,10069636759.52501,23034.26995239449,87990.60400011892,30.63411797135507,1.1122524529196102e-05,10.34306676030096,0.00025263966587591797,2664960.0,0.0,32,0,3053060054519.92,45933086667257.6,15.317793440647,30.46261621403346,199.31461188256912,1507.8510113683944,1070.024211053587,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,41.68337341784289,51288865131893.12,121029287968.0,8541232.0,recompute,naive-mask,pim,gpu,7821096385805.7705,43457699084949.695,10069636759.52501,23034.26995239449,995.1991999972337,30.63411797135507,1.1122524529196102e-05,10.595800763390887,0.00025263966587591797,2664960.0,0.0,32,0,3053060054519.92,48235805076787.26,15.317793440647,26.365579977195885,199.31461188256912,1829.4991090090703,1230.4394036865194,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,45.429176302545144,49067673734576.06,121029287968.0,14683952.0,recompute,naive,pim,gpu,7821096385805.7705,41236507491940.45,10069636759.52501,126292.25906953818,87990.60400011892,30.63411797135507,1.1122524529196102e-05,9.990700870925073,0.0013851723627522192,2664960.0,0.0,32,0,3053060054519.92,46014613671761.81,15.317793440647065,30.11138286189808,199.31461188256827,1528.1468102212982,1080.0916443608746,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,14683952.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A4,41.276239491990836,51358606555735.45,121029287968.0,12946992.0,recompute,master-diff,pim,gpu,7821096385805.7705,43527440425117.65,10069636759.52501,111365.24723028993,401.51550000106,30.63411797135507,1.1122524529196102e-05,10.217382202770827,0.0012214530310156325,2664960.0,0.0,32,0,3053060054519.92,48305546508571.93,15.285745276544075,25.99049421544676,199.73249581784086,1858.585146867381,1244.2656401802537,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,41.276239491990836,51358606555735.45,121029287968.0,12946992.0,recompute,master-diff,pim,gpu,7821096385805.7705,43527440425117.65,10069636759.52501,111365.24723028993,401.51550000106,30.63411797135507,1.1122524529196102e-05,10.217382202770827,0.0012214530310156325,2664960.0,0.0,32,0,3053060054519.92,48305546508571.93,15.285745276544075,25.99049421544676,199.73249581784086,1858.585146867381,1244.2656401802537,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A5,34.18233969997615,40624196301767.2,25789751328.0,21134512.0,recompute,master-diff,pim,pim,7101493011329.616,33520557236900.613,2145707310.4526944,349999.2639863825,621.9907000017439,21.160549469733017,1.1122524529196102e-05,12.900874934215018,0.003838788782999568,677120.0,1987840.0,1,31,23220424094477.562,17403772209441.988,14.397408241638002,19.784931458338143,1612.8197314932677,879.6478393715819,1188.4556954945817,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,21134512.0
LLAMA-65B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A6,34.18233969997615,40624196301767.2,25789751328.0,21134512.0,recompute,master-diff,pim,dynamic,7101493011329.616,33520557236900.613,2145707310.4526944,349999.2639863825,621.9907000017439,21.160549469733017,1.1122524529196102e-05,12.900874934215018,0.003838788782999568,677120.0,1987840.0,1,31,23220424094477.562,17403772209441.988,14.397408241638002,19.784931458338143,1612.8197314932677,879.6478393715819,1188.4556954945817,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,21134512.0
LLAMA-65B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A1,83.4741775708521,281609818660986.75,224500121600.0,17489920.0,no-reuse-physical,private,pim,gpu,25529861205124.816,256061278956976.62,18678410117.864075,83353.40339085179,,47.021418357312236,25.76310770522151,9.940403570142854,0.0009142193794700246,26583040.0,0.0,32,0,235960959453164.84,45648859252270.26,57.77655565810416,25.69762191274795,4084.026068453723,1776.3845778128207,3373.6159715015933,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17489920.0
LLAMA-65B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A2,255.17916727002768,16116295326361.027,28675785359360.0,55728.0,recompute,none,gpu,gpu,13730469984461.057,,2385825341898.949,,,159.5932160721344,,0.0,0.0,1145760.0,0.0,32,0,3761646061259.432,12354649265100.123,255.17916727002768,0.0,14.741195770416875,,63.15678312919231,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-65B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3,33.35819374383831,47605222626499.555,117917966368.0,8541232.0,recompute,naive,pim,gpu,6122267543235.816,41473144265697.02,9810774802.404285,23034.26995239449,18408.421600006684,21.93732080378149,1.1122524529196102e-05,10.107128209319725,0.00025263966587591797,1145760.0,0.0,32,0,1353972350015.2146,46251250274698.586,6.61062520103814,26.747568542800167,204.81759422733347,1729.1758763302005,1427.0923357561246,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,32.33552879799817,47436783014037.305,117917966368.0,8541232.0,recompute,naive-mask,pim,gpu,6122267543235.816,41304704671670.7,9810774802.404285,23034.26995239449,994.3287999971232,21.93732080378149,1.1122524529196102e-05,9.955167903329732,0.00025263966587591797,1145760.0,0.0,32,0,1353972350015.2146,46082810663580.92,6.61062520103814,25.724903596960033,204.81759422733347,1791.369615434696,1467.0173885318993,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,33.15369483541606,47682003053642.49,117917966368.0,13690512.0,recompute,naive,pim,gpu,6122267543235.816,41549924599532.9,9810774802.404285,120280.49330891484,18408.421600006684,21.93732080378149,1.1122524529196102e-05,9.901562696752167,0.0013192353699251955,1145760.0,0.0,32,0,1353972350015.2146,46328030710114.03,6.610625201038243,26.54306963437782,204.8175942273303,1745.3908439478791,1438.210832619076,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,13690512.0
LLAMA-65B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4,32.03388501334367,47506524439017.28,117917966368.0,12946992.0,recompute,master-diff,pim,gpu,6122267543235.816,41374446012186.54,9810774802.404285,111365.24723028993,400.33790000110264,21.93732080378149,1.1122524529196102e-05,9.68225484343292,0.0012214530310156325,1145760.0,0.0,32,0,1353972350015.2146,46152552095434.68,6.5766518843511665,25.457233128992506,205.8756300051289,1812.9445514199606,1483.008521109085,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,32.03388501334367,47506524439017.28,117917966368.0,12946992.0,recompute,master-diff,pim,gpu,6122267543235.816,41374446012186.54,9810774802.404285,111365.24723028993,400.33790000110264,21.93732080378149,1.1122524529196102e-05,9.68225484343292,0.0012214530310156325,1145760.0,0.0,32,0,1353972350015.2146,46152552095434.68,6.5766518843511665,25.457233128992506,205.8756300051289,1812.9445514199606,1483.008521109085,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
