model,config,k,workload,agents,rung,makespan_s,energy_nj,link_bytes,event_count,policy,kv_mapping,decode_attn,pim_prefill_mode,energy_gpu_nj,energy_pim_nj,energy_link_nj,energy_die_nj,energy_tlb_nj,gpu_time_s_unoverlapped,pim_time_s_unoverlapped,pim_pool_time_s_unoverlapped,die_time_s_unoverlapped,prefill_rows_gpu,prefill_rows_pim,prefill_requests_gpu,prefill_requests_pim,energy_prefill_nj,energy_decode_nj,prefill_time_s,decode_time_s,power_prefill_w,power_decode_w,power_overall_w,requests,tiers,history_rows,cacheblend_batch_size,gemv_buffer_bytes,pim_sweep_query_capacity,pim_pe_freq_ghz,pim_batch_command,engine,workload_kind_reported,overlap_passed,overlap_events_checked
GPT-175B,baseline,8,wl_baseline_alltoall_N16_C32_D2.json,32,A6,43.94214487888611,49666935764729.17,28500320288.0,19244000.0,recompute,master-diff,pim,dynamic,16282084550170.195,33382479622582.91,2371226648.028201,367226.2208085754,566.7909000022395,35.59600310051918,2.0020544152973957e-05,8.218753398048403,0.00402773389021634,812544.0,926976.0,1,31,17197042803956.447,32469892970754.95,11.03188017397893,32.91026470490718,1558.849673197084,986.6190157356417,1130.280187770119,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,19244000.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A1,70.98846480329257,155640446335036.6,176174530560.0,11354016.0,no-reuse-physical,private,pim,gpu,33015557856889.016,122610230662131.52,14657720942.79,79706.6919936585,,54.08160321797378,11.070310830634162,5.2484281003761915,0.000874222281622971,13813248.0,0.0,17,0,113801242720944.84,41839203620409.375,44.529098752393075,26.4593660508995,2555.66013931124,1581.2625117292646,2192.4751685546767,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11354016.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A2,175.15883621854374,19171987454678.75,22764535676928.0,32224.0,recompute,none,gpu,gpu,17277978086358.787,,1894009368320.2449,,,99.27705062878834,,0.0,0.0,849408.0,0.0,17,0,3851646471249.5386,15320340983430.5,175.15883621854374,0.0,21.989450000934475,,109.45486889829569,17,2,4096.0,,,,,,dag,supervisor,,
GPT-175B,broadcast,8,wl_broadcast.json,17,A3,32.09543725578406,44740056960115.44,93835117088.0,5607680.0,recompute,naive,pim,gpu,11208280167809.666,33523969686615.668,7807081741.546277,21508.22896625935,1883.5967000074597,26.290197865129585,1.0635914081172498e-05,5.398029291956358,0.00023590206205056802,849408.0,0.0,17,0,1909560657204.5017,42830496302218.62,5.412217061281033,26.68322019450303,352.8241080472339,1605.147204498281,1393.9693858525834,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,5607680.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A3a,31.987293568614522,44572896652090.03,93835117088.0,5607680.0,recompute,naive-mask,pim,gpu,11208280167809.666,33356809381023.668,7807081741.546277,21508.22896625935,276.3519000030134,26.290197865129585,1.0635914081172498e-05,5.370247844250538,0.00023590206205056802,849408.0,0.0,17,0,1909560657204.5017,42663335994945.87,5.412217061281033,26.575076507333492,352.8241080472339,1605.389018660878,1393.4563284161159,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,5607680.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A3b,32.11042021609233,44799955400288.08,93835117088.0,7598336.0,recompute,naive,pim,gpu,11208280167809.666,33583868051357.793,7807081741.546277,97372.57149604808,1883.5967000074597,26.290197865129585,1.0635914081172498e-05,5.4121801714377185,0.0010679814892452786,849408.0,0.0,17,0,1909560657204.5017,42890394744015.49,5.412217061281033,26.6982031548113,352.8241080472339,1606.4899384918415,1395.1843388781413,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7598336.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A4,31.913039274961207,44628665496724.7,93835117088.0,7424864.0,recompute,master-diff,pim,gpu,11208280167809.666,33412578154837.387,7807081741.546277,92142.23344652285,95.69170000086416,26.290197865129585,1.0635914081172498e-05,5.304251847174777,0.0010106151885349707,849408.0,0.0,17,0,1909560657204.5017,42719104840329.9,5.394229992663215,26.518809282297994,354.0006006050406,1610.8983018647837,1398.446105750263,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7424864.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A4b,31.913039274961207,44628665496724.7,93835117088.0,7424864.0,recompute,master-diff,pim,gpu,11208280167809.666,33412578154837.387,7807081741.546277,92142.23344652285,95.69170000086416,26.290197865129585,1.0635914081172498e-05,5.304251847174777,0.0010106151885349707,849408.0,0.0,17,0,1909560657204.5017,42719104840329.9,5.394229992663215,26.518809282297994,354.0006006050406,1610.8983018647837,1398.446105750263,17,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7424864.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A5,27.96176047512683,19823739538320.906,11882611232.0,7570784.0,recompute,master-diff,pim,pim,11174134669266.908,8648616137343.007,988633254.4702601,98784.12354601036,97.61140000091844,25.9320605082752,1.0635914081172498e-05,1.984116590164048,0.0010834633794629225,812544.0,36864.0,1,16,2249366114498.6294,17574373424391.295,4.877758668586081,23.084001806540748,461.14747926851715,761.3226498453866,708.9589210935043,17,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,7570784.0
GPT-175B,broadcast,8,wl_broadcast.json,17,A6,27.96176047512683,19823739538320.906,11882611232.0,7570784.0,recompute,master-diff,pim,dynamic,11174134669266.908,8648616137343.007,988633254.4702601,98784.12354601036,97.61140000091844,25.9320605082752,1.0635914081172498e-05,1.984116590164048,0.0010834633794629225,812544.0,36864.0,1,16,2249366114498.6294,17574373424391.295,4.877758668586081,23.084001806540748,461.14747926851715,761.3226498453866,708.9589210935043,17,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,7570784.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A1,148.51094928767228,399783755353510.94,404100218880.0,20886528.0,no-reuse-physical,private,pim,gpu,67498540691168.48,332251593386950.06,33621138211.971924,150036.12610665223,,104.31984404991634,30.9139745553643,11.92848428474385,0.0016455948830218677,31899648.0,0.0,32,0,313470643032070.3,86313112265746.14,108.00665489026917,40.5042943974031,2902.3271144777614,2130.9620016804943,2691.9480164328634,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,20886528.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A2,387.66068453947645,38006703930540.49,51616413646848.0,60320.0,recompute,none,gpu,gpu,33712218315124.97,,4294485615417.9976,,,215.60597238335836,,0.0,0.0,3197952.0,0.0,32,0,11624904739337.037,26381799191205.65,387.66068453947645,0.0,29.98731933094248,,98.04116188798137,32,2,4096.0,,,,,,dag,supervisor,,
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A3,68.83664613831877,94116950686505.58,217852698656.0,10148096.0,recompute,naive,pim,gpu,20019896508543.367,74078928683165.95,18125344528.955334,41459.008561794566,105588.35110018928,50.418898061198725,2.0020544152973957e-05,12.411680112378887,0.00045472203342510097,3197952.0,0.0,32,0,7292229109598.051,86824721574890.88,22.61477432749539,46.22187181082338,322.45420644025825,1878.433697584698,1367.2506719369962,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10148096.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,63.92020854419156,98261843875301.1,217852698656.0,10148096.0,recompute,naive-mask,pim,gpu,20019896508543.367,78223821976583.92,18125344528.955334,41459.008561794566,1193.983100003283,50.418898061198725,2.0020544152973957e-05,12.714960916014896,0.00045472203342510097,3197952.0,0.0,32,0,7292229109598.051,90969614763928.53,22.61477432749539,41.30543421669617,322.45420644025825,2202.3643253980727,1537.257873734365,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10148096.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,68.41584563167157,94263699277876.3,217852698656.0,17519360.0,recompute,naive,pim,gpu,20019896508543.367,74225677090993.81,18125344528.955334,227323.38897473708,105588.35110018928,50.418898061198725,2.0020544152973957e-05,11.988841046300925,0.0024932808877799776,3197952.0,0.0,32,0,7292229109598.051,86971470185212.05,22.61477432749552,45.80107130417605,322.45420644025637,1898.8959801314115,1377.8050743589588,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17519360.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A4,63.432246265960366,98387378443580.67,217852698656.0,15435008.0,recompute,master-diff,pim,gpu,20019896508543.367,78349356387882.4,18125344528.955334,200454.76766306834,481.9056000017015,50.418898061198725,2.0020544152973957e-05,12.260858643299782,0.002198586090650817,3197952.0,0.0,32,0,7292229109598.051,91095149341261.34,22.576316530526896,40.85592973543347,323.00349349451034,2229.6677601307033,1551.062499522081,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15435008.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,63.432246265960366,98387378443580.67,217852698656.0,15435008.0,recompute,master-diff,pim,gpu,20019896508543.367,78349356387882.4,18125344528.955334,200454.76766306834,481.9056000017015,50.418898061198725,2.0020544152973957e-05,12.260858643299782,0.002198586090650817,3197952.0,0.0,32,0,7292229109598.051,91095149341261.34,22.576316530526896,40.85592973543347,323.00349349451034,2229.6677601307033,1551.062499522081,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15435008.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A5,54.730645794668256,79071665837643.19,46421532704.0,25260032.0,recompute,master-diff,pim,pim,18730803521408.133,60336999410776.12,3862271521.143691,629995.9978984529,746.2350000015499,39.050615859202374,2.0020544152973957e-05,15.48104992146424,0.006909790444414897,812544.0,2385408.0,1,31,43599710238264.46,35471955603288.78,21.321391368254776,33.40925442641348,2044.8811001696479,1061.7404133162731,1444.7420579376058,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,25260032.0
GPT-175B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A6,54.730645794668256,79071665837643.19,46421532704.0,25260032.0,recompute,master-diff,pim,dynamic,18730803521408.133,60336999410776.12,3862271521.143691,629995.9978984529,746.2350000015499,39.050615859202374,2.0020544152973957e-05,15.48104992146424,0.006909790444414897,812544.0,2385408.0,1,31,43599710238264.46,35471955603288.78,21.321391368254776,33.40925442641348,2044.8811001696479,1061.7404133162731,1444.7420579376058,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,25260032.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A1,148.51094928767228,399783755353510.94,404100218880.0,20886528.0,no-reuse-physical,private,pim,gpu,67498540691168.48,332251593386950.06,33621138211.971924,150036.12610665223,,104.31984404991634,30.9139745553643,11.92848428474385,0.0016455948830218677,31899648.0,0.0,32,0,313470643032070.3,86313112265746.14,108.00665489026917,40.5042943974031,2902.3271144777614,2130.9620016804943,2691.9480164328634,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,20886528.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A2,374.97706230611414,33999507829609.92,51616413646848.0,60320.0,recompute,none,gpu,gpu,29705022214196.023,,4294485615417.9976,,,202.9223501499948,,0.0,0.0,1374912.0,0.0,32,0,7617708638405.607,26381799191205.65,374.97706230611414,0.0,20.315132321845486,,90.67090029590737,32,2,4096.0,,,,,,dag,supervisor,,
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3,51.67631898540858,90681983170157.17,212252319776.0,10148096.0,recompute,naive,pim,gpu,16012700407688.129,74651623302523.23,17659393006.10262,41459.008561794566,22090.136500038894,37.735275827843694,2.0020544152973957e-05,12.12855385117149,0.00045472203342510097,1374912.0,0.0,32,0,3284567057143.8096,87397416109883.1,9.912484164492234,41.763834820916344,331.3566006904245,2092.657833856587,1754.8073266550255,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10148096.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,50.449120538373236,90378791880179.97,212252319776.0,10148096.0,recompute,naive-mask,pim,gpu,16012700407688.129,74348432034460.31,17659393006.10262,41459.008561794566,1193.214900003216,37.735275827843694,2.0020544152973957e-05,11.946201483988261,0.00045472203342510097,1374912.0,0.0,32,0,3284567057143.8096,87094224820157.42,9.912484164492234,40.536636373881,331.3566006904245,2148.531121745338,1791.48399249963,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10148096.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,51.4315602504044,90820187942034.47,212252319776.0,16327232.0,recompute,naive,pim,gpu,16012700407688.129,74789827900520.55,17659393006.10262,216502.21060672004,22090.136500038894,37.735275827843694,2.0020544152973957e-05,11.8818752360587,0.0023745943006577386,1374912.0,0.0,32,0,3284567057143.8096,87535620893792.12,9.912484164492234,41.51907608591217,331.3566006904245,2108.322948050711,1765.845475032431,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,16327232.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4,50.08773159230121,90504326447601.92,212252319776.0,15435008.0,recompute,master-diff,pim,gpu,16012700407688.129,74473966443578.97,17659393006.10262,200454.76766306834,480.4720000017735,37.735275827843694,2.0020544152973957e-05,11.618705812094346,0.002198586090650817,1374912.0,0.0,32,0,3284567057143.8096,87219759397590.38,9.87171618446587,40.21601540783534,332.72502934316566,2168.7817282016763,1806.9160564962178,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15435008.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,50.08773159230121,90504326447601.92,212252319776.0,15435008.0,recompute,master-diff,pim,gpu,16012700407688.129,74473966443578.97,17659393006.10262,200454.76766306834,480.4720000017735,37.735275827843694,2.0020544152973957e-05,11.618705812094346,0.002198586090650817,1374912.0,0.0,32,0,3284567057143.8096,87219759397590.38,9.87171618446587,40.21601540783534,332.72502934316566,2168.7817282016763,1806.9160564962178,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15435008.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A5,41.31001770181718,42687693974008.81,24020017184.0,17751008.0,recompute,master-diff,pim,pim,15674663425847.623,27011031784556.625,1998465429.6922336,301533.7765340505,522.7426000019615,34.69572166450178,2.0020544152973957e-05,6.504764930392414,0.003307219751703767,812544.0,562368.0,1,31,11091128323987.076,31596565659617.797,8.540677603516706,32.769340098300475,1298.6239311293284,964.2112280819624,1033.349689708098,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17751008.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A6,41.31001770181718,42687693974008.81,24020017184.0,17751008.0,recompute,master-diff,pim,dynamic,15674663425847.623,27011031784556.625,1998465429.6922336,301533.7765340505,522.7426000019615,34.69572166450178,2.0020544152973957e-05,6.504764930392414,0.003307219751703767,812544.0,562368.0,1,31,11091128323987.076,31596565659617.797,8.540677603516706,32.769340098300475,1298.6239311293284,964.2112280819624,1033.349689708098,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17751008.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A1,39.44481493497807,46621235417682.11,41452830720.0,3643008.0,no-reuse-physical,private,pim,gpu,17313091462179.92,29304695062005.81,3448875515.927719,18754.515763191142,,35.42640591621548,2.624825502268766,1.2552017141696206,0.00020569936038104846,3250176.0,0.0,4,0,27109983049293.473,19511252368841.4,10.497481483819529,28.947333451158542,2582.5225880207463,674.0258960902843,1181.935711817481,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3643008.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A2,67.88463507923758,15360266379803.086,5443103490048.0,8352.0,recompute,none,gpu,gpu,14907400169430.922,,452866210371.9992,,,49.74095677907789,,0.0,0.0,819456.0,0.0,4,0,2187904085478.5947,13172362294324.092,67.88463507923758,0.0,32.229739217494334,,226.270147314985,4,4,1536.0,,,,,,dag,supervisor,,
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A3,33.61168091463917,21339555559186.727,22410955878.0,2396166.0,recompute,naive,pim,gpu,13414035310466.027,7923655652416.741,1864591529.0484421,4664.99578561668,222.05439999984566,32.10750938341941,2.5025680190933215e-06,1.4183119562652153,5.1165631861378665e-05,819456.0,0.0,4,0,1681404155266.5583,19658151404016.668,4.4949021072029085,29.116778807436265,374.0691376953844,675.1485641329283,634.8851047759571,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2396166.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A3a,33.60971221424721,21344672711328.676,22410955878.0,2396166.0,recompute,naive-mask,pim,gpu,13414035310466.027,7928772804630.98,1864591529.0484421,4664.99578561668,165.52960000009364,32.10750938341941,2.5025680190933215e-06,1.4191694958490937,5.1165631861378665e-05,819456.0,0.0,4,0,1681404155266.5583,19663268556174.395,4.4949021072029085,29.114810107044303,374.0691376953844,675.3699743834799,635.0745455737831,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2396166.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A3b,33.478868876310976,21351905753131.164,22410955878.0,3870726.0,recompute,naive,pim,gpu,13414035310466.027,7936005830942.456,1864591529.0484421,20307.128265591546,222.05439999984566,32.10750938341941,2.5025680190933215e-06,1.2853283556235402,0.00022272840035713872,819456.0,0.0,4,0,1681404155266.5583,19670501598184.555,4.4949021072029085,28.98396676910807,374.0691376953844,678.6683739628742,637.7726150789812,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3870726.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A4,33.46894987449659,21356199558840.555,22410955878.0,3766662.0,recompute,master-diff,pim,gpu,13414035310466.027,7940299637910.051,1864591529.0484421,19264.31943357793,49.100700000076564,32.10750938341941,2.5025680190933215e-06,1.2840684760214827,0.00021129088245715094,819456.0,0.0,4,0,1681404155266.5583,19674795403936.37,4.490599497618163,28.978350376878424,374.42754718125803,678.9480818630284,638.0899203268408,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3766662.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A4b,33.46894987449659,21356199558840.555,22410955878.0,3766662.0,recompute,master-diff,pim,gpu,13414035310466.027,7940299637910.051,1864591529.0484421,19264.31943357793,49.100700000076564,32.10750938341941,2.5025680190933215e-06,1.2840684760214827,0.00021129088245715094,819456.0,0.0,4,0,1681404155266.5583,19674795403936.37,4.490599497618163,28.978350376878424,374.42754718125803,678.9480818630284,638.0899203268408,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3766662.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A5,33.36911331550981,21421645256260.34,6591876198.0,3794022.0,recompute,master-diff,pim,pim,13407445456963.744,8013651335010.069,548444099.6704388,20509.67382716924,49.61100000007778,32.03839116891004,2.5025680190933215e-06,1.3060412231070053,0.00022494991825653863,812544.0,6912.0,1,3,1746849852682.0005,19674795403936.37,4.3907629386385345,28.978350376871273,397.84654218286147,678.948081863196,641.9602778688057,4,4,1536.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,3794022.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A6,33.36911331550981,21421645256260.34,6591876198.0,3794022.0,recompute,master-diff,pim,dynamic,13407445456963.744,8013651335010.069,548444099.6704388,20509.67382716924,49.61100000007778,32.03839116891004,2.5025680190933215e-06,1.3060412231070053,0.00022494991825653863,812544.0,6912.0,1,3,1746849852682.0005,19674795403936.37,4.3907629386385345,28.978350376871273,397.84654218286147,678.948081863196,641.9602778688057,4,4,1536.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,3794022.0
GPT-175B,private,8,wl_private.json,32,A1,148.51094928767228,399783755353510.94,404100218880.0,20886528.0,no-reuse-physical,private,pim,gpu,67498540691168.48,332251593386950.06,33621138211.971924,150036.12610665223,,104.31984404991634,30.9139745553643,11.92848428474385,0.0016455948830218677,31899648.0,0.0,32,0,313470643032070.3,86313112265746.14,108.00665489026917,40.5042943974031,2902.3271144777614,2130.9620016804943,2691.9480164328634,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,20886528.0
GPT-175B,private,8,wl_private.json,32,A2,527.9880311568742,86258060750199.6,51616413646848.0,60320.0,recompute,none,gpu,gpu,81963575134770.28,,4294485615417.9736,,,355.93331900068995,,0.0,0.0,25725696.0,0.0,32,0,59876261558971.45,26381799191205.65,527.9880311568742,0.0,113.4045812132836,,163.3712426419963,32,2,4096.0,,,,,,dag,supervisor,,
GPT-175B,private,8,wl_private.json,32,A3,205.40176921906706,142677682984728.88,287057928224.0,10144160.0,recompute,naive,pim,gpu,68271253328501.73,74382546382021.55,23883219629.386593,41459.008561794566,9001.213499995634,190.74624467761328,2.0020544152973957e-05,13.24812936063231,0.00045472203342510097,25725696.0,0.0,32,0,55549343804332.59,87128339176586.67,163.17280504321906,42.228964175848006,340.43260940215754,2063.236474704202,694.6273322142561,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10144160.0
GPT-175B,private,8,wl_private.json,32,A3a,205.03659839722496,142643568629539.53,287057928224.0,10144160.0,recompute,naive-mask,pim,gpu,68271253328501.73,74348432034204.12,23883219629.386593,41459.008561794566,1611.2103000172588,190.74624467761328,2.0020544152973957e-05,13.252458695251725,0.00045472203342510097,25725696.0,0.0,32,0,55549343804332.59,87094224821361.58,163.17280504321906,41.86379335400591,340.43260940215754,2080.4188498849358,695.6980838766692,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10144160.0
GPT-175B,private,8,wl_private.json,32,A3b,204.2450392644783,142797891507636.44,287057928224.0,22260128.0,recompute,naive,pim,gpu,68271253328501.73,74502754766912.27,23883219629.386593,193709.09803393675,9001.213499995634,190.74624467761328,2.0020544152973957e-05,12.089729516584093,0.002124599646754855,25725696.0,0.0,32,0,55549343804332.59,87248547714227.34,163.17280504321982,41.07223422125847,340.43260940215595,2124.270796767822,699.1498644073625,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,22260128.0
GPT-175B,private,8,wl_private.json,32,A4,203.78473338764042,142762130461887.0,287057928224.0,21827840.0,recompute,master-diff,pim,gpu,68271253328501.73,74466993728161.64,23883219629.386593,191623.4803672834,504.2918999991491,190.74624467761328,2.0020544152973957e-05,12.054292584086005,0.0021017246109511444,25725696.0,0.0,32,0,55549343804332.59,87212786664914.5,163.13200081082837,40.65273257681204,340.5177618629768,2145.3117942349563,700.5536091377567,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,21827840.0
GPT-175B,private,8,wl_private.json,32,A4b,203.78473338764042,142762130461887.0,287057928224.0,21827840.0,recompute,master-diff,pim,gpu,68271253328501.73,74466993728161.64,23883219629.386593,191623.4803672834,504.2918999991491,190.74624467761328,2.0020544152973957e-05,12.054292584086005,0.0021017246109511444,25725696.0,0.0,32,0,55549343804332.59,87212786664914.5,163.13200081082837,40.65273257681204,340.5177618629768,2145.3117942349563,700.5536091377567,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,21827840.0
GPT-175B,private,8,wl_private.json,32,A5,194.26206476988858,430986632940287.7,323242450976.0,123105248.0,recompute,master-diff,pim,pim,57170109760096.68,373789625132754.5,26893771922.353863,4554914.365577634,2976.6014999777994,92.0467630308328,2.0020544152973957e-05,100.93901856989869,0.04995825984764446,812544.0,24913152.0,1,31,350631500582096.2,80355132642483.78,154.48155625226528,39.7805085176233,2269.7305043297333,2019.9624297634448,2218.5836099848375,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,123105248.0
GPT-175B,private,8,wl_private.json,32,A6,194.26206476988858,430986632940287.7,323242450976.0,123105248.0,recompute,master-diff,pim,dynamic,57170109760096.68,373789625132754.5,26893771922.353863,4554914.365577634,2976.6014999777994,92.0467630308328,2.0020544152973957e-05,100.93901856989869,0.04995825984764446,812544.0,24913152.0,1,31,350631500582096.2,80355132642483.78,154.48155625226528,39.7805085176233,2269.7305043297333,2019.9624297634448,2218.5836099848375,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,123105248.0
GPT-175B,reduce,8,wl_reduce.json,17,A1,72.05919102153536,159641649847804.9,180704378880.0,11354016.0,no-reuse-physical,private,pim,gpu,33648306026094.977,125978309124508.38,15034604323.028894,79706.6919936585,,54.948468254104505,11.259072503343514,5.248428100554291,0.000874222281622971,14181888.0,0.0,17,0,117802446237193.52,41839203619975.43,45.59982495529454,26.45936606624082,2583.396895770663,1581.2625107960375,2215.4238423256097,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11354016.0
GPT-175B,reduce,8,wl_reduce.json,17,A2,177.85121016007415,20017520543694.94,22764535676928.0,32224.0,recompute,none,gpu,gpu,18123511175373.77,,1894009368320.235,,,101.96942457031226,,0.0,0.0,1231104.0,0.0,17,0,4697189707123.268,15320330836570.281,177.85121016007415,0.0,26.410782939826973,,112.552062624023,17,2,256.0,,,,,,dag,supervisor,,
GPT-175B,reduce,8,wl_reduce.json,17,A3,34.59163902275034,44598293210502.6,95007671810.0,5681282.0,recompute,naive,pim,gpu,12053823403677.441,32536565145426.445,7904638294.406563,22023.529539042425,903.1584000016226,28.982571806726376,1.0635914081172498e-05,5.246964864820834,0.0002415538741029244,1231104.0,0.0,17,0,2755201449629.0015,41843091760672.47,8.10849949556145,26.483139527188893,339.7917766582072,1579.989854213255,1289.279562069061,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,5681282.0
GPT-175B,reduce,8,wl_reduce.json,17,A3a,34.57793449638304,44654581884068.6,95007671810.0,5681282.0,recompute,naive-mask,pim,gpu,12053823403677.441,32592853819764.07,7904638294.406563,22023.529539042425,279.00480000135815,28.982571806726376,1.0635914081172498e-05,5.264468018449387,0.0002415538741029244,1231104.0,0.0,17,0,2755201449629.0015,41899380434385.945,8.10849949556145,26.469435000821587,339.7917766582072,1582.9344462050447,1291.4184301187688,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,5681282.0
GPT-175B,reduce,8,wl_reduce.json,17,A3b,34.602824376978774,44651180342977.17,95007671810.0,6834818.0,recompute,naive,pim,gpu,12053823403677.441,32589452211769.21,7904638294.406563,89007.703108138,903.1584000016226,28.982571806726376,1.0635914081172498e-05,5.257415537946084,0.000976235687941688,1231104.0,0.0,17,0,2755201449629.0015,41895978894220.35,8.10849949556145,26.494324881417324,339.7917766582072,1581.3189836592323,1290.3912078542226,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6834818.0
