model,config,k,rung,tier,start_s,end_s,duration_s,requests,prefill_end_s,first_token_s,prefill_s,decode_s
GPT-175B,D-hi,8,A4,2,52.62833320459914,81.22761863908045,28.59928543448131,16,59.74308882791991,59.82697531515598,7.114755623320775,21.484529811160535
GPT-175B,D-hi,8,A4,3,81.22761863908045,110.06009932055804,28.83248068147759,16,88.43681497705165,88.52124873839799,7.209196337971207,21.623284343506384
GPT-175B,D-hi,8,A4b,0,0.0,24.26227377789687,24.26227377789687,16,5.249097161703334,5.323329452232681,5.249097161703334,19.013176616193533
GPT-175B,D-hi,8,A4b,1,24.26227377789687,52.62833320459914,28.366059426702268,16,31.28258868657625,31.3659353595277,7.0203149086793815,21.345744518022887
GPT-175B,D-hi,8,A4b,2,52.62833320459914,81.22761863908045,28.59928543448131,16,59.74308882791991,59.82697531515598,7.114755623320775,21.484529811160535
GPT-175B,D-hi,8,A4b,3,81.22761863908045,110.06009932055804,28.83248068147759,16,88.43681497705165,88.52124873839799,7.209196337971207,21.623284343506384
GPT-175B,D-hi,8,A5,0,0.0,20.349672804898805,20.349672804898805,16,4.771303664983446,4.832118738809362,4.771303664983446,15.57836913991536
GPT-175B,D-hi,8,A5,1,20.349672804898805,43.94484819840203,23.595175393503222,16,26.61097151381967,26.678646828052884,6.261298708920865,17.333876684582357
GPT-175B,D-hi,8,A5,2,43.94484819840203,67.74176193958802,23.79691374118599,16,50.26909993503437,50.337315063548786,6.324251736632341,17.472662004553648
GPT-175B,D-hi,8,A5,3,67.74176193958802,91.73938939436856,23.99762745478054,16,74.12797288185764,74.19673528448915,6.386210942269628,17.611416512510914
GPT-175B,D-hi,8,A6,0,0.0,20.349672804898805,20.349672804898805,16,4.771303664983446,4.832118738809362,4.771303664983446,15.57836913991536
GPT-175B,D-hi,8,A6,1,20.349672804898805,43.94484819840203,23.595175393503222,16,26.61097151381967,26.678646828052884,6.261298708920865,17.333876684582357
GPT-175B,D-hi,8,A6,2,43.94484819840203,67.74176193958802,23.79691374118599,16,50.26909993503437,50.337315063548786,6.324251736632341,17.472662004553648
GPT-175B,D-hi,8,A6,3,67.74176193958802,91.73938939436856,23.99762745478054,16,74.12797288185764,74.19673528448915,6.386210942269628,17.611416512510914
GPT-175B,D-lo,8,A1,0,0.0,60.54222634299159,60.54222634299159,16,41.45123028785175,41.52577127039259,41.45123028785175,19.09099605513984
GPT-175B,D-lo,8,A2,0,0.0,155.55895948814853,155.55895948814853,16,155.55895948814853,6.066189071422789,155.55895948814853,0.0
GPT-175B,D-lo,8,A3,0,0.0,24.292095581006524,24.292095581006524,16,5.265571845031892,5.339854301508313,5.265571845031892,19.02652373597463
GPT-175B,D-lo,8,A3a,0,0.0,24.292095581006524,24.292095581006524,16,5.265571845031892,5.339854301508313,5.265571845031892,19.02652373597463
GPT-175B,D-lo,8,A3b,0,0.0,24.346024018634882,24.346024018634882,16,5.265571845031892,5.340065018208594,5.265571845031892,19.08045217360299
GPT-175B,D-lo,8,A4,0,0.0,24.260698202829026,24.260698202829026,16,5.249097161703334,5.323328502232643,5.249097161703334,19.011601041125694
GPT-175B,D-lo,8,A4b,0,0.0,24.260698202829026,24.260698202829026,16,5.249097161703334,5.323328502232643,5.249097161703334,19.011601041125694
GPT-175B,D-lo,8,A5,0,0.0,20.348083939853154,20.348083939853154,16,4.771290374984135,4.832104498810013,4.771290374984135,15.57679356486902
GPT-175B,D-lo,8,A6,0,0.0,20.348083939853154,20.348083939853154,16,4.771290374984135,4.832104498810013,4.771290374984135,15.57679356486902
GPT-175B,N-hi,8,A2,0,0.0,608.8761819005312,608.8761819005312,64,608.8761819005312,10.90514741950688,608.8761819005312,0.0
GPT-175B,N-hi,8,A2,1,608.8761819005312,2304.8106477074693,1695.934465806938,64,2304.8106477074693,0.0,1695.934465806938,0.0
GPT-175B,N-lo,8,A1,0,0.0,18.645300039951803,18.645300039951803,4,10.361380514056247,10.393731269507168,10.361380514056247,8.283919525895556
GPT-175B,N-lo,8,A1,1,18.645300039951803,38.7546145152925,20.1093144753407,4,30.32555109889037,30.358468822655336,11.680251058938566,8.429063416402133
GPT-175B,N-lo,8,A2,0,0.0,45.74070422856742,45.74070422856742,4,45.74070422856742,4.870172389125105,45.74070422856742,0.0
GPT-175B,N-lo,8,A2,1,45.74070422856742,92.17764786256816,46.43694363400075,4,92.17764786256816,0.0,46.43694363400075,0.0
GPT-175B,N-lo,8,A3,0,0.0,12.756206907550451,12.756206907550451,4,4.4761631281069105,4.508497073654793,4.4761631281069105,8.280043779443542
GPT-175B,N-lo,8,A3,1,12.756206907550451,23.057511980080545,10.301305072530093,4,14.12566546007748,14.160438659066132,1.3694585525270284,8.931846520003065
GPT-175B,N-lo,8,A3a,0,0.0,12.756206907550451,12.756206907550451,4,4.4761631281069105,4.508497073654793,4.4761631281069105,8.280043779443542
GPT-175B,N-lo,8,A3a,1,12.756206907550451,22.633989840083995,9.877782932533544,4,14.12566546007748,14.15889279698638,1.3694585525270284,8.508324380006515
GPT-175B,N-lo,8,A3b,0,0.0,12.705914530422998,12.705914530422998,4,4.4761631281069105,4.508300633742222,4.4761631281069105,8.229751402316086
GPT-175B,N-lo,8,A3b,1,12.705914530422998,22.959283762097712,10.253369231674714,4,14.075373082950026,14.109962646556706,1.3694585525270284,8.883910679147686
GPT-175B,N-lo,8,A4,0,0.0,12.69630138695285,12.69630138695285,4,4.4720444572746505,4.504161456375915,4.4720444572746505,8.2242569296782
GPT-175B,N-lo,8,A4,1,12.69630138695285,22.50146250093863,9.805161113985779,4,14.061274364365122,14.094235800988786,1.3649729774122719,8.440188136573507
GPT-175B,N-lo,8,A4b,0,0.0,12.69630138695285,12.69630138695285,4,4.4720444572746505,4.504161456375915,4.4720444572746505,8.2242569296782
GPT-175B,N-lo,8,A4b,1,12.69630138695285,22.50146250093863,9.805161113985779,4,14.061274364365122,14.094235800988786,1.3649729774122719,8.440188136573507
GPT-175B,N-lo,8,A5,0,0.0,11.913009317486017,11.913009317486017,4,4.376484959930712,4.405915503671729,4.376484959930712,7.5365243575553045
GPT-175B,N-lo,8,A5,1,11.913009317486017,20.95809176011461,9.045082442628592,4,13.185036347142946,13.215391796567221,1.272027029656929,7.773055412971663
GPT-175B,N-lo,8,A6,0,0.0,11.913009317486017,11.913009317486017,4,4.376484959930712,4.405915503671729,4.376484959930712,7.5365243575553045
GPT-175B,N-lo,8,A6,1,11.913009317486017,20.95809176011461,9.045082442628592,4,13.185036347142946,13.215391796567221,1.272027029656929,7.773055412971663
GPT-175B,baseline,8,A1,0,0.0,60.541996907227514,60.541996907227514,16,41.451000852087674,41.52554183462851,41.451000852087674,19.09099605513984
GPT-175B,baseline,8,A1,1,60.541996907227514,148.51094928767228,87.96895238044476,16,127.09765094540901,127.18126342094595,66.5556540381815,21.41329834226326
GPT-175B,baseline,8,A2,0,0.0,155.55895948814853,155.55895948814853,16,155.55895948814853,6.066189071422789,155.55895948814853,0.0
GPT-175B,baseline,8,A2,1,155.55895948814853,377.3705625694912,221.81160308134267,16,377.3705625694912,0.0,221.81160308134267,0.0
GPT-175B,baseline,8,A3,0,0.0,24.292098141008097,24.292098141008097,16,5.265571845031892,5.339854311508309,5.265571845031892,19.026526295976204
GPT-175B,baseline,8,A3,1,24.292098141008097,56.289040554880884,31.996942413872787,16,31.336244309796456,31.433566606791995,7.044146168788359,24.95279624508443
GPT-175B,baseline,8,A3a,0,0.0,24.292098141008097,24.292098141008097,16,5.265571845031892,5.339854311508309,5.265571845031892,19.026526295976204
GPT-175B,baseline,8,A3a,1,24.292098141008097,53.116202163727415,28.824104022719318,16,31.336244309796456,31.42128897962285,7.044146168788359,21.77995785393096
GPT-175B,baseline,8,A3b,0,0.0,24.346026578636458,24.346026578636458,16,5.265571845031892,5.340065028208589,5.265571845031892,19.080454733604565
GPT-175B,baseline,8,A3b,1,24.346026578636458,56.20751196773291,31.861485389096455,16,31.390172747424817,31.486970275639564,7.044146168788359,24.817339220308096
GPT-175B,baseline,8,A4,0,0.0,24.262283997897455,24.262283997897455,16,5.249097161703334,5.323329472232679,5.249097161703334,19.013186836194123
GPT-175B,baseline,8,A4,1,24.262283997897455,52.62635208524005,28.364068087342595,16,31.282598906576837,31.365940689527882,7.0203149086793815,21.343753178663214
GPT-175B,baseline,8,A4b,0,0.0,24.262283997897455,24.262283997897455,16,5.249097161703334,5.323329472232679,5.249097161703334,19.013186836194123
GPT-175B,baseline,8,A4b,1,24.262283997897455,52.62635208524005,28.364068087342595,16,31.282598906576837,31.365940689527882,7.0203149086793815,21.343753178663214
GPT-175B,baseline,8,A5,0,0.0,20.3496833248993,20.3496833248993,16,4.771303964983467,4.832119058809381,4.771303964983467,15.578379359915832
GPT-175B,baseline,8,A5,1,20.3496833248993,43.94214487888611,23.592461553986812,16,26.610259533894762,26.67792995812757,6.260576208995463,17.33188534499135
GPT-175B,baseline,8,A6,0,0.0,20.3496833248993,20.3496833248993,16,4.771303964983467,4.832119058809381,4.771303964983467,15.578379359915832
GPT-175B,baseline,8,A6,1,20.3496833248993,43.94214487888611,23.592461553986812,16,26.610259533894762,26.67792995812757,6.260576208995463,17.33188534499135
GPT-175B,broadcast,8,A1,0,0.0,9.813935745187253,9.813935745187253,1,2.59070962221004,2.6189232729529954,2.59070962221004,7.223226122977213
GPT-175B,broadcast,8,A1,1,9.813935745187253,70.98846480329257,61.17452905810532,16,51.752324875370284,51.827432826223465,41.93838913018303,19.236139927922288
GPT-175B,broadcast,8,A2,0,0.0,19.927156054409576,19.927156054409576,1,19.927156054409576,4.577582368057307,19.927156054409576,0.0
GPT-175B,broadcast,8,A2,1,19.927156054409576,175.15883621854374,155.23168016413416,16,175.15883621854374,0.0,155.23168016413416,0.0
GPT-175B,broadcast,8,A3,0,0.0,11.537116294427873,11.537116294427873,1,4.278810948875665,4.30716160554884,4.278810948875665,7.258305345552208
GPT-175B,broadcast,8,A3,1,11.537116294427873,32.09543725578406,20.558320961356188,16,12.670522406833241,12.746251588380847,1.1334061124053676,19.42491484895082
GPT-175B,broadcast,8,A3a,0,0.0,11.537116294427873,11.537116294427873,1,4.278810948875665,4.30716160554884,4.278810948875665,7.258305345552208
GPT-175B,broadcast,8,A3a,1,11.537116294427873,31.987293568614522,20.45017727418665,16,12.670522406833241,12.745937673379773,1.1334061124053676,19.316771161781283
GPT-175B,broadcast,8,A3b,0,0.0,11.504024906900172,11.504024906900172,1,4.278810948875665,4.307032359618189,4.278810948875665,7.225213958024507
GPT-175B,broadcast,8,A3b,1,11.504024906900172,32.11042021609233,20.60639530919216,16,12.63743101930554,12.713352376029185,1.1334061124053676,19.47298919678679
GPT-175B,broadcast,8,A4,0,0.0,11.50182653421507,11.50182653421507,1,4.27778128116748,4.305998131636594,4.27778128116748,7.22404525304759
GPT-175B,broadcast,8,A4,1,11.50182653421507,31.913039274961207,20.411212740746137,16,12.618275245710805,12.69361316978968,1.1164487114957353,19.294764029250402
GPT-175B,broadcast,8,A4b,0,0.0,11.50182653421507,11.50182653421507,1,4.27778128116748,4.305998131636594,4.27778128116748,7.22404525304759
GPT-175B,broadcast,8,A4b,1,11.50182653421507,31.913039274961207,20.411212740746137,16,12.618275245710805,12.69361316978968,1.1164487114957353,19.294764029250402
GPT-175B,broadcast,8,A5,0,0.0,11.50182653421507,11.50182653421507,1,4.27778128116748,4.305998131636594,4.27778128116748,7.22404525304759
GPT-175B,broadcast,8,A5,1,11.50182653421507,27.96176047512683,16.45993394091176,16,12.101803921633671,12.16372462900758,0.5999773874186012,15.85995655349316
GPT-175B,broadcast,8,A6,0,0.0,11.50182653421507,11.50182653421507,1,4.27778128116748,4.305998131636594,4.27778128116748,7.22404525304759
GPT-175B,broadcast,8,A6,1,11.50182653421507,27.96176047512683,16.45993394091176,16,12.101803921633671,12.16372462900758,0.5999773874186012,15.85995655349316
GPT-175B,k-hi,32,A1,0,0.0,60.541996907227514,60.541996907227514,16,41.451000852087674,41.52554183462851,41.451000852087674,19.09099605513984
GPT-175B,k-hi,32,A1,1,60.541996907227514,148.51094928767228,87.96895238044476,16,127.09765094540901,127.18126342094595,66.5556540381815,21.41329834226326
GPT-175B,k-hi,32,A2,0,0.0,155.55895948814853,155.55895948814853,16,155.55895948814853,6.066189071422789,155.55895948814853,0.0
GPT-175B,k-hi,32,A2,1,155.55895948814853,387.66068453947645,232.10172505132792,16,387.66068453947645,0.0,232.10172505132792,0.0
GPT-175B,k-hi,32,A3,0,0.0,24.292077661006793,24.292077661006793,16,5.265571845031892,5.339854231508313,5.265571845031892,19.0265058159749
GPT-175B,k-hi,32,A3,1,24.292077661006793,68.83664613831877,44.54456847731198,16,41.64128014347029,41.74719185929491,17.349202482463497,27.19536599484848
GPT-175B,k-hi,32,A3a,0,0.0,24.292077661006793,24.292077661006793,16,5.265571845031892,5.339854231508313,5.265571845031892,19.0265058159749
GPT-175B,k-hi,32,A3a,1,24.292077661006793,63.92020854419156,39.62813088318477,16,41.64128014347029,41.72827394191122,17.349202482463497,22.27892840072127
GPT-175B,k-hi,32,A3b,0,0.0,24.346006098635154,24.346006098635154,16,5.265571845031892,5.340064948208593,5.265571845031892,19.08043425360326
GPT-175B,k-hi,32,A3b,1,24.346006098635154,68.41584563167157,44.069839533036415,16,41.69520858109878,41.79927214359408,17.349202482463628,26.72063705057279
GPT-175B,k-hi,32,A4,0,0.0,24.262283997897455,24.262283997897455,16,5.249097161703334,5.323329472232679,5.249097161703334,19.013186836194123
GPT-175B,k-hi,32,A4,1,24.262283997897455,63.432246265960366,39.16996226806291,16,41.58950336672102,41.674794328284435,17.327219368823563,21.842742899239347
GPT-175B,k-hi,32,A4b,0,0.0,24.262283997897455,24.262283997897455,16,5.249097161703334,5.323329472232679,5.249097161703334,19.013186836194123
GPT-175B,k-hi,32,A4b,1,24.262283997897455,63.432246265960366,39.16996226806291,16,41.58950336672102,41.674794328284435,17.327219368823563,21.842742899239347
GPT-175B,k-hi,32,A5,0,0.0,20.3496833248993,20.3496833248993,16,4.771303964983467,4.832119058809381,4.771303964983467,15.578379359915832
GPT-175B,k-hi,32,A5,1,20.3496833248993,54.730645794668256,34.38096246976896,16,36.89977072817061,36.96939033101238,16.55008740327131,17.830875066497647
GPT-175B,k-hi,32,A6,0,0.0,20.3496833248993,20.3496833248993,16,4.771303964983467,4.832119058809381,4.771303964983467,15.578379359915832
GPT-175B,k-hi,32,A6,1,20.3496833248993,54.730645794668256,34.38096246976896,16,36.89977072817061,36.96939033101238,16.55008740327131,17.830875066497647
GPT-175B,k-lo,2,A1,0,0.0,60.541996907227514,60.541996907227514,16,41.451000852087674,41.52554183462851,41.451000852087674,19.09099605513984
GPT-175B,k-lo,2,A1,1,60.541996907227514,148.51094928767228,87.96895238044476,16,127.09765094540901,127.18126342094595,66.5556540381815,21.41329834226326
GPT-175B,k-lo,2,A2,0,0.0,155.55895948814853,155.55895948814853,16,155.55895948814853,6.066189071422789,155.55895948814853,0.0
GPT-175B,k-lo,2,A2,1,155.55895948814853,374.97706230611414,219.4181028179656,16,374.97706230611414,0.0,219.4181028179656,0.0
GPT-175B,k-lo,2,A3,0,0.0,24.292085341007297,24.292085341007297,16,5.265571845031892,5.339854261508312,5.265571845031892,19.026513495975404
GPT-175B,k-lo,2,A3,1,24.292085341007297,51.67631898540858,27.38423364440128,16,28.93899766046764,29.027584756270404,4.646912319460341,22.73732132494094
GPT-175B,k-lo,2,A3a,0,0.0,24.292085341007297,24.292085341007297,16,5.265571845031892,5.339854261508312,5.265571845031892,19.026513495975404
GPT-175B,k-lo,2,A3a,1,24.292085341007297,50.449120538373236,26.15703519736594,16,28.93899766046764,29.022957988382082,4.646912319460341,21.510122877905598
GPT-175B,k-lo,2,A3b,0,0.0,24.346013778635662,24.346013778635662,16,5.265571845031892,5.340064978208592,5.265571845031892,19.08044193360377
GPT-175B,k-lo,2,A3b,1,24.346013778635662,51.4315602504044,27.08554647176874,16,28.992926098096003,29.08035402059043,4.646912319460341,22.4386341523084
GPT-175B,k-lo,2,A4,0,0.0,24.262283997897455,24.262283997897455,16,5.249097161703334,5.323329472232679,5.249097161703334,19.013186836194123
GPT-175B,k-lo,2,A4,1,24.262283997897455,50.08773159230121,25.825447594403755,16,28.88490302065999,28.96769431687142,4.622619022762535,21.20282857164122
GPT-175B,k-lo,2,A4b,0,0.0,24.262283997897455,24.262283997897455,16,5.249097161703334,5.323329472232679,5.249097161703334,19.013186836194123
GPT-175B,k-lo,2,A4b,1,24.262283997897455,50.08773159230121,25.825447594403755,16,28.88490302065999,28.96769431687142,4.622619022762535,21.20282857164122
GPT-175B,k-lo,2,A5,0,0.0,20.3496833248993,20.3496833248993,16,4.771303964983467,4.832119058809381,4.771303964983467,15.578379359915832
GPT-175B,k-lo,2,A5,1,20.3496833248993,41.31001770181718,20.96033437691788,16,24.119056963432538,24.18617690092573,3.7693736385332386,17.190960738384643
GPT-175B,k-lo,2,A6,0,0.0,20.3496833248993,20.3496833248993,16,4.771303964983467,4.832119058809381,4.771303964983467,15.578379359915832
GPT-175B,k-lo,2,A6,1,20.3496833248993,41.31001770181718,20.96033437691788,16,24.119056963432538,24.18617690092573,3.7693736385332386,17.190960738384643
GPT-175B,pipeline,8,A1,0,0.0,9.81417168976726,9.81417168976726,1,2.590945566790039,2.6191592175329945,2.590945566790039,7.223226122977222
GPT-175B,pipeline,8,A1,1,9.81417168976726,19.667614151641214,9.853442461873954,1,12.435316535593213,12.463565621856926,2.6211448458259525,7.232297616048001
GPT-175B,pipeline,8,A1,2,19.667614151641214,29.54426850918888,9.876654357547665,1,22.302899400227016,22.331183922008886,2.6352852485858023,7.241369108961862
GPT-175B,pipeline,8,A1,3,29.54426850918888,39.44481493497807,9.90054642578919,1,32.194374331806614,32.22269428911278,2.6501058226177356,7.250440603171455
GPT-175B,pipeline,8,A2,0,0.0,19.927156054409576,19.927156054409576,1,19.927156054409576,4.577582368057307,19.927156054409576,0.0
GPT-175B,pipeline,8,A2,1,19.927156054409576,35.65896463478708,15.731808580377507,1,35.65896463478708,0.0,15.731808580377507,0.0
GPT-175B,pipeline,8,A2,2,35.65896463478708,51.64479097639648,15.985826341609396,1,51.64479097639648,0.0,15.985826341609396,0.0
GPT-175B,pipeline,8,A2,3,51.64479097639648,67.88463507923758,16.239844102841104,1,67.88463507923758,0.0,16.239844102841104,0.0
GPT-175B,pipeline,8,A3,0,0.0,11.537106059427936,11.537106059427936,1,4.278810948875665,4.30716157054884,4.278810948875665,7.258295110552271
GPT-175B,pipeline,8,A3,1,11.537106059427936,18.884999898135113,7.3478938387071775,1,11.607943941453271,11.63636896426936,0.07083788202533547,7.277055956681842
GPT-175B,pipeline,8,A3,2,18.884999898135113,26.243232049863376,7.358232151728263,1,18.957030284244023,18.985491032876478,0.07203038610891,7.286201765619353
GPT-175B,pipeline,8,A3,3,26.243232049863376,33.61168091463917,7.368448864775797,1,26.316454940056374,26.344950939504642,0.07322289019299788,7.295225974582799
GPT-175B,pipeline,8,A3a,0,0.0,11.537106059427936,11.537106059427936,1,4.278810948875665,4.30716157054884,4.278810948875665,7.258295110552271
GPT-175B,pipeline,8,A3a,1,11.537106059427936,18.884302704667537,7.347196645239601,1,11.607943941453271,11.636365124269384,0.07083788202533547,7.276358763214265
GPT-175B,pipeline,8,A3a,2,18.884302704667537,26.241837662928596,7.357534958261059,1,18.956333090776447,18.984789999408925,0.07203038610891,7.285504572152149
GPT-175B,pipeline,8,A3a,3,26.241837662928596,33.60971221424721,7.367874551318614,1,26.315060553121594,26.343553192569924,0.07322289019299788,7.2946516611256165
GPT-175B,pipeline,8,A3b,0,0.0,11.504014671900233,11.504014671900233,1,4.278810948875665,4.307032324618189,4.278810948875665,7.225203723024568
GPT-175B,pipeline,8,A3b,1,11.504014671900233,18.8187438895893,7.314729217689067,1,11.574852553925568,11.603148035516295,0.07083788202533547,7.243891335663731
GPT-175B,pipeline,8,A3b,2,18.8187438895893,26.14373582421415,7.324991934624851,1,18.89077427569821,18.919105187807094,0.07203038610891,7.252961548515941
GPT-175B,pipeline,8,A3b,3,26.14373582421415,33.478868876310976,7.335133052096825,1,26.21695871440715,26.245324582036197,0.07322289019299788,7.2619101619038275
GPT-175B,pipeline,8,A4,0,0.0,11.501829094214843,11.501829094214843,1,4.27778128116748,4.305998141636595,4.27778128116748,7.224047813047363
GPT-175B,pipeline,8,A4,1,11.501829094214843,18.81376460859921,7.311935514384368,1,11.571607138683326,11.599894740000703,0.06977804446848346,7.242157469915885
GPT-175B,pipeline,8,A4,2,18.81376460859921,26.136300336899907,7.322535728300696,1,18.88470401408243,18.913028485918424,0.07093940548321953,7.251596322817477
GPT-175B,pipeline,8,A4,3,26.136300336899907,33.46894987449659,7.33264953759668,1,26.208401103398888,26.236760540755046,0.07210076649898056,7.2605487710976995
GPT-175B,pipeline,8,A4b,0,0.0,11.501829094214843,11.501829094214843,1,4.27778128116748,4.305998141636595,4.27778128116748,7.224047813047363
GPT-175B,pipeline,8,A4b,1,11.501829094214843,18.81376460859921,7.311935514384368,1,11.571607138683326,11.599894740000703,0.06977804446848346,7.242157469915885
GPT-175B,pipeline,8,A4b,2,18.81376460859921,26.136300336899907,7.322535728300696,1,18.88470401408243,18.913028485918424,0.07093940548321953,7.251596322817477
GPT-175B,pipeline,8,A4b,3,26.136300336899907,33.46894987449659,7.33264953759668,1,26.208401103398888,26.236760540755046,0.07210076649898056,7.2605487710976995
GPT-175B,pipeline,8,A5,0,0.0,11.501829094214843,11.501829094214843,1,4.27778128116748,4.305998141636595,4.27778128116748,7.224047813047363
GPT-175B,pipeline,8,A5,1,11.501829094214843,18.781485256783466,7.279656162568623,1,11.539327786866014,11.567615388183391,0.03749869265117134,7.242157469917451
GPT-175B,pipeline,8,A5,2,18.781485256783466,26.070744037090996,7.289258780307531,1,18.81914771427352,18.847472186109513,0.037662457490053924,7.251596322817477
GPT-175B,pipeline,8,A5,3,26.070744037090996,33.36911331550981,7.298369278418811,1,26.108564544420826,26.136923981776985,0.03782050732982967,7.260548771088981
GPT-175B,pipeline,8,A6,0,0.0,11.501829094214843,11.501829094214843,1,4.27778128116748,4.305998141636595,4.27778128116748,7.224047813047363
GPT-175B,pipeline,8,A6,1,11.501829094214843,18.781485256783466,7.279656162568623,1,11.539327786866014,11.567615388183391,0.03749869265117134,7.242157469917451
GPT-175B,pipeline,8,A6,2,18.781485256783466,26.070744037090996,7.289258780307531,1,18.81914771427352,18.847472186109513,0.037662457490053924,7.251596322817477
GPT-175B,pipeline,8,A6,3,26.070744037090996,33.36911331550981,7.298369278418811,1,26.108564544420826,26.136923981776985,0.03782050732982967,7.260548771088981
GPT-175B,private,8,A1,0,0.0,60.541996907227514,60.541996907227514,16,41.451000852087674,41.52554183462851,41.451000852087674,19.09099605513984
GPT-175B,private,8,A1,1,60.541996907227514,148.51094928767228,87.96895238044476,16,127.09765094540901,127.18126342094595,66.5556540381815,21.41329834226326
GPT-175B,private,8,A2,0,0.0,220.21921704188964,220.21921704188964,16,220.21921704188964,70.72644662517827,220.21921704188964,0.0
GPT-175B,private,8,A2,1,220.21921704188964,527.9880311568742,307.76881411498454,16,527.9880311568742,0.0,307.76881411498454,0.0
GPT-175B,private,8,A3,0,0.0,89.69399159282484,89.69399159282484,16,70.04662535395956,70.12333933586606,70.04662535395956,19.64736623886529
GPT-175B,private,8,A3,1,89.69399159282484,205.40176921906706,115.70777762624222,16,182.82017128208435,182.90793226041455,93.1261796892595,22.581597936982718
GPT-175B,private,8,A3a,0,0.0,89.69399159282484,89.69399159282484,16,70.04662535395956,70.12333933586606,70.04662535395956,19.64736623886529
GPT-175B,private,8,A3a,1,89.69399159282484,205.03659839722496,115.34260680440012,16,182.82017128208435,182.90692062317427,93.1261796892595,22.21642711514062
GPT-175B,private,8,A3b,0,0.0,89.16573889331058,89.16573889331058,16,70.04662535395956,70.12127612559826,70.04662535395956,19.11911353935102
GPT-175B,private,8,A3b,1,89.16573889331058,204.2450392644783,115.07930037116772,16,182.29191858257084,182.37740489941515,93.12617968926027,21.95312068190745
GPT-175B,private,8,A4,0,0.0,89.13080931075874,89.13080931075874,16,70.03015067065726,70.10472933292382,70.03015067065726,19.10065864010147
GPT-175B,private,8,A4,1,89.13080931075874,203.78473338764042,114.65392407688168,16,182.23265945092984,182.31681395917806,93.10185014017111,21.55207393671057
GPT-175B,private,8,A4b,0,0.0,89.13080931075874,89.13080931075874,16,70.03015067065726,70.10472933292382,70.03015067065726,19.10065864010147
GPT-175B,private,8,A4b,1,89.13080931075874,203.78473338764042,114.65392407688168,16,182.23265945092984,182.31681395917806,93.10185014017111,21.55207393671057
GPT-175B,private,8,A5,0,0.0,86.86698135563351,86.86698135563351,16,67.86323650050723,67.93743659330123,67.86323650050723,19.003744855126286
GPT-175B,private,8,A5,1,86.86698135563351,194.26206476988858,107.39508341425507,16,173.48530110739156,173.56642705988114,86.61831975175805,20.776763662497018
GPT-175B,private,8,A6,0,0.0,86.86698135563351,86.86698135563351,16,67.86323650050723,67.93743659330123,67.86323650050723,19.003744855126286
GPT-175B,private,8,A6,1,86.86698135563351,194.26206476988858,107.39508341425507,16,173.48530110739156,173.56642705988114,86.61831975175805,20.776763662497018
GPT-175B,reduce,8,A1,0,0.0,60.54233699286352,60.54233699286352,16,41.45134093772368,41.52588192026452,41.45134093772368,19.09099605513984
GPT-175B,reduce,8,A1,1,60.54233699286352,72.05919102153536,11.516854028671837,1,64.69082101043438,64.71960162949023,4.148484017570858,7.3683700111009784
GPT-175B,reduce,8,A2,0,0.0,155.55895948814853,155.55895948814853,16,155.55895948814853,6.066189071422789,155.55895948814853,0.0
GPT-175B,reduce,8,A2,1,155.55895948814853,177.85121016007415,22.292250671925615,1,177.85121016007415,0.0,22.292250671925615,0.0
GPT-175B,reduce,8,A3,0,0.0,24.292116061006404,24.292116061006404,16,5.265571845031892,5.339854381508313,5.265571845031892,19.02654421597451
GPT-175B,reduce,8,A3,1,24.292116061006404,34.59163902275034,10.29952296174394,1,27.13504371153596,27.164168697672146,2.842927650529557,7.456595311214382
GPT-175B,reduce,8,A3a,0,0.0,24.292116061006404,24.292116061006404,16,5.265571845031892,5.339854381508313,5.265571845031892,19.02654421597451
GPT-175B,reduce,8,A3a,1,24.292116061006404,34.57793449638304,10.285818435376633,1,27.13504371153596,27.164114858399945,2.842927650529557,7.4428907848470764
GPT-175B,reduce,8,A3b,0,0.0,24.346044498634758,24.346044498634758,16,5.265571845031892,5.340065098208593,5.265571845031892,19.080472653602865
GPT-175B,reduce,8,A3b,1,24.346044498634758,34.602824376978774,10.256779878344016,1,27.188972149164314,27.21793106236513,2.842927650529557,7.413852227814459
GPT-175B,reduce,8,A4,0,0.0,24.260940117820006,24.260940117820006,16,5.249097161703334,5.323329442232682,5.249097161703334,19.011842956116674
GPT-175B,reduce,8,A4,1,24.260940117820006,34.48942533740846,10.228485219588457,1,27.102371927832895,27.131225523933985,2.841431810012889,7.387053409575568
GPT-175B,reduce,8,A4b,0,0.0,24.260940117820006,24.260940117820006,16,5.249097161703334,5.323329442232682,5.249097161703334,19.011842956116674
GPT-175B,reduce,8,A4b,1,24.260940117820006,34.48942533740846,10.228485219588457,1,27.102371927832895,27.131225523933985,2.841431810012889,7.387053409575568
GPT-175B,reduce,8,A5,0,0.0,20.348338994836748,20.348338994836748,16,4.771303514983435,4.832118578809352,4.771303514983435,15.577035479853313
GPT-175B,reduce,8,A5,1,20.348338994836748,30.392460945498346,10.044121950661598,1,23.00540753582125,23.03426113192234,2.6570685409845005,7.3870534096770974
GPT-175B,reduce,8,A6,0,0.0,20.348338994836748,20.348338994836748,16,4.771303514983435,4.832118578809352,4.771303514983435,15.577035479853313
