model,config,k,rung,tier,start_s,end_s,duration_s,requests,prefill_end_s,first_token_s,prefill_s,decode_s
GPT-13B,D-hi,8,A5,2,15.053386087828706,24.61492019646777,9.561534108639066,16,18.953018568052318,18.97510629835163,3.8996324802236124,5.661901628415453
GPT-13B,D-hi,8,A5,3,24.61492019646777,34.38176565102123,9.766845454553462,16,28.60322741754035,28.62577295595593,3.988307221072578,5.778538233480884
GPT-13B,D-hi,8,A6,0,0.0,5.69757369080832,5.69757369080832,16,1.6200946333207102,1.6359930182148459,1.6200946333207102,4.07747905748761
GPT-13B,D-hi,8,A6,1,5.69757369080832,15.053386087828706,9.355812397020387,16,9.50812812960567,9.529761186779135,3.8105544387973493,5.545257958223036
GPT-13B,D-hi,8,A6,2,15.053386087828706,24.61492019646777,9.561534108639066,16,18.953018568052318,18.97510629835163,3.8996324802236124,5.661901628415453
GPT-13B,D-hi,8,A6,3,24.61492019646777,34.38176565102123,9.766845454553462,16,28.60322741754035,28.62577295595593,3.988307221072578,5.778538233480884
GPT-13B,D-lo,8,A1,0,0.0,23.392380071214436,23.392380071214436,16,16.230668021922472,16.25861577561486,16.230668021922472,7.161712049291964
GPT-13B,D-lo,8,A2,0,0.0,80.85760113292208,80.85760113292208,16,80.85760113292208,2.2686072601850413,80.85760113292208,0.0
GPT-13B,D-lo,8,A3,0,0.0,8.917605916483495,8.917605916483495,16,1.8722822523303029,1.8997729838437982,1.8722822523303029,7.045323664153193
GPT-13B,D-lo,8,A3a,0,0.0,8.917605916483495,8.917605916483495,16,1.8722822523303029,1.8997729838437982,1.8722822523303029,7.045323664153193
GPT-13B,D-lo,8,A3b,0,0.0,8.771343485684527,8.771343485684527,16,1.8722822523303029,1.8992016457243344,1.8722822523303029,6.8990612333542245
GPT-13B,D-lo,8,A4,0,0.0,8.846852789409345,8.846852789409345,16,1.8654178009413453,1.8926619351753458,1.8654178009413453,6.981434988468
GPT-13B,D-lo,8,A4b,0,0.0,8.80458324186206,8.80458324186206,16,1.8654178009413453,1.8924968197554313,1.8654178009413453,6.939165440920715
GPT-13B,D-lo,8,A5,0,0.0,5.696915210830747,5.696915210830747,16,1.620089333320563,1.635987338214697,1.620089333320563,4.076825877510184
GPT-13B,D-lo,8,A6,0,0.0,5.696915210830747,5.696915210830747,16,1.620089333320563,1.635987338214697,1.620089333320563,4.076825877510184
GPT-13B,N-hi,8,A2,0,0.0,318.77722764744607,318.77722764744607,64,318.77722764744607,4.42128492447923,318.77722764744607,0.0
GPT-13B,N-hi,8,A2,1,318.77722764744607,1236.2047411898563,917.4275135424102,64,1236.2047411898563,0.0,917.4275135424102,0.0
GPT-13B,N-lo,8,A1,0,0.0,6.57970343461076,6.57970343461076,4,4.057965394014243,4.067809012235333,4.057965394014243,2.5217380405965173
GPT-13B,N-lo,8,A1,1,6.57970343461076,13.948185698098118,7.368482263487358,4,11.305494416266956,11.315810508086603,4.725790981656196,2.642691281831162
GPT-13B,N-lo,8,A2,0,0.0,22.108954461055657,22.108954461055657,4,22.108954461055657,1.7332997896508155,22.108954461055657,0.0
GPT-13B,N-lo,8,A2,1,22.108954461055657,45.3148924343482,23.205937973292546,4,45.3148924343482,0.0,23.205937973292546,0.0
GPT-13B,N-lo,8,A3,0,0.0,4.058738591282624,4.058738591282624,4,1.5563015714409423,1.5660692000371557,1.5563015714409423,2.5024370198416817
GPT-13B,N-lo,8,A3,1,4.058738591282624,7.418252661272427,3.359514069989803,4,4.555380291063707,4.566466030859744,0.4966416997810832,2.86287237020872
GPT-13B,N-lo,8,A3a,0,0.0,4.058738591282624,4.058738591282624,4,1.5563015714409423,1.5660692000371557,1.5563015714409423,2.5024370198416817
GPT-13B,N-lo,8,A3a,1,4.058738591282624,7.2446199444873765,3.1858813532047527,4,4.555380291063707,4.565878212459887,0.4966416997810832,2.6892396534236696
GPT-13B,N-lo,8,A3b,0,0.0,4.047875547436044,4.047875547436044,4,1.5563015714409423,1.566026766147296,1.5563015714409423,2.4915739759951023
GPT-13B,N-lo,8,A3b,1,4.047875547436044,7.378983378023689,3.3311078305876443,4,4.544517247217128,4.5554948646731415,0.4966416997810832,2.834466130806561
GPT-13B,N-lo,8,A4,0,0.0,4.0353863689689895,4.0353863689689895,4,1.5545854585937076,1.5642689694500698,1.5545854585937076,2.480800910375282
GPT-13B,N-lo,8,A4,1,4.0353863689689895,7.191494455389417,3.156108086420428,4,4.530159079120736,4.540548201171981,0.4947727101517465,2.6613353762686813
GPT-13B,N-lo,8,A4b,0,0.0,4.04039486177968,4.04039486177968,4,1.5545854585937076,1.5642885338750832,1.5545854585937076,2.4858094031859723
GPT-13B,N-lo,8,A4b,1,4.04039486177968,7.2015114410171766,3.161116579237497,4,4.535167571931426,4.5455762584077375,0.4947727101517465,2.6663438690857504
GPT-13B,N-lo,8,A5,0,0.0,3.369790887462092,3.369790887462092,4,1.5055205050695715,1.5127956935509954,1.5055205050695715,1.8642703823925204
