workload,ablation,tier,prefill_s,decode_s,tier_total_s,first_s,last_s,cum_end_s,decode_batches
workload_star_repair_r5w3k47.json,A1,0,0.15521751518231122,0.554285609273916,0.7095031244562272,0.15521751518231122,0.7095031244562272,0.7095031244562272,4096
workload_star_repair_r5w3k47.json,A1,1,0.45158476991179886,1.134660693200046,1.5862454631118448,1.161087894368026,2.295748587568072,2.295748587568072,8192
workload_star_repair_r5w3k47.json,A1,2,0.657947595643086,0.562577191284134,1.22052478692722,2.953696183211158,3.516273374495292,3.516273374495292,4096
workload_star_repair_r5w3k47.json,A1,3,1.725091719889416,1.1804008833336876,2.9054926032231037,5.241365094384708,6.421765977718396,6.421765977718396,8192
workload_star_repair_r5w3k47.json,A1,4,1.7645895588106981,0.5738887260516705,2.3384782848623686,8.186355536529094,8.760244262580764,8.760244262580764,4096
workload_star_repair_r5w3k47.json,A1,5,4.705205291379791,1.243901097625903,5.949106389005694,13.465449553960555,14.709350651586458,14.709350651586458,8192
workload_star_repair_r5w3k47.json,A1,6,3.38638348985652,0.5884963678465844,3.9748798577031046,18.09573414144298,18.684230509289563,18.684230509289563,4096
workload_star_repair_r5w3k47.json,A1,7,9.107282920024065,1.3288560872667468,10.436139007290812,27.79151342931363,29.120369516580375,29.120369516580375,8192
workload_star_repair_r5w3k47.json,A1,8,5.857733313709126,0.6064392710594859,6.464172584768612,34.9781028302895,35.58454210134899,35.58454210134899,4096
workload_star_repair_r5w3k47.json,A1,9,16.230913131061257,1.4337240215101517,17.66463715257141,51.815455232410244,53.249179253920396,53.249179253920396,8192
workload_star_repair_r5w3k47.json,A3,0,0.14788505350196798,0.622312034277332,0.7701970877793,0.14788505350196798,0.7701970877793,0.7701970877793,4096
workload_star_repair_r5w3k47.json,A3,1,0.03593152311112535,2.38451674058416,2.420448263695285,0.8061286108904253,3.190645351474585,3.190645351474585,8192
workload_star_repair_r5w3k47.json,A3,2,0.37430570516770123,0.7882460281601329,1.1625517333278341,3.564951056642286,4.353197084802419,4.353197084802419,4096
workload_star_repair_r5w3k47.json,A3,3,0.045309209882031354,3.69510271293305,3.740411922815081,4.39850629468445,8.0936090076175,8.0936090076175,8192
workload_star_repair_r5w3k47.json,A3,4,0.7394248787099222,0.9679250146609384,1.7073498933708606,8.833033886327422,9.80095890098836,9.80095890098836,4096
workload_star_repair_r5w3k47.json,A3,5,0.08614568066747985,5.4058698171200685,5.492015497787548,9.88710458165584,15.29297439877591,15.29297439877591,8192
workload_star_repair_r5w3k47.json,A3,6,1.079508620535572,1.211188006488534,2.290696627024106,16.37248301931148,17.583671025800015,17.583671025800015,4096
workload_star_repair_r5w3k47.json,A3,7,0.14394232812350438,7.410227479193786,7.55416980731729,17.72761335392352,25.137840833117306,25.137840833117306,8192
workload_star_repair_r5w3k47.json,A3,8,1.560762206991356,1.5045460298572664,3.0653082368486224,26.69860304010866,28.203149069965928,28.203149069965928,4096
workload_star_repair_r5w3k47.json,A3,9,0.22602413187506443,9.699805347517145,9.92582947939221,28.429173201840992,38.12897854935814,38.12897854935814,8192
workload_star_repair_r5w3k47.json,A3a,0,0.14788505350196798,0.622312034277332,0.7701970877793,0.14788505350196798,0.7701970877793,0.7701970877793,4096
workload_star_repair_r5w3k47.json,A3a,1,0.03593152311112535,1.6246922992458128,1.6606238223569383,0.8061286108904253,2.430820910136238,2.430820910136238,8192
workload_star_repair_r5w3k47.json,A3a,2,0.37422842751840246,0.7631591384462286,1.137387565964631,2.8050493376546406,3.568208476100869,3.568208476100869,4096
workload_star_repair_r5w3k47.json,A3a,3,0.04530439146948373,2.3290613105888,2.3743657020582836,3.613512867570353,5.942574178159153,5.942574178159153,8192
workload_star_repair_r5w3k47.json,A3a,4,0.739285990263987,0.9441740132938001,1.6834600035577871,6.68186016842314,7.62603418171694,7.62603418171694,4096
