model,dtype,xpu,hw,cores,Lin,bs,max_lout,max_context_len,required_cap,k_row_cap,k_data_cap,capacity_bytes,capacity_GB,hit_search_limit
GPT-175B,W16A16,GPU,BA,8,2048,1,545,2592,1968446831635.2742,1620553236499.2742,1577746169856.0,1975684956160,1975.68495616,False
