model,config,k,workload,agents,rung,makespan_s,energy_nj,link_bytes,event_count,policy,kv_mapping,decode_attn,pim_prefill_mode,energy_gpu_nj,energy_pim_nj,energy_link_nj,energy_die_nj,energy_tlb_nj,gpu_time_s_unoverlapped,pim_time_s_unoverlapped,pim_pool_time_s_unoverlapped,die_time_s_unoverlapped,prefill_rows_gpu,prefill_rows_pim,prefill_requests_gpu,prefill_requests_pim,requests,tiers,history_rows,cacheblend_batch_size,gemv_buffer_bytes,pim_sweep_query_capacity,pim_pe_freq_ghz,pim_batch_command,engine,workload_kind_reported,overlap_passed,overlap_events_checked
LLAMA-33B,pipeline,8,wl_pipeline_D4.json,4,A6,19.405434023483206,5309952449778.044,8926497894.0,2432946.0,recompute,master-diff,pim,dynamic,2491659715192.9844,2818107035694.5674,185671156.19506624,27773.04001193332,31.116899999962307,16.88455523771801,1.3555576770107841e-05,2.488335934326801,0.001218457813248846,507840.0,4320.0,1,3,4,4,1536.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,2432946.0
LLAMA-33B,private,8,wl_private.json,32,A1,146.0693253190892,165989577978437.3,547219046400.0,12625920.0,no-reuse-physical,private,pim,gpu,12286771372168.879,153691424265178.97,11382156165.059887,191876.8250854912,,62.03006504392769,59.47914492647162,22.72763381949847,0.008418013174210872,19937280.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12625920.0
LLAMA-33B,private,8,wl_private.json,32,A2,452.42328490112584,20266502897778.918,69897226813440.0,46148.0,recompute,none,gpu,gpu,18812640580059.598,,1453862317719.4165,,,219.43252885639146,,0.0,0.0,16078560.0,0.0,32,0,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-33B,private,8,wl_private.json,32,A3,142.5576353157387,40371900655566.01,388724269088.0,7509392.0,recompute,naive,pim,gpu,14178109662156.33,26185705420459.598,8085464796.970738,101327.09484643278,5625.803499995994,116.1906074058061,0.00010844461416154819,24.785436311769832,0.004445418663487574,16078560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7509392.0
LLAMA-33B,private,8,wl_private.json,32,A3a,142.33481521680588,40359891017970.65,388724269088.0,7509392.0,recompute,naive-mask,pim,gpu,14178109662156.33,26173695787413.055,8085464796.970738,101327.09484643278,1007.0514999958095,116.1906074058061,0.00010844461416154819,24.79355381467674,0.004445418663487574,16078560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7509392.0
LLAMA-33B,private,8,wl_private.json,32,A3b,140.7584087748496,40385794810093.305,388724269088.0,13776272.0,recompute,naive,pim,gpu,14178109662156.33,26199599373755.895,8085464796.970738,304674.81708738185,5625.803499995994,116.1906074058061,0.00010844461416154819,22.977288517680048,0.013366682625047917,16078560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,13776272.0
LLAMA-33B,private,8,wl_private.json,32,A4,140.44825676509632,40374171121303.195,388724269088.0,13982252.0,recompute,master-diff,pim,gpu,14178109662156.33,26187975683699.504,8085464796.970738,310323.3649284135,315.28810000001926,116.1906074058061,0.00010844461416154819,22.932414456622315,0.013614495512905458,16078560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,13982252.0
LLAMA-33B,private,8,wl_private.json,32,A4b,140.44825676509632,40374171121303.195,388724269088.0,13982252.0,recompute,master-diff,pim,gpu,14178109662156.33,26187975683699.504,8085464796.970738,310323.3649284135,315.28810000001926,116.1906074058061,0.00010844461416154819,22.93241445662231,0.013614495512905458,16078560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,13982252.0
LLAMA-33B,private,8,wl_private.json,32,A5,241.01165836138136,142243945082951.28,437724143648.0,77280632.0,recompute,master-diff,pim,pim,10439905947079.244,131794928249446.81,9104662187.731441,6218946.436950965,1862.1973999891118,54.50343137556651,0.00010844461416154819,184.68309100363612,0.2728373945692102,507840.0,15570720.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,77280632.0
LLAMA-33B,private,8,wl_private.json,32,A6,241.01165836138136,142243945082951.28,437724143648.0,77280632.0,recompute,master-diff,pim,dynamic,10439905947079.244,131794928249446.81,9104662187.731441,6218946.436950965,1862.1973999891118,54.50343137556651,0.00010844461416154819,184.68309100363612,0.2728373945692102,507840.0,15570720.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,77280632.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A1,63.884293581753106,63482949882708.78,244703846400.0,6882240.0,no-reuse-physical,private,pim,gpu,6135104611742.663,57342755328357.04,5089840005.212699,101934.56332819353,,31.96680359441181,21.064368921161787,10.032969513278639,0.004472069498801189,8863680.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6882240.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A2,164.12987516904883,4974755346894.32,30826975395840.0,24712.0,recompute,none,gpu,gpu,4333554258660.9463,,641201088233.4247,,,61.37329051627003,,0.0,0.0,769440.0,0.0,17,0,17,2,256.0,,,,,,dag,supervisor,,
LLAMA-33B,reduce,8,wl_reduce.json,17,A3,26.029960976763807,13736131200593.469,128656221698.0,4212302.0,recompute,naive,pim,gpu,2279248966983.8867,11454206129813.422,2676049411.162225,53829.626948135505,564.6340000005479,15.756507539084422,5.761120127314404e-05,9.813948442773059,0.0023616114588285047,769440.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4212302.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A3a,26.043274749790257,13755947094591.594,128656221698.0,4212302.0,recompute,naive-mask,pim,gpu,2279248966983.8867,11474022024201.547,2676049411.162225,53829.626948135505,174.54120000038944,15.756507539084422,5.761120127314404e-05,9.846766855828994,0.0023616114588285047,769440.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4212302.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A3b,25.647033489937197,13741192254841.008,128656221698.0,4854542.0,recompute,naive,pim,gpu,2279248966983.8867,11459267109902.75,2676049411.162225,127900.62342751068,564.6340000005479,15.756507539084422,5.761120127314404e-05,9.427771315157425,0.005611251554316713,769440.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4854542.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A4,25.627898815575833,13760887539690.691,128656221698.0,4761602.0,recompute,master-diff,pim,gpu,2279248966983.8867,11478962397060.875,2676049411.162225,126135.45222739918,42.89880000011095,15.756507539084422,5.761120127314404e-05,9.434800842423925,0.005533810026872668,769440.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4761602.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A4b,25.627898815575833,13760887539690.691,128656221698.0,4761602.0,recompute,master-diff,pim,gpu,2279248966983.8867,11478962397060.875,2676049411.162225,126135.45222739918,42.89880000011095,15.756507539084422,5.761120127314404e-05,9.434800842423925,0.005533810026872668,769440.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4761602.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A5,20.87274979359512,6994386739586.754,22442436098.0,5835062.0,recompute,master-diff,pim,pim,2199869901649.804,4794049807277.001,466802670.83786,227926.4256635139,57.13880000013659,14.412830336781354,5.761120127314404e-05,6.372197205131328,0.00999957995525898,507840.0,261600.0,1,16,17,2,256.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,5835062.0
LLAMA-33B,reduce,8,wl_reduce.json,17,A6,20.87274979359512,6994386739586.754,22442436098.0,5835062.0,recompute,master-diff,pim,dynamic,2199869901649.804,4794049807277.001,466802670.83786,227926.4256635139,57.13880000013659,14.412830336781354,5.761120127314404e-05,6.372197205131328,0.00999957995525898,507840.0,261600.0,1,16,17,2,256.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,5835062.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A1,129.65368577617284,130098151369809.11,483273523200.0,13764480.0,no-reuse-physical,private,pim,gpu,12155958168231.066,117932140910442.95,10052089282.506086,203869.12665298607,,63.39090841553702,43.743539017163585,20.899382457711226,0.008944138997598829,17496960.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,13764480.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A2,336.21809094295054,9649896017906.35,64228870717440.0,49484.0,recompute,none,gpu,gpu,8313935506983.094,,1335960510922.5122,,,122.12185521816343,,0.0,0.0,801120.0,0.0,34,0,34,4,16896.0,,,,,,dag,supervisor,,
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A3,49.362672474841744,28626758729008.164,265801271874.0,8349066.0,recompute,naive,pim,gpu,4053757567681.3447,24567472384762.887,5528666454.910471,106253.64704217036,3009.4403000134616,27.240605126308818,0.00011522240254666874,21.08081431458436,0.004661556184386501,801120.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8349066.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A3a,49.14560438144965,28525277327805.29,265801271874.0,8349066.0,recompute,naive-mask,pim,gpu,4053757567681.3447,24465990986222.88,5528666454.910471,106253.64704217036,450.51550000619227,27.240605126308818,0.00011522240254666874,20.99169245956541,0.004661556184386501,801120.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8349066.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A3b,48.56488899555329,28643909324684.53,265801271874.0,14109066.0,recompute,naive,pim,gpu,4053757567681.3447,24584622729642.875,5528666454.910471,357260.99168666,3009.4403000134616,27.240605126308818,0.00011522240254666874,20.272018642291314,0.01567374138681421,801120.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,14109066.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A4,48.316729998922995,28540609743767.035,265801271874.0,12919866.0,recompute,master-diff,pim,gpu,4053757567681.3447,24481323177501.785,5528666454.910471,330651.03584454855,135.0383000015805,27.240605126308818,0.00011522240254666874,20.1687471789579,0.014506310360882011,801120.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12919866.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A4b,48.316729998922995,28540609743767.03,265801271874.0,12919866.0,recompute,master-diff,pim,gpu,4053757567681.3447,24481323177501.797,5528666454.910471,330651.03584454855,135.0383000015805,27.240605126308818,0.00011522240254666874,20.168747178957904,0.014506310360882011,801120.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12919866.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A5,36.85556468224505,13151637389435.623,32003148354.0,14121726.0,recompute,master-diff,pim,pim,3958223478178.238,9192747800259.791,665665485.7841301,445140.03987688676,160.17070000163918,25.597603258726483,0.00011522240254666874,11.123631331689237,0.019529167830839304,507840.0,293280.0,1,33,34,4,16896.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,14121726.0
LLAMA-33B,supervisor,8,wl_supervisor_D4.json,34,A6,36.85556468224505,13151637389435.623,32003148354.0,14121726.0,recompute,master-diff,pim,dynamic,3958223478178.238,9192747800259.791,665665485.7841301,445140.03987688676,160.17070000163918,25.597603258726483,0.00011522240254666874,11.123631331689237,0.019529167830839304,507840.0,293280.0,1,33,34,4,16896.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,14121726.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A1,169.52285539004177,775730070729500.8,396298813440.0,17489920.0,no-reuse-physical,private,pim,gpu,41814145454219.69,733882953101596.6,32972061279.26518,83353.40339085179,,71.1576583049567,79.36187584509818,17.681411032021803,0.0009142193794700246,47554560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17489920.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A2,448.57105333583894,25738331527511.938,50751917260800.0,55728.0,recompute,none,gpu,gpu,21515772011410.83,,4222559516098.974,,,279.39799579989955,,0.0,0.0,2432640.0,0.0,32,0,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-65B,C-hi,8,wl_C64.json,32,A3,58.94622355916048,80557609351427.62,205110681632.0,8541232.0,recompute,naive,pim,gpu,7986101625349.068,72554442393701.77,17065208712.52585,23036.498176394853,102929.10049979958,35.34566408174425,1.1122524529196102e-05,17.770138392921627,0.00025266410501673147,2432640.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A3a,53.8863331478247,81329920184121.39,205110681632.0,8541232.0,recompute,naive-mask,pim,gpu,7986101625349.068,73326753329962.89,17065208712.52585,23036.498176394853,996.3004999972991,35.34566408174425,1.1122524529196102e-05,17.806887980196816,0.00025266410501673147,2432640.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A3b,57.94962268684222,80640051191169.62,205110681632.0,14704432.0,recompute,naive,pim,gpu,7986101625349.068,72636884125486.78,17065208712.52585,127453.16377420617,102929.10049979958,35.34566408174425,1.1122524529196102e-05,16.772392269132798,0.0013979051551152512,2432640.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,14704432.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A4,53.22564545164547,81399661609255.92,205110681632.0,12946992.0,recompute,master-diff,pim,gpu,7986101625349.068,73396494663885.11,17065208712.52585,111367.47545428977,406.9426000011775,35.34566408174425,1.1122524529196102e-05,17.174699361400965,0.0012214774701564412,2432640.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A4b,53.22564545164547,81399661609255.92,205110681632.0,12946992.0,recompute,master-diff,pim,gpu,7986101625349.068,73396494663885.11,17065208712.52585,111367.47545428977,406.9426000011775,35.34566408174425,1.1122524529196102e-05,17.174699361400965,0.0012214774701564412,2432640.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A5,38.99715318998648,40395743871126.734,21202247712.0,17472832.0,recompute,master-diff,pim,pim,7305552412619.352,33088427191881.734,1764027009.6005812,243377.63148443584,534.6705000022463,26.48965815118709,1.1122524529196102e-05,12.407406857236133,0.00266936367539694,1332480.0,1100160.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17472832.0
LLAMA-65B,C-hi,8,wl_C64.json,32,A6,38.99715318998648,40395743871126.734,21202247712.0,17472832.0,recompute,master-diff,pim,dynamic,7305552412619.352,33088427191881.734,1764027009.6005812,243377.63148443584,534.6705000022463,26.48965815118709,1.1122524529196102e-05,12.407406857236133,0.00266936367539694,1332480.0,1100160.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17472832.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A1,52.154883402039275,128066876709099.66,138600775680.0,17489920.0,no-reuse-physical,private,pim,gpu,17370085715932.639,110685259325808.81,11531584537.164501,83353.40339085179,,35.06549629412418,10.507387919393906,6.119082370030875,0.0009142193794700246,16097280.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17489920.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A2,163.19257856160846,11986104393105.498,17637719408640.0,55728.0,recompute,none,gpu,gpu,10518646138306.258,,1467458254798.884,,,104.40018053279103,,0.0,0.0,958080.0,0.0,32,0,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-65B,C-lo,8,wl_C16.json,32,A3,27.8833556680799,31444422280245.26,75255005216.0,8541232.0,recompute,naive,pim,gpu,5849770602947.035,25588390405657.113,6261216434.179173,23033.155840394338,31000.95919997116,19.8018911192494,1.1122524529196102e-05,6.280302820699904,0.0002526274463055117,958080.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A3a,26.29123506790784,31634894027711.2,75255005216.0,8541232.0,recompute,naive-mask,pim,gpu,5849770602947.035,25778862182498.47,6261216434.179173,23033.155840394338,993.6887999970616,19.8018911192494,1.1122524529196102e-05,6.1885457407567115,0.0002526274463055117,958080.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8541232.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A3b,27.824926231108915,31524423379553.53,75255005216.0,14267312.0,recompute,naive,pim,gpu,5849770602947.035,25668391403121.246,6261216434.179173,124358.50879803053,31000.95919997116,19.8018911192494,1.1122524529196102e-05,6.220762041388006,0.0013639630071473098,958080.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,14267312.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A4,26.324462665280148,31704635458987.805,75255005216.0,12946992.0,recompute,master-diff,pim,gpu,5849770602947.035,25848603526301.703,6261216434.179173,111364.13311829006,399.0324000010778,19.8018911192494,1.1122524529196102e-05,6.250537339275498,0.001221440811445229,958080.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A4b,26.324462665280148,31704635458987.805,75255005216.0,12946992.0,recompute,master-diff,pim,gpu,5849770602947.035,25848603526301.703,6261216434.179173,111364.13311829006,399.0324000010778,19.8018911192494,1.1122524529196102e-05,6.250537339275498,0.001221440811445229,958080.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12946992.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A5,22.44804337876904,18200862695660.11,13149159456.0,15445312.0,recompute,master-diff,pim,pim,5692205875186.908,12507562624695.023,1094010066.7062752,184335.26604472188,449.555400001328,17.764583629553194,1.1122524529196102e-05,4.61511853294516,0.002021787541657604,349440.0,608640.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,15445312.0
LLAMA-65B,C-lo,8,wl_C16.json,32,A6,22.44804337876904,18200862695660.11,13149159456.0,15445312.0,recompute,master-diff,pim,dynamic,5692205875186.908,12507562624695.023,1094010066.7062752,184335.26604472188,449.555400001328,17.764583629553194,1.1122524529196102e-05,4.61511853294516,0.002021787541657604,349440.0,608640.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,15445312.0
LLAMA-65B,D-hi,8,wl_D4.json,64,A2,568.2111241735349,35377346578560.984,63905422376960.0,111536.0,recompute,none,gpu,gpu,30060415436791.957,,5316931141762.449,,,355.1930495838729,,0.0,0.0,2956160.0,0.0,64,0,64,4,24576.0,,,,,,dag,supervisor,,
LLAMA-65B,D-hi,8,wl_D4.json,64,A3,80.66150227994993,105813900545192.0,264085250144.0,17101936.0,recompute,naive,pim,gpu,13143410534794.416,92648517916832.7,21971892813.62307,46071.88659480536,165353.98079965808,48.66563895667671,2.224504905906585e-05,22.847352553944315,0.0005053160382176327,2956160.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17101936.0
LLAMA-65B,D-hi,8,wl_D4.json,64,A3a,72.67478222853616,106933988140124.97,264085250144.0,17101936.0,recompute,naive-mask,pim,gpu,13143410534794.416,93768605677686.25,21971892813.62307,46071.88659480536,2735.3056000000192,48.66563895667671,2.224504905906585e-05,22.991566261641736,0.0005053160382176327,2956160.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,17101936.0
LLAMA-65B,D-hi,8,wl_D4.json,64,A3b,80.29685184576725,106006121890533.55,264085250144.0,34324336.0,recompute,naive,pim,gpu,13143410534794.416,92840739010476.84,21971892813.62307,289529.7297787937,165353.98079965808,48.66563895667671,2.224504905906585e-05,22.480031894022005,0.003175559475036085,2956160.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,34324336.0
LLAMA-65B,D-hi,8,wl_D4.json,64,A4,71.48354425347814,107097256570782.45,264085250144.0,30155376.0,recompute,master-diff,pim,gpu,13143410534794.416,93931873892242.88,21971892813.62307,252859.42961998738,1066.0579000083108,48.66563895667671,2.224504905906585e-05,21.881522631428776,0.0027733599522152615,2956160.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,30155376.0
LLAMA-65B,D-hi,8,wl_D4.json,64,A4b,71.48354425347814,107097256570782.45,264085250144.0,30155376.0,recompute,master-diff,pim,gpu,13143410534794.416,93931873892242.88,21971892813.62307,252859.42961998738,1066.0579000083108,48.66563895667671,2.224504905906585e-05,21.881522631428776,0.0027733599522152615,2956160.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,30155376.0
LLAMA-65B,D-hi,8,wl_D4.json,64,A5,56.596769566559374,64382009443382.375,34907168864.0,39533856.0,recompute,master-diff,pim,pim,12273055480922.975,52106049173632.85,2904276449.4882526,526470.9926189447,1318.687500007525,37.611368168158116,2.224504905906585e-05,18.79731320867493,0.0057743291167983045,677120.0,2279040.0,1,63,64,4,24576.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,39533856.0
LLAMA-65B,D-hi,8,wl_D4.json,64,A6,56.596769566559374,64382009443382.375,34907168864.0,39533856.0,recompute,master-diff,pim,dynamic,12273055480922.975,52106049173632.85,2904276449.4882526,526470.9926189447,1318.687500007525,37.611368168158116,2.224504905906585e-05,18.79731320867493,0.0057743291167983045,677120.0,2279040.0,1,63,64,4,24576.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,39533856.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A1,33.34482230284424,96005162510323.38,92117401600.0,8744960.0,no-reuse-physical,private,pim,gpu,10869224021805.71,85128274281420.45,7664167813.335093,41676.701695952026,,20.733096282154793,8.301635057043482,4.0025758517743775,0.0004571096897422485,10833920.0,0.0,16,0,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8744960.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A2,105.385228527157,7194903910197.505,11578376192000.0,27824.0,recompute,none,gpu,gpu,6231583011023.647,,963320899174.3374,,,66.79064122048379,,0.0,0.0,696320.0,0.0,16,0,16,1,0.0,,,,,,dag,supervisor,,
LLAMA-65B,D-lo,8,wl_D1.json,16,A3,15.213752227398496,19673337739681.83,47780986880.0,4260880.0,recompute,naive,pim,gpu,3141061555689.793,16528300793584.088,3975378108.475292,11515.461631944569,131.0976000010073,11.090311515022142,5.5612622646099035e-06,3.957484012914746,0.0001263014797121467,696320.0,0.0,16,0,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4260880.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A3a,15.213752227398496,19673337739681.83,47780986880.0,4260880.0,recompute,naive-mask,pim,gpu,3141061555689.793,16528300793584.088,3975378108.475292,11515.461631944569,131.0976000010073,11.090311515022142,5.5612622646099035e-06,3.957484012914746,0.0001263014797121467,696320.0,0.0,16,0,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4260880.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A3b,15.25850122231981,19700889822168.707,47780986880.0,4894480.0,recompute,naive,pim,gpu,3141061555689.793,16555852841305.213,3975378108.475292,46411.53843229948,131.0976000010073,11.090311515022142,5.5612622646099035e-06,4.001850268327289,0.0005090413365226535,696320.0,0.0,16,0,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4894480.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A4,15.187427218389093,19699060163903.72,47780986880.0,4834320.0,recompute,master-diff,pim,gpu,3141061555689.793,16554023185163.12,3975378108.475292,44094.185472214434,44.30470000022532,11.090311515022142,5.5612622646099035e-06,3.93514132585473,0.00048362463007941685,696320.0,0.0,16,0,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4834320.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A4b,15.187427218389093,19699060163903.72,47780986880.0,4834320.0,recompute,master-diff,pim,gpu,3141061555689.793,16554023185163.12,3975378108.475292,44094.185472214434,44.30470000022532,11.090311515022142,5.5612622646099035e-06,3.93514132585473,0.00048362463007941685,696320.0,0.0,16,0,16,1,0.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4834320.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A5,11.99604405978841,5836313955859.786,6296698880.0,4906320.0,recompute,master-diff,pim,pim,3126220444506.7583,2709569579872.372,523885346.797988,46264.6149122328,45.087700000243345,10.843540597147603,5.5612622646099035e-06,1.128747090037231,0.0005074298806765954,677120.0,19200.0,1,15,16,1,0.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4906320.0
LLAMA-65B,D-lo,8,wl_D1.json,16,A6,11.99604405978841,5836313955859.786,6296698880.0,4906320.0,recompute,master-diff,pim,dynamic,3126220444506.7583,2709569579872.372,523885346.797988,46264.6149122328,45.087700000243345,10.843540597147603,5.5612622646099035e-06,1.128747090037231,0.0005074298806765954,677120.0,19200.0,1,15,16,1,0.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4906320.0
LLAMA-65B,N-hi,8,wl_N64.json,128,A2,1580.6750111898468,89338449288345.22,180931537141760.0,223152.0,recompute,none,gpu,gpu,74284945398178.53,,15053503890197.705,,,977.569887383551,,0.0,0.0,4752000.0,0.0,128,0,128,2,16384.0,,,,,,dag,supervisor,,
LLAMA-65B,N-lo,8,wl_N4.json,8,A1,21.455575291904243,53502472295697.71,48071966720.0,4638720.0,no-reuse-physical,private,pim,gpu,6686721683613.724,46811751003765.88,3999587631.1140103,20838.35084799251,,14.558876926356879,4.613988754613858,2.1222411673960955,0.00022855484487008444,5662720.0,0.0,8,0,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4638720.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A2,61.547204104649865,5306904950234.384,6134127656960.0,14128.0,recompute,none,gpu,gpu,4796545529175.418,,510359421059.08984,,,41.10011191478445,,0.0,0.0,854400.0,0.0,8,0,8,2,1024.0,,,,,,dag,supervisor,,
LLAMA-65B,N-lo,8,wl_N4.json,8,A3,14.127978056398454,12110194182937.588,25576083976.0,2442328.0,recompute,naive,pim,gpu,3144570968509.7954,8963495271027.176,2127930186.7937357,5758.358592046948,7407.686399999362,11.49661257589737,2.7806311323168043e-06,2.175661608889184,6.315762529818762e-05,854400.0,0.0,8,0,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2442328.0
LLAMA-65B,N-lo,8,wl_N4.json,8,A3a,13.775042939621379,12138622799211.23,25576083976.0,2442328.0,recompute,naive-mask,pim,gpu,3144570968509.7954,8991923894448.076,2127930186.7937357,5758.358592046948,235.59040000014878,11.49661257589737,2.7806311323168043e-06,2.1813312920809307,6.315762529818762e-05,854400.0,0.0,8,0,8,2,1024.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2442328.0
