model,config,k,rung,tier,start_s,end_s,duration_s,requests
LLAMA-7B,k-hi,32,A6,1,18.762125574726088,184.11595178897556,165.35382621424947,16
LLAMA-7B,k-lo,2,A1,0,0.0,119.59722282433943,119.59722282433943,16
LLAMA-7B,k-lo,2,A1,1,119.59722282433943,329.1008001692076,209.50357734486818,16
LLAMA-7B,k-lo,2,A2,0,0.0,88.54363177641629,88.54363177641629,16
LLAMA-7B,k-lo,2,A2,1,88.54363177641629,216.83575622122513,128.29212444480885,16
LLAMA-7B,k-lo,2,A3,0,0.0,55.56697704900128,55.56697704900128,16
LLAMA-7B,k-lo,2,A3,1,55.56697704900128,139.36089657136853,83.79391952236725,16
LLAMA-7B,k-lo,2,A3a,0,0.0,55.56697704900128,55.56697704900128,16
LLAMA-7B,k-lo,2,A3a,1,55.56697704900128,137.8568109781802,82.28983392917891,16
LLAMA-7B,k-lo,2,A3b,0,0.0,55.56697704900128,55.56697704900128,16
LLAMA-7B,k-lo,2,A3b,1,55.56697704900128,139.36089657136853,83.79391952236725,16
LLAMA-7B,k-lo,2,A4,0,0.0,55.56531608094392,55.56531608094392,16
LLAMA-7B,k-lo,2,A4,1,55.56531608094392,137.8407884815321,82.27547240058817,16
LLAMA-7B,k-lo,2,A4b,0,0.0,55.5225288715908,55.5225288715908,16
LLAMA-7B,k-lo,2,A4b,1,55.5225288715908,138.1500531612893,82.6275242896985,16
LLAMA-7B,k-lo,2,A5,0,0.0,18.762125574726088,18.762125574726088,16
LLAMA-7B,k-lo,2,A5,1,18.762125574726088,80.40866889695151,61.646543322225426,16
LLAMA-7B,k-lo,2,A6,0,0.0,18.762125574726088,18.762125574726088,16
LLAMA-7B,k-lo,2,A6,1,18.762125574726088,80.40866889695151,61.646543322225426,16
LLAMA-7B,pipeline,8,A1,0,0.0,8.672355535110123,8.672355535110123,1
LLAMA-7B,pipeline,8,A1,1,8.672355535110123,17.571202930071728,8.898847394961605,1
LLAMA-7B,pipeline,8,A1,2,17.571202930071728,26.66806381708175,9.096860887010024,1
LLAMA-7B,pipeline,8,A1,3,26.66806381708175,35.96102771374058,9.292963896658826,1
LLAMA-7B,pipeline,8,A2,0,0.0,7.968351733965723,7.968351733965723,1
LLAMA-7B,pipeline,8,A2,1,7.968351733965723,14.773715648995768,6.805363915030045,1
LLAMA-7B,pipeline,8,A2,2,14.773715648995768,21.735614559635817,6.961898910640048,1
LLAMA-7B,pipeline,8,A2,3,21.735614559635817,28.85404846588591,7.118433906250093,1
LLAMA-7B,pipeline,8,A4,0,0.0,6.243104019369783,6.243104019369783,1
LLAMA-7B,pipeline,8,A4,1,6.243104019369783,11.4930760074572,5.249971988087417,1
LLAMA-7B,pipeline,8,A4,2,11.4930760074572,16.847617106805963,5.354541099348763,1
LLAMA-7B,pipeline,8,A4,3,16.847617106805963,22.300328671907845,5.4527115651018825,1
LLAMA-7B,pipeline,8,A4b,0,0.0,6.2654305378659645,6.2654305378659645,1
LLAMA-7B,pipeline,8,A4b,1,6.2654305378659645,11.495213162986385,5.2297826251204205,1
LLAMA-7B,pipeline,8,A4b,2,11.495213162986385,16.795480038652673,5.3002668756662885,1
LLAMA-7B,pipeline,8,A4b,3,16.795480038652673,22.226057691843273,5.4305776531906,1
LLAMA-7B,pipeline,8,A5,0,0.0,6.2654305378659645,6.2654305378659645,1
LLAMA-7B,pipeline,8,A5,1,6.2654305378659645,11.54857523687204,5.283144699006075,1
LLAMA-7B,pipeline,8,A5,2,11.54857523687204,16.903755082299078,5.355179845427038,1
LLAMA-7B,pipeline,8,A5,3,16.903755082299078,22.390579868284966,5.486824785985888,1
LLAMA-7B,pipeline,8,A6,0,0.0,6.2654305378659645,6.2654305378659645,1
LLAMA-7B,pipeline,8,A6,1,6.2654305378659645,11.54857523687204,5.283144699006075,1
LLAMA-7B,pipeline,8,A6,2,11.54857523687204,16.903755082299078,5.355179845427038,1
LLAMA-7B,pipeline,8,A6,3,16.903755082299078,22.390579868284966,5.486824785985888,1
LLAMA-7B,private,8,A1,0,0.0,119.59722282433943,119.59722282433943,16
LLAMA-7B,private,8,A1,1,119.59722282433943,329.1008001692076,209.50357734486818,16
LLAMA-7B,private,8,A2,0,0.0,107.6387431221066,107.6387431221066,16
LLAMA-7B,private,8,A2,1,107.6387431221066,262.6815649116464,155.04282178953977,16
LLAMA-7B,private,8,A3,0,0.0,81.1599865744467,81.1599865744467,16
LLAMA-7B,private,8,A3,1,81.1599865744467,198.178935214518,117.01894864007129,16
LLAMA-7B,private,8,A3a,0,0.0,81.1599865744467,81.1599865744467,16
LLAMA-7B,private,8,A3a,1,81.1599865744467,197.6544730313551,116.4944864569084,16
LLAMA-7B,private,8,A3b,0,0.0,81.1599865744467,81.1599865744467,16
LLAMA-7B,private,8,A3b,1,81.1599865744467,198.178935214518,117.01894864007129,16
LLAMA-7B,private,8,A4,0,0.0,81.21584627864657,81.21584627864657,16
LLAMA-7B,private,8,A4,1,81.21584627864657,197.9023007830938,116.68645450444724,16
LLAMA-7B,private,8,A4b,0,0.0,81.6328195820575,81.6328195820575,16
LLAMA-7B,private,8,A4b,1,81.6328195820575,198.5053944250137,116.8725748429562,16
LLAMA-7B,private,8,A5,0,0.0,435.75037103875894,435.75037103875894,16
LLAMA-7B,private,8,A5,1,435.75037103875894,1136.57879459068,700.8284235519211,16
LLAMA-7B,private,8,A6,0,0.0,435.75037103875894,435.75037103875894,16
LLAMA-7B,private,8,A6,1,435.75037103875894,1136.57879459068,700.8284235519211,16
LLAMA-7B,reduce,8,A1,0,0.0,119.60127374869862,119.60127374869862,16
LLAMA-7B,reduce,8,A1,1,119.60127374869862,133.88963116572148,14.288357417022866,1
LLAMA-7B,reduce,8,A2,0,0.0,88.54363177641629,88.54363177641629,16
LLAMA-7B,reduce,8,A2,1,88.54363177641629,98.52436624383026,9.980734467413967,1
LLAMA-7B,reduce,8,A3,0,0.0,55.566994969000994,55.566994969000994,16
LLAMA-7B,reduce,8,A3,1,55.566994969000994,63.239692437765925,7.67269746876493,1
LLAMA-7B,reduce,8,A3a,0,0.0,55.566994969000994,55.566994969000994,16
LLAMA-7B,reduce,8,A3a,1,55.566994969000994,63.33093194250579,7.763936973504798,1
LLAMA-7B,reduce,8,A3b,0,0.0,55.566994969000994,55.566994969000994,16
LLAMA-7B,reduce,8,A3b,1,55.566994969000994,63.239692437765925,7.67269746876493,1
LLAMA-7B,reduce,8,A4,0,0.0,55.56486214077261,55.56486214077261,16
LLAMA-7B,reduce,8,A4,1,55.56486214077261,63.353597539298235,7.788735398525624,1
LLAMA-7B,reduce,8,A4b,0,0.0,55.522074931419695,55.522074931419695,16
LLAMA-7B,reduce,8,A4b,1,55.522074931419695,63.366558646519046,7.844483715099351,1
LLAMA-7B,reduce,8,A5,0,0.0,18.761671034712595,18.761671034712595,16
LLAMA-7B,reduce,8,A5,1,18.761671034712595,44.875226199519865,26.11355516480727,1
LLAMA-7B,reduce,8,A6,0,0.0,18.761671034712595,18.761671034712595,16
LLAMA-7B,reduce,8,A6,1,18.761671034712595,44.875226199519865,26.11355516480727,1
LLAMA-7B,supervisor,8,A1,0,0.0,8.67209355526612,8.67209355526612,1
LLAMA-7B,supervisor,8,A1,1,8.67209355526612,131.89898385209656,123.22689029683045,16
LLAMA-7B,supervisor,8,A1,2,131.89898385209656,146.43272857425183,14.533744722155262,1
LLAMA-7B,supervisor,8,A1,3,146.43272857425183,275.9685786838763,129.53585010962445,16
LLAMA-7B,supervisor,8,A2,0,0.0,7.968351733965723,7.968351733965723,1
LLAMA-7B,supervisor,8,A2,1,7.968351733965723,97.70296217973038,89.73461044576466,16
LLAMA-7B,supervisor,8,A2,2,97.70296217973038,107.8526075731294,10.149645393399027,1
LLAMA-7B,supervisor,8,A2,3,107.8526075731294,202.59633787843796,94.74373030530856,16
LLAMA-7B,supervisor,8,A3,0,0.0,6.238377434674979,6.238377434674979,1
LLAMA-7B,supervisor,8,A3,1,6.238377434674979,64.00364539297799,57.765267958303006,16
LLAMA-7B,supervisor,8,A3,2,64.00364539297799,71.78799783241709,7.784352439439104,1
LLAMA-7B,supervisor,8,A3,3,71.78799783241709,132.87995936591898,61.09196153350189,16
LLAMA-7B,supervisor,8,A3a,0,0.0,6.238377434674979,6.238377434674979,1
LLAMA-7B,supervisor,8,A3a,1,6.238377434674979,63.68052338959456,57.44214595491958,16
LLAMA-7B,supervisor,8,A3a,2,63.68052338959456,71.56013046099726,7.879607071402695,1
LLAMA-7B,supervisor,8,A3a,3,71.56013046099726,132.16312606211156,60.6029956011143,16
LLAMA-7B,supervisor,8,A3b,0,0.0,6.238377434674979,6.238377434674979,1
LLAMA-7B,supervisor,8,A3b,1,6.238377434674979,64.00364539297799,57.765267958303006,16
LLAMA-7B,supervisor,8,A3b,2,64.00364539297799,71.78799783241709,7.784352439439104,1
LLAMA-7B,supervisor,8,A3b,3,71.78799783241709,132.87995936591898,61.09196153350189,16
LLAMA-7B,supervisor,8,A4,0,0.0,6.243101459369696,6.243101459369696,1
LLAMA-7B,supervisor,8,A4,1,6.243101459369696,63.813369124907304,57.57026766553761,16
LLAMA-7B,supervisor,8,A4,2,63.813369124907304,71.71768580353468,7.904316678627374,1
LLAMA-7B,supervisor,8,A4,3,71.71768580353468,132.49412113810817,60.77643533457349,16
LLAMA-7B,supervisor,8,A4b,0,0.0,6.265427977865877,6.265427977865877,1
LLAMA-7B,supervisor,8,A4b,1,6.265427977865877,63.792908435051004,57.52748045718513,16
LLAMA-7B,supervisor,8,A4b,2,63.792908435051004,71.74932861714554,7.956420182094533,1
LLAMA-7B,supervisor,8,A4b,3,71.74932861714554,132.39468087594176,60.64535225879622,16
LLAMA-7B,supervisor,8,A5,0,0.0,6.265427977865877,6.265427977865877,1
LLAMA-7B,supervisor,8,A5,1,6.265427977865877,27.490092434199628,21.224664456333752,16
LLAMA-7B,supervisor,8,A5,2,27.490092434199628,54.07909391913319,26.589001484933565,1
LLAMA-7B,supervisor,8,A5,3,54.07909391913319,78.46779101999346,24.388697100860263,16
LLAMA-7B,supervisor,8,A6,0,0.0,6.265427977865877,6.265427977865877,1
LLAMA-7B,supervisor,8,A6,1,6.265427977865877,27.490092434199628,21.224664456333752,16
LLAMA-7B,supervisor,8,A6,2,27.490092434199628,54.07909391913319,26.589001484933565,1
LLAMA-7B,supervisor,8,A6,3,54.07909391913319,78.46779101999346,24.388697100860263,16
LLAMA3-8B,C-hi,8,A1,0,0.0,514.5571879414769,514.5571879414769,16
LLAMA3-8B,C-hi,8,A1,1,514.5571879414769,1270.6213729704898,756.064185029013,16
LLAMA3-8B,C-hi,8,A2,0,0.0,81.6447902310951,81.6447902310951,16
LLAMA3-8B,C-hi,8,A2,1,81.6447902310951,180.82623748923646,99.18144725814136,16
LLAMA3-8B,C-hi,8,A3,0,0.0,106.48690753394935,106.48690753394935,16
LLAMA3-8B,C-hi,8,A3,1,106.48690753394935,242.1024479516066,135.61554041765726,16
LLAMA3-8B,C-hi,8,A3a,0,0.0,106.48690753394935,106.48690753394935,16
LLAMA3-8B,C-hi,8,A3a,1,106.48690753394935,241.61946070872068,135.13255317477132,16
LLAMA3-8B,C-hi,8,A3b,0,0.0,106.15856840482954,106.15856840482954,16
LLAMA3-8B,C-hi,8,A3b,1,106.15856840482954,240.70215096989782,134.54358256506828,16
LLAMA3-8B,C-hi,8,A4,0,0.0,106.47169063902628,106.47169063902628,16
LLAMA3-8B,C-hi,8,A4,1,106.47169063902628,241.5757053566792,135.10401471765294,16
LLAMA3-8B,C-hi,8,A4b,0,0.0,106.4270059457932,106.4270059457932,16
LLAMA3-8B,C-hi,8,A4b,1,106.4270059457932,240.57665563715176,134.14964969135855,16
LLAMA3-8B,C-hi,8,A5,0,0.0,34.143380656269194,34.143380656269194,16
LLAMA3-8B,C-hi,8,A5,1,34.143380656269194,183.58474760979922,149.44136695353004,16
LLAMA3-8B,C-hi,8,A6,0,0.0,34.143380656269194,34.143380656269194,16
LLAMA3-8B,C-hi,8,A6,1,34.143380656269194,86.99823999665087,52.85485934038167,16
LLAMA3-8B,C-lo,8,A1,0,0.0,61.77992052426457,61.77992052426457,16
LLAMA3-8B,C-lo,8,A1,1,61.77992052426457,222.28230957747405,160.50238905320947,16
LLAMA3-8B,C-lo,8,A2,0,0.0,23.790016684328737,23.790016684328737,16
LLAMA3-8B,C-lo,8,A2,1,23.790016684328737,66.13935256791483,42.34933588358609,16
LLAMA3-8B,C-lo,8,A3,0,0.0,30.785260330785526,30.785260330785526,16
LLAMA3-8B,C-lo,8,A3,1,30.785260330785526,87.86033924858407,57.07507891779854,16
LLAMA3-8B,C-lo,8,A3a,0,0.0,30.785260330785526,30.785260330785526,16
LLAMA3-8B,C-lo,8,A3a,1,30.785260330785526,87.28346269702105,56.498202366235525,16
LLAMA3-8B,C-lo,8,A3b,0,0.0,30.463372041264897,30.463372041264897,16
LLAMA3-8B,C-lo,8,A3b,1,30.463372041264897,86.5360290259756,56.0726569847107,16
LLAMA3-8B,C-lo,8,A4,0,0.0,30.77801606158226,30.77801606158226,16
LLAMA3-8B,C-lo,8,A4,1,30.77801606158226,87.3951761900698,56.61716012848754,16
LLAMA3-8B,C-lo,8,A4b,0,0.0,30.249316812121595,30.249316812121595,16
LLAMA3-8B,C-lo,8,A4b,1,30.249316812121595,86.67502448391697,56.42570767179538,16
LLAMA3-8B,C-lo,8,A5,0,0.0,11.842088589266064,11.842088589266064,16
LLAMA3-8B,C-lo,8,A5,1,11.842088589266064,62.62065689434407,50.77856830507801,16
LLAMA3-8B,C-lo,8,A6,0,0.0,11.842088589266064,11.842088589266064,16
LLAMA3-8B,C-lo,8,A6,1,11.842088589266064,40.87581800986187,29.033729420595805,16
LLAMA3-8B,D-hi,8,A2,0,0.0,42.68006531467846,42.68006531467846,16
LLAMA3-8B,D-hi,8,A2,1,42.68006531467846,103.7619792682093,61.081913953530844,16
LLAMA3-8B,D-hi,8,A2,2,103.7619792682093,165.99398122048984,62.23200195228054,16
LLAMA3-8B,D-hi,8,A2,3,165.99398122048984,229.37607117152083,63.38208995103099,16
LLAMA3-8B,D-hi,8,A3,0,0.0,55.720120538452555,55.720120538452555,16
LLAMA3-8B,D-hi,8,A3,1,55.720120538452555,139.08863502967992,83.36851449122736,16
LLAMA3-8B,D-hi,8,A3,2,139.08863502967992,224.24011957849345,85.15148454881353,16
LLAMA3-8B,D-hi,8,A3,3,224.24011957849345,310.88955286449595,86.6494332860025,16
LLAMA3-8B,D-hi,8,A3a,0,0.0,55.720120538452555,55.720120538452555,16
LLAMA3-8B,D-hi,8,A3a,1,55.720120538452555,138.66590135614925,82.94578081769669,16
LLAMA3-8B,D-hi,8,A3a,2,138.66590135614925,223.34798986936104,84.6820885132118,16
LLAMA3-8B,D-hi,8,A3a,3,223.34798986936104,309.45447224173705,86.10648237237601,16
LLAMA3-8B,D-hi,8,A3b,0,0.0,55.39339412035266,55.39339412035266,16
LLAMA3-8B,D-hi,8,A3b,1,55.39339412035266,138.56285834630012,83.16946422594745,16
LLAMA3-8B,D-hi,8,A3b,2,138.56285834630012,223.18653289186898,84.62367454556886,16
LLAMA3-8B,D-hi,8,A3b,3,223.18653289186898,309.1600703636208,85.9735374717518,16
LLAMA3-8B,D-hi,8,A4,0,0.0,55.71022641727374,55.71022641727374,16
LLAMA3-8B,D-hi,8,A4,1,55.71022641727374,138.83964097484198,83.12941455756825,16
LLAMA3-8B,D-hi,8,A4,2,138.83964097484198,223.32971803658535,84.49007706174336,16
LLAMA3-8B,D-hi,8,A4,3,223.32971803658535,309.28817323530075,85.9584551987154,16
LLAMA3-8B,D-hi,8,A4b,0,0.0,55.38019286758339,55.38019286758339,16
LLAMA3-8B,D-hi,8,A4b,1,55.38019286758339,137.7839448190196,82.40375195143622,16
LLAMA3-8B,D-hi,8,A4b,2,137.7839448190196,221.36637346103447,83.58242864201486,16
LLAMA3-8B,D-hi,8,A4b,3,221.36637346103447,306.46128881939,85.09491535835554,16
LLAMA3-8B,D-hi,8,A6,0,0.0,19.049196166462867,19.049196166462867,16
LLAMA3-8B,D-hi,8,A6,1,19.049196166462867,56.36258758015782,37.31339141369496,16
LLAMA3-8B,D-hi,8,A6,2,56.36258758015782,94.8546556936047,38.49206811344688,16
LLAMA3-8B,D-hi,8,A6,3,94.8546556936047,134.85921052442623,40.00455483082153,16
LLAMA3-8B,D-lo,8,A1,0,0.0,163.70131370928658,163.70131370928658,16
LLAMA3-8B,D-lo,8,A2,0,0.0,42.68006531467846,42.68006531467846,16
LLAMA3-8B,D-lo,8,A3,0,0.0,55.72005909843562,55.72005909843562,16
LLAMA3-8B,D-lo,8,A3a,0,0.0,55.72005909843562,55.72005909843562,16
LLAMA3-8B,D-lo,8,A3b,0,0.0,55.39333268033583,55.39333268033583,16
LLAMA3-8B,D-lo,8,A4,0,0.0,55.70946400214129,55.70946400214129,16
LLAMA3-8B,D-lo,8,A4b,0,0.0,55.37943045245177,55.37943045245177,16
LLAMA3-8B,D-lo,8,A5,0,0.0,19.048416431468958,19.048416431468958,16
LLAMA3-8B,D-lo,8,A6,0,0.0,19.048416431468958,19.048416431468958,16
LLAMA3-8B,N-hi,8,A2,0,0.0,166.49227790857165,166.49227790857165,64
LLAMA3-8B,N-hi,8,A2,1,166.49227790857165,636.1232997939993,469.6310218854277,64
LLAMA3-8B,N-lo,8,A1,0,0.0,41.77283577848916,41.77283577848916,4
LLAMA3-8B,N-lo,8,A1,1,41.77283577848916,91.43296735402701,49.660131575537854,4
LLAMA3-8B,N-lo,8,A2,0,0.0,12.575295508567152,12.575295508567152,4
LLAMA3-8B,N-lo,8,A2,1,12.575295508567152,25.21128024562849,12.635984737061339,4
LLAMA3-8B,N-lo,8,A3,0,0.0,15.775279509386262,15.775279509386262,4
LLAMA3-8B,N-lo,8,A3,1,15.775279509386262,32.82675385040439,17.051474341018125,4
LLAMA3-8B,N-lo,8,A3a,0,0.0,15.775279509386262,15.775279509386262,4
LLAMA3-8B,N-lo,8,A3a,1,15.775279509386262,32.74952899565318,16.974249486266917,4
LLAMA3-8B,N-lo,8,A3b,0,0.0,15.693597904647623,15.693597904647623,4
LLAMA3-8B,N-lo,8,A3b,1,15.693597904647623,32.569119067539695,16.87552116289207,4
LLAMA3-8B,N-lo,8,A4,0,0.0,15.772777979106616,15.772777979106616,4
LLAMA3-8B,N-lo,8,A4,1,15.772777979106616,32.65767680640471,16.884898827298095,4
LLAMA3-8B,N-lo,8,A4b,0,0.0,15.690269591659227,15.690269591659227,4
LLAMA3-8B,N-lo,8,A4b,1,15.690269591659227,32.53229856246033,16.842028970801106,4
LLAMA3-8B,N-lo,8,A5,0,0.0,6.587530206228845,6.587530206228845,4
LLAMA3-8B,N-lo,8,A5,1,6.587530206228845,21.607261879373226,15.019731673144381,4
LLAMA3-8B,N-lo,8,A6,0,0.0,6.587530206228845,6.587530206228845,4
LLAMA3-8B,N-lo,8,A6,1,6.587530206228845,14.501269655173248,7.913739448944403,4
LLAMA3-8B,baseline,8,A1,0,0.0,163.68031301445092,163.68031301445092,16
LLAMA3-8B,baseline,8,A1,1,163.68031301445092,475.6383764188702,311.9580634044193,16
LLAMA3-8B,baseline,8,A2,0,0.0,42.68006531467846,42.68006531467846,16
LLAMA3-8B,baseline,8,A2,1,42.68006531467846,103.7619792682093,61.081913953530844,16
LLAMA3-8B,baseline,8,A3,0,0.0,55.72007957844336,55.72007957844336,16
LLAMA3-8B,baseline,8,A3,1,55.72007957844336,139.0885467146569,83.36846713621354,16
LLAMA3-8B,baseline,8,A3a,0,0.0,55.72007957844336,55.72007957844336,16
LLAMA3-8B,baseline,8,A3a,1,55.72007957844336,138.66581048112437,82.945730902681,16
LLAMA3-8B,baseline,8,A3b,0,0.0,55.393353160343516,55.393353160343516,16
LLAMA3-8B,baseline,8,A3b,1,55.393353160343516,138.5627700312775,83.16941687093399,16
LLAMA3-8B,baseline,8,A4,0,0.0,55.71023793227808,55.71023793227808,16
LLAMA3-8B,baseline,8,A4,1,55.71023793227808,138.83900705501122,83.12876912273313,16
LLAMA3-8B,baseline,8,A4b,0,0.0,55.38020438258772,55.38020438258772,16
LLAMA3-8B,baseline,8,A4b,1,55.38020438258772,137.78331089918893,82.40310651660121,16
LLAMA3-8B,baseline,8,A5,0,0.0,19.04920828146322,19.04920828146322,16
LLAMA3-8B,baseline,8,A5,1,19.04920828146322,97.05125945024749,78.00205116878426,16
LLAMA3-8B,baseline,8,A6,0,0.0,19.04920828146322,19.04920828146322,16
LLAMA3-8B,baseline,8,A6,1,19.04920828146322,56.36195426029589,37.312745978832666,16
LLAMA3-8B,broadcast,8,A1,0,0.0,11.655348680277333,11.655348680277333,1
LLAMA3-8B,broadcast,8,A1,1,11.655348680277333,180.7974826536553,169.14213397337795,16
LLAMA3-8B,broadcast,8,A2,0,0.0,5.412174445188248,5.412174445188248,1
LLAMA3-8B,broadcast,8,A2,1,5.412174445188248,47.823012735573414,42.410838290385165,16
LLAMA3-8B,broadcast,8,A3,0,0.0,6.1979297294524205,6.1979297294524205,1
LLAMA3-8B,broadcast,8,A3,1,6.1979297294524205,63.7204208003857,57.522491070933285,16
LLAMA3-8B,broadcast,8,A3a,0,0.0,6.1979297294524205,6.1979297294524205,1
LLAMA3-8B,broadcast,8,A3a,1,6.1979297294524205,63.35703552660401,57.15910579715159,16
LLAMA3-8B,broadcast,8,A3b,0,0.0,6.097629382635969,6.097629382635969,1
LLAMA3-8B,broadcast,8,A3b,1,6.097629382635969,63.35747209263739,57.25984271000142,16
LLAMA3-8B,broadcast,8,A4,0,0.0,6.197010511881448,6.197010511881448,1
LLAMA3-8B,broadcast,8,A4,1,6.197010511881448,63.43335174121033,57.236341229328886,16
LLAMA3-8B,broadcast,8,A4b,0,0.0,6.137001841226324,6.137001841226324,1
LLAMA3-8B,broadcast,8,A4b,1,6.137001841226324,63.164950855089685,57.02794901386336,16
LLAMA3-8B,broadcast,8,A5,0,0.0,4.091050986060476,4.091050986060476,1
LLAMA3-8B,broadcast,8,A5,1,4.091050986060476,25.23353013446556,21.142479148405084,16
LLAMA3-8B,broadcast,8,A6,0,0.0,4.091050986060476,4.091050986060476,1
LLAMA3-8B,broadcast,8,A6,1,4.091050986060476,25.23353013446556,21.142479148405084,16
LLAMA3-8B,k-hi,32,A1,0,0.0,163.68031301445092,163.68031301445092,16
LLAMA3-8B,k-hi,32,A1,1,163.68031301445092,475.6383764188702,311.9580634044193,16
LLAMA3-8B,k-hi,32,A2,0,0.0,42.68006531467846,42.68006531467846,16
LLAMA3-8B,k-hi,32,A2,1,42.68006531467846,107.04221218077838,64.36214686609992,16
LLAMA3-8B,k-hi,32,A3,0,0.0,55.72006933843951,55.72006933843951,16
LLAMA3-8B,k-hi,32,A3,1,55.72006933843951,143.16981633012708,87.44974699168756,16
LLAMA3-8B,k-hi,32,A3a,0,0.0,55.72006933843951,55.72006933843951,16
LLAMA3-8B,k-hi,32,A3a,1,55.72006933843951,147.3377332147451,91.61766387630558,16
LLAMA3-8B,k-hi,32,A3b,0,0.0,55.393342920339684,55.393342920339684,16
LLAMA3-8B,k-hi,32,A3b,1,55.393342920339684,141.3622423856685,85.96889946532883,16
LLAMA3-8B,k-hi,32,A4,0,0.0,55.71023793227808,55.71023793227808,16
LLAMA3-8B,k-hi,32,A4,1,55.71023793227808,147.37716617287995,91.66692824060186,16
LLAMA3-8B,k-hi,32,A4b,0,0.0,55.38020438258772,55.38020438258772,16
LLAMA3-8B,k-hi,32,A4b,1,55.38020438258772,146.32147001693144,90.94126563434372,16
LLAMA3-8B,k-hi,32,A5,0,0.0,19.04920828146322,19.04920828146322,16
LLAMA3-8B,k-hi,32,A5,1,19.04920828146322,179.31473728976692,160.2655290083037,16
LLAMA3-8B,k-hi,32,A6,0,0.0,19.04920828146322,19.04920828146322,16
LLAMA3-8B,k-hi,32,A6,1,19.04920828146322,64.90011337874566,45.850905097282435,16
LLAMA3-8B,k-lo,2,A1,0,0.0,163.68031301445092,163.68031301445092,16
LLAMA3-8B,k-lo,2,A1,1,163.68031301445092,475.6383764188702,311.9580634044193,16
LLAMA3-8B,k-lo,2,A2,0,0.0,42.68006531467846,42.68006531467846,16
LLAMA3-8B,k-lo,2,A2,1,42.68006531467846,103.00604624616022,60.325980931481766,16
LLAMA3-8B,k-lo,2,A3,0,0.0,55.72006933843948,55.72006933843948,16
LLAMA3-8B,k-lo,2,A3,1,55.72006933843948,137.57931435347945,81.85924501503996,16
LLAMA3-8B,k-lo,2,A3a,0,0.0,55.72006933843948,55.72006933843948,16
LLAMA3-8B,k-lo,2,A3a,1,55.72006933843948,136.47347856727376,80.75340922883427,16
LLAMA3-8B,k-lo,2,A3b,0,0.0,55.393342920339684,55.393342920339684,16
LLAMA3-8B,k-lo,2,A3b,1,55.393342920339684,136.21245866823975,80.81911574790007,16
LLAMA3-8B,k-lo,2,A4,0,0.0,55.71023793227808,55.71023793227808,16
LLAMA3-8B,k-lo,2,A4,1,55.71023793227808,136.5799788313396,80.8697408990615,16
LLAMA3-8B,k-lo,2,A4b,0,0.0,55.38020438258772,55.38020438258772,16
LLAMA3-8B,k-lo,2,A4b,1,55.38020438258772,135.52428267552784,80.14407829294012,16
LLAMA3-8B,k-lo,2,A5,0,0.0,19.04920828146322,19.04920828146322,16
LLAMA3-8B,k-lo,2,A5,1,19.04920828146322,77.69932757589298,58.65011929442976,16
LLAMA3-8B,k-lo,2,A6,0,0.0,19.04920828146322,19.04920828146322,16
LLAMA3-8B,k-lo,2,A6,1,19.04920828146322,54.10292603551982,35.053717754056606,16
LLAMA3-8B,pipeline,8,A1,0,0.0,11.656321748269336,11.656321748269336,1
LLAMA3-8B,pipeline,8,A1,1,11.656321748269336,23.65401808725565,11.997696338986314,1
LLAMA3-8B,pipeline,8,A1,2,23.65401808725565,35.92222102877727,12.268202941521622,1
LLAMA3-8B,pipeline,8,A1,3,35.92222102877727,48.54678185535021,12.624560826572939,1
LLAMA3-8B,pipeline,8,A2,0,0.0,5.412174445188248,5.412174445188248,1
LLAMA3-8B,pipeline,8,A2,1,5.412174445188248,9.486277404444566,4.074102959256318,1
LLAMA3-8B,pipeline,8,A2,2,9.486277404444566,13.630680469071345,4.144403064626779,1
LLAMA3-8B,pipeline,8,A2,3,13.630680469071345,17.845383639068455,4.21470316999711,1
LLAMA3-8B,pipeline,8,A3,0,0.0,6.197920774452473,6.197920774452473,1
LLAMA3-8B,pipeline,8,A3,1,6.197920774452473,11.24957047953194,5.051649705079467,1
LLAMA3-8B,pipeline,8,A3,2,11.24957047953194,16.431079069328526,5.181508589796586,1
LLAMA3-8B,pipeline,8,A3,3,16.431079069328526,21.680724548939462,5.249645479610937,1
LLAMA3-8B,pipeline,8,A3a,0,0.0,6.197920774452473,6.197920774452473,1
LLAMA3-8B,pipeline,8,A3a,1,6.197920774452473,11.253334420910504,5.055413646458031,1
LLAMA3-8B,pipeline,8,A3a,2,11.253334420910504,16.436606813842022,5.183272392931519,1
LLAMA3-8B,pipeline,8,A3a,3,16.436606813842022,21.688712219990954,5.252105406148932,1
LLAMA3-8B,pipeline,8,A3b,0,0.0,6.097620427636018,6.097620427636018,1
LLAMA3-8B,pipeline,8,A3b,1,6.097620427636018,11.069177088036808,4.97155666040079,1
LLAMA3-8B,pipeline,8,A3b,2,11.069177088036808,16.151377525545147,5.082200437508339,1
LLAMA3-8B,pipeline,8,A3b,3,16.151377525545147,21.34418078011621,5.192803254571064,1
LLAMA3-8B,pipeline,8,A4,0,0.0,6.197013071881535,6.197013071881535,1
LLAMA3-8B,pipeline,8,A4,1,6.197013071881535,11.248506101644674,5.051493029763139,1
LLAMA3-8B,pipeline,8,A4,2,11.248506101644674,16.42797037688588,5.179464275241207,1
