dram_row,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
0,h0-chunk0 (256/256 tok),h0-chunk1 (256/256 tok),h0-chunk2 (256/256 tok),h0-chunk3 (256/256 tok),h1-chunk0 (256/256 tok),h1-chunk1 (256/256 tok),h1-chunk2 (256/256 tok),h1-chunk3 (256/256 tok),h2-chunk0 (256/256 tok),h2-chunk1 (256/256 tok),h2-chunk2 (256/256 tok),h2-chunk3 (256/256 tok),h3-chunk0 (256/256 tok),h3-chunk1 (256/256 tok),h3-chunk2 (256/256 tok),all-heads-all-rounds-repairs (128/256 tok)
1,h3-chunk3 (256/256 tok),,,,,,,,,,,,,,,
