model,GPUs,Q_heads,KV_heads,gqa_size,q,cached,total_kv,link_GBps,gpu_attention_us,pim_softmax_us,q_input_us,output_us,q_input_bytes,new_kv_bytes,cached_kv_bytes,cached_kv_readback_us,new_kv_transfer_us,gpu_service_us,plain_scan_us,plain_service_us,plain_new_kv_exposed_us,plain_overlap_window_us,plain_speedup_over_GPU,plain_profile_repeats,mq_scan_us,mq_service_us,mq_new_kv_exposed_us,mq_overlap_window_us,mq_speedup_over_GPU,mq_profile_repeats
GPT-13B,1,40,40,1,1,1024,1025,300,20.22297346623614,0.061157517899761336,0.034133333333333335,0.034133333333333335,10240,20480,20971520,69.90506666666667,0.06826666666666667,90.12804013290281,1.54569,1.6751141845664281,0,0.736702,53.80411733318989,"{""scan-N1025-H8-Q1"": 1}",1.54569,1.6751141845664281,0,0.736702,53.80411733318989,"{""scan-N1025-H8-Q1"": 1}"
GPT-13B,1,40,40,1,2,1024,1026,300,20.573219149234877,0.12243436754176612,0.06826666666666667,0.06826666666666667,20480,40960,20971520,69.90506666666667,0.13653333333333334,90.47828581590154,3.09138,3.3503477008750995,0,0.736702,27.00564057643,"{""scan-N1026-H8-Q1"": 2}",1.849445,2.1084127008750997,0,0.856666,42.91298652220621,"{""scan-N1026-H8-Q2"": 1}"
GPT-13B,1,40,40,1,4,1024,1028,300,21.275529973325845,0.24534606205250595,0.13653333333333334,0.13653333333333334,40960,81920,20971520,69.90506666666667,0.2730666666666667,91.18059663999252,6.18276,6.701172728719173,0,0.736702,13.606662644169791,"{""scan-N1028-H8-Q1"": 4}",2.0924490000000002,2.610861728719173,0,0.9058820000000001,34.92356398541395,"{""scan-N1028-H8-Q4"": 1}"
GPT-13B,1,40,40,1,8,1024,1032,300,22.68742945388179,0.4926014319809069,0.2730666666666667,0.2730666666666667,81920,163840,20971520,69.90506666666667,0.5461333333333334,92.59249612054846,12.365520000000002,13.404254765314242,0,0.736702,6.9076944404359635,"{""scan-N1032-H8-Q1"": 8}",2.8406860000000003,3.87942076531424,0,1.0996700000000001,23.867608522492482,"{""scan-N1032-H8-Q8"": 1}"
GPT-13B,1,40,40,1,12,1024,1036,300,24.109032710936404,0.7417661097852029,0.4096,0.4096,122880,245760,20971520,69.90506666666667,0.8192,94.01409937760307,18.548280000000002,20.191744109785205,0.08249800000000007,0.736702,4.656066304447792,"{""scan-N1036-H8-Q1"": 12}",4.933135,6.494101109785204,0,1.0996700000000001,14.476845646265684,"{""scan-N1036-H8-Q4"": 1, ""scan-N1036-H8-Q8"": 1}"
GPT-13B,1,40,40,1,16,1024,1040,300,25.540339744489685,0.9928400954653936,0.5461333333333334,0.5461333333333334,163840,327680,20971520,69.90506666666667,1.0922666666666667,95.44540641115636,24.731040000000004,27.17171142879873,0.35556466666666675,0.736702,3.5126755508670593,"{""scan-N1040-H8-Q1"": 16}",5.6813720000000005,7.766478762132061,0,1.0996700000000001,12.289405448004418,"{""scan-N1040-H8-Q8"": 2}"
GPT-13B,1,40,40,1,24,1024,1048,300,28.432065141092238,1.5007159904534606,0.8192,0.8192,245760,491520,20971520,69.90506666666667,1.6384,98.33713180775891,37.539504000000015,41.58031799045347,0.9016980000000001,0.736702,2.36499229828729,"{""scan-N1048-H8-Q1"": 24}",8.561277,12.239122990453462,0.5387299999999999,1.0996700000000001,8.03465508798809,"{""scan-N1048-H8-Q8"": 3}"
GPT-13B,1,40,40,1,32,1024,1056,300,31.36260564368946,2.0162291169451074,1.0922666666666667,1.0922666666666667,327680,655360,20971520,69.90506666666667,2.1845333333333334,101.26767231035613,50.05267200000002,55.701265783611795,1.4478313333333335,0.736702,1.8180497496010353,"{""scan-N1056-H8-Q1"": 32}",11.415036,16.700661783611775,1.0848633333333333,1.0996700000000001,6.063692183128293,"{""scan-N1056-H8-Q8"": 4}"
GPT-13B,1,40,40,1,48,1024,1072,300,37.340131966867894,3.070167064439141,1.6384,1.6384,491520,983040,20971520,69.90506666666667,3.2768,107.24519863353456,75.964896,84.85196106443914,2.5400980000000004,0.736702,1.2639094876321046,"{""scan-N1072-H8-Q1"": 48}",17.205606,25.729703064439143,2.17713,1.0996700000000001,4.168147543908404,"{""scan-N1072-H8-Q8"": 6}"
GPT-13B,1,40,40,1,64,1024,1088,300,43.47291871402499,4.154653937947494,2.1845333333333334,2.1845333333333334,655360,1310720,20971520,69.90506666666667,4.369066666666667,113.37798538069165,102.46771199999992,114.62379727128075,3.6323646666666667,0.736702,0.9891312980354278,"{""scan-N1088-H8-Q1"": 64}",23.026936000000003,34.82005327128083,3.2693966666666667,1.0996700000000001,3.25611177264351,"{""scan-N1088-H8-Q8"": 8}"
