model,dtype,xpu,hw,cores,Lin,bs,max_lout,max_context_len,required_cap,k_row_cap,k_data_cap,capacity_bytes,capacity_GB,hit_search_limit
GPT-175B,W16A16,GPU,BA,8,2048,1,2977,5024,1971769866673.2144,1623875104177.2144,1540903403520.0,1975684956160,1975.68495616,False
