model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
LLAMA-7B,W16A16,GPU,1280,16.0,93.07875894988067,BA,8,False,False,False,0,17,2,1,13461912478.80984,219428066304.0,12908062719.999998,4.240345230452241,0.022517613365155134,0.7056256416652248,2.785069056,0.0014021957040572792,0.26620410804238664,0.45952661567541764,4.1868710124686235,0.10421488000000001,0.6573563305244393,2.719117994666666,0.7061818072775178,0.1591289962094623,0.049792503158781413,0.4484348311561956,2.7190087679999997,0.00010922666666666666,0.0,0.265334359296611,0.4408474479809069,427604449.7764352,373121490.37547517,33504310.067199998,17554001.1008,1305587.2204800001,2064535.0604800002,370445878.55872,54370469.15071999,2254000.3786752,769.7203199999999,421611.43808,57194.577919999996,54525.952
