model,workload,baseline,variant,metric,reduction_percent
GPT-13B,KVChime-CB-3,F0,F1,TTFT_energy_mJ,78.56018192310222
GPT-13B,KVChime-CB-3,F0,F1,TBT_energy_mJ,-6.288303211476887e-11
GPT-13B,KVChime-CB-3,F0,F1,E2E_energy_mJ,67.09408872021714
GPT-13B,KVChime-CB-3,F0,F1,simultaneous_peak_KV_GiB,-196.99620880723242
GPT-13B,KVChime-CB-3,F1,F2,TTFT_ms,-8.145420246893487
GPT-13B,KVChime-CB-3,F1,F2,TBT_ms,19.768825688025338
GPT-13B,KVChime-CB-3,F1,F2,E2E_ms,5.6911378134747554
GPT-13B,KVChime-CB-3,F1,F2,TTFT_energy_mJ,-0.2804940430962466
GPT-13B,KVChime-CB-3,F1,F2,TBT_energy_mJ,8.736506451948056
GPT-13B,KVChime-CB-3,F1,F2,E2E_energy_mJ,3.7189641208719926
GPT-13B,KVChime-CB-3,F1,F2,simultaneous_peak_KV_GiB,-0.7511783189316557
GPT-13B,KVChime-CB-3,F2,F3,TTFT_ms,7.5319141839734645
GPT-13B,KVChime-CB-3,F2,F3,TBT_ms,-0.3862327149565914
GPT-13B,KVChime-CB-3,F2,F3,E2E_ms,4.192914580022888
GPT-13B,KVChime-CB-3,F2,F3,TTFT_energy_mJ,0.21949424054883426
GPT-13B,KVChime-CB-3,F2,F3,TBT_energy_mJ,-0.24401468946275706
GPT-13B,KVChime-CB-3,F2,F3,E2E_energy_mJ,0.024620417282139595
GPT-13B,KVChime-CB-3,F2,F3,simultaneous_peak_KV_GiB,26.156132742069104
GPT-13B,KVChime-CB-3,F3,F4,TTFT_ms,0.0
GPT-13B,KVChime-CB-3,F3,F4,TBT_ms,0.0
GPT-13B,KVChime-CB-3,F3,F4,E2E_ms,0.0
GPT-13B,KVChime-CB-3,F3,F4,TTFT_energy_mJ,0.0
GPT-13B,KVChime-CB-3,F3,F4,TBT_energy_mJ,0.0
GPT-13B,KVChime-CB-3,F3,F4,E2E_energy_mJ,0.0
GPT-13B,KVChime-CB-3,F3,F4,simultaneous_peak_KV_GiB,0.0
GPT-13B,KVChime-CB-3,F0,F4,TTFT_ms,79.11443576101138
GPT-13B,KVChime-CB-3,F0,F4,TBT_ms,19.458946645188423
GPT-13B,KVChime-CB-3,F0,F4,E2E_ms,68.95414727216404
GPT-13B,KVChime-CB-3,F0,F4,TTFT_energy_mJ,78.54723567456577
GPT-13B,KVChime-CB-3,F0,F4,TBT_energy_mJ,8.513810121516386
GPT-13B,KVChime-CB-3,F0,F4,E2E_energy_mJ,68.32564803244507
GPT-13B,KVChime-CB-3,F0,F4,simultaneous_peak_KV_GiB,-120.96092155147274
GPT-13B,KVChime-CB-2,F0,F1,TTFT_ms,79.04217348140284
GPT-13B,KVChime-CB-2,F0,F1,TBT_ms,-6.359357485052897e-11
GPT-13B,KVChime-CB-2,F0,F1,E2E_ms,65.71403220266319
GPT-13B,KVChime-CB-2,F0,F1,TTFT_energy_mJ,78.56791236351694
GPT-13B,KVChime-CB-2,F0,F1,TBT_energy_mJ,-5.782041512247815e-11
GPT-13B,KVChime-CB-2,F0,F1,E2E_energy_mJ,67.21966965240267
GPT-13B,KVChime-CB-2,F0,F1,simultaneous_peak_KV_GiB,-194.83703490049032
GPT-13B,KVChime-CB-2,F1,F2,TTFT_ms,-8.089895629309973
GPT-13B,KVChime-CB-2,F1,F2,TBT_ms,19.945246349214496
GPT-13B,KVChime-CB-2,F1,F2,E2E_ms,5.697970584055023
GPT-13B,KVChime-CB-2,F1,F2,TTFT_energy_mJ,-0.2799583083546331
GPT-13B,KVChime-CB-2,F1,F2,TBT_energy_mJ,8.823168050128105
GPT-13B,KVChime-CB-2,F1,F2,E2E_energy_mJ,3.7311154422128845
GPT-13B,KVChime-CB-2,F1,F2,simultaneous_peak_KV_GiB,-0.7576795147720583
GPT-13B,KVChime-CB-2,F2,F3,TTFT_ms,7.484414322180443
GPT-13B,KVChime-CB-2,F2,F3,TBT_ms,-0.3939709766332289
GPT-13B,KVChime-CB-2,F2,F3,E2E_ms,4.195158865878601
GPT-13B,KVChime-CB-2,F2,F3,TTFT_energy_mJ,0.21889296350185994
GPT-13B,KVChime-CB-2,F2,F3,TBT_energy_mJ,-0.2512240744685812
GPT-13B,KVChime-CB-2,F2,F3,E2E_energy_mJ,0.022703976118576552
GPT-13B,KVChime-CB-2,F2,F3,simultaneous_peak_KV_GiB,26.324706659093444
GPT-13B,KVChime-CB-2,F3,F4,TTFT_ms,0.0
GPT-13B,KVChime-CB-2,F3,F4,TBT_ms,0.0
GPT-13B,KVChime-CB-2,F3,F4,E2E_ms,0.0
GPT-13B,KVChime-CB-2,F3,F4,TTFT_energy_mJ,0.0
GPT-13B,KVChime-CB-2,F3,F4,TBT_energy_mJ,0.0
GPT-13B,KVChime-CB-2,F3,F4,E2E_energy_mJ,0.0
GPT-13B,KVChime-CB-2,F3,F4,simultaneous_peak_KV_GiB,0.0
GPT-13B,KVChime-CB-2,F0,F4,TTFT_ms,79.04217348140284
GPT-13B,KVChime-CB-2,F0,F4,TBT_ms,19.629853854364065
GPT-13B,KVChime-CB-2,F0,F4,E2E_ms,69.02403057352238
GPT-13B,KVChime-CB-2,F0,F4,TTFT_energy_mJ,78.5549561230626
GPT-13B,KVChime-CB-2,F0,F4,TBT_energy_mJ,8.594109897879399
GPT-13B,KVChime-CB-2,F0,F4,E2E_energy_mJ,68.44990637241655
GPT-13B,KVChime-CB-2,F0,F4,simultaneous_peak_KV_GiB,-118.86789731756564
GPT-13B,KVChime-EPIC-long-4000,F0,F1,TTFT_ms,95.25782953569913
GPT-13B,KVChime-EPIC-long-4000,F0,F1,TBT_ms,-6.277200981230635e-11
GPT-13B,KVChime-EPIC-long-4000,F0,F1,E2E_ms,73.84686121503886
GPT-13B,KVChime-EPIC-long-4000,F0,F1,TTFT_energy_mJ,95.75169084539161
GPT-13B,KVChime-EPIC-long-4000,F0,F1,TBT_energy_mJ,-4.5785597535541456e-11
GPT-13B,KVChime-EPIC-long-4000,F0,F1,E2E_energy_mJ,77.29912420718105
GPT-13B,KVChime-EPIC-long-4000,F0,F1,simultaneous_peak_KV_GiB,-99.62898837496907
GPT-13B,KVChime-EPIC-long-4000,F1,F2,TTFT_ms,-34.47964222733528
GPT-13B,KVChime-EPIC-long-4000,F1,F2,TBT_ms,22.465470673006582
GPT-13B,KVChime-EPIC-long-4000,F1,F2,E2E_ms,14.460842554552421
GPT-13B,KVChime-EPIC-long-4000,F1,F2,TTFT_energy_mJ,-1.3725618853587696
GPT-13B,KVChime-EPIC-long-4000,F1,F2,TBT_energy_mJ,10.113279173265632
GPT-13B,KVChime-EPIC-long-4000,F1,F2,E2E_energy_mJ,8.378019696999228
GPT-13B,KVChime-EPIC-long-4000,F1,F2,simultaneous_peak_KV_GiB,-1.061826291661494
GPT-13B,KVChime-EPIC-long-4000,F2,F3,TTFT_ms,25.63930246709617
GPT-13B,KVChime-EPIC-long-4000,F2,F3,TBT_ms,-0.30394270628713027
GPT-13B,KVChime-EPIC-long-4000,F2,F3,E2E_ms,5.4293033182237105
GPT-13B,KVChime-EPIC-long-4000,F2,F3,TTFT_energy_mJ,1.318346711268259
GPT-13B,KVChime-EPIC-long-4000,F2,F3,TBT_energy_mJ,-0.07542901900470245
GPT-13B,KVChime-EPIC-long-4000,F2,F3,E2E_energy_mJ,0.15754917171644234
GPT-13B,KVChime-EPIC-long-4000,F2,F3,simultaneous_peak_KV_GiB,48.083170890188434
GPT-13B,KVChime-EPIC-long-4000,F3,F4,TTFT_ms,28.725436090750765
GPT-13B,KVChime-EPIC-long-4000,F3,F4,TBT_ms,8.43769498715119e-13
GPT-13B,KVChime-EPIC-long-4000,F3,F4,E2E_ms,4.991485062892165
GPT-13B,KVChime-EPIC-long-4000,F3,F4,TTFT_energy_mJ,7.114049526288968
GPT-13B,KVChime-EPIC-long-4000,F3,F4,TBT_energy_mJ,7.771561172376096e-14
GPT-13B,KVChime-EPIC-long-4000,F3,F4,E2E_energy_mJ,1.1753316697589722
GPT-13B,KVChime-EPIC-long-4000,F3,F4,simultaneous_peak_KV_GiB,2.023165749639877
GPT-13B,KVChime-EPIC-long-4000,F0,F4,TTFT_ms,96.62003868173635
GPT-13B,KVChime-EPIC-long-4000,F0,F4,TBT_ms,22.22981012621498
GPT-13B,KVChime-EPIC-long-4000,F0,F4,E2E_ms,79.89945167349481
GPT-13B,KVChime-EPIC-long-4000,F0,F4,TTFT_energy_mJ,96.05249233578223
GPT-13B,KVChime-EPIC-long-4000,F0,F4,TBT_energy_mJ,10.045478501489413
GPT-13B,KVChime-EPIC-long-4000,F0,F4,E2E_energy_mJ,79.47784869118483
GPT-13B,KVChime-EPIC-long-4000,F0,F4,simultaneous_peak_KV_GiB,-2.622433836260196
GPT-13B,KVChime-EPIC-long-8000,F0,F1,TTFT_ms,96.17785991203789
GPT-13B,KVChime-EPIC-long-8000,F0,F1,TBT_ms,-1.9384494009955233e-11
GPT-13B,KVChime-EPIC-long-8000,F0,F1,E2E_ms,84.86176632415746
GPT-13B,KVChime-EPIC-long-8000,F0,F1,TTFT_energy_mJ,96.95999594905686
GPT-13B,KVChime-EPIC-long-8000,F0,F1,TBT_energy_mJ,9.15045816896054e-11
GPT-13B,KVChime-EPIC-long-8000,F0,F1,E2E_energy_mJ,87.16187491215462
GPT-13B,KVChime-EPIC-long-8000,F0,F1,simultaneous_peak_KV_GiB,-99.81361829025846
GPT-13B,KVChime-EPIC-long-8000,F1,F2,TTFT_ms,-31.57065694211665
GPT-13B,KVChime-EPIC-long-8000,F1,F2,TBT_ms,35.95588506546179
GPT-13B,KVChime-EPIC-long-8000,F1,F2,E2E_ms,20.9125938114884
GPT-13B,KVChime-EPIC-long-8000,F1,F2,TTFT_energy_mJ,-1.6139360129122204
GPT-13B,KVChime-EPIC-long-8000,F1,F2,TBT_energy_mJ,18.055075572894573
GPT-13B,KVChime-EPIC-long-8000,F1,F2,E2E_energy_mJ,13.868209486558747
GPT-13B,KVChime-EPIC-long-8000,F1,F2,simultaneous_peak_KV_GiB,-1.1555562465020763
GPT-13B,KVChime-EPIC-long-8000,F2,F3,TTFT_ms,23.995211148034233
GPT-13B,KVChime-EPIC-long-8000,F2,F3,TBT_ms,-0.4947430971766309
GPT-13B,KVChime-EPIC-long-8000,F2,F3,E2E_ms,8.58154009973343
GPT-13B,KVChime-EPIC-long-8000,F2,F3,TTFT_energy_mJ,1.551525522139774
GPT-13B,KVChime-EPIC-long-8000,F2,F3,TBT_energy_mJ,-0.12505821344923618
GPT-13B,KVChime-EPIC-long-8000,F2,F3,E2E_energy_mJ,0.29598006552566947
GPT-13B,KVChime-EPIC-long-8000,F2,F3,simultaneous_peak_KV_GiB,48.23928455614418
GPT-13B,KVChime-EPIC-long-8000,F3,F4,TTFT_ms,20.592171683134552
GPT-13B,KVChime-EPIC-long-8000,F3,F4,TBT_ms,1.0769163338864018e-12
GPT-13B,KVChime-EPIC-long-8000,F3,F4,E2E_ms,6.344965589884999
GPT-13B,KVChime-EPIC-long-8000,F3,F4,TTFT_energy_mJ,10.356739082997212
GPT-13B,KVChime-EPIC-long-8000,F3,F4,TBT_energy_mJ,-4.884981308350689e-13
GPT-13B,KVChime-EPIC-long-8000,F3,F4,E2E_energy_mJ,2.568122230425063
GPT-13B,KVChime-EPIC-long-8000,F3,F4,simultaneous_peak_KV_GiB,2.2066966950025635
GPT-13B,KVChime-EPIC-long-8000,F0,F4,TTFT_ms,96.96492156092096
GPT-13B,KVChime-EPIC-long-8000,F0,F4,TBT_ms,35.63903122766352
GPT-13B,KVChime-EPIC-long-8000,F0,F4,E2E_ms,89.74944062793094
GPT-13B,KVChime-EPIC-long-8000,F0,F4,TTFT_energy_mJ,97.2738228486668
GPT-13B,KVChime-EPIC-long-8000,F0,F4,TBT_energy_mJ,17.952596714468385
GPT-13B,KVChime-EPIC-long-8000,F0,F4,E2E_energy_mJ,89.25815652306746
GPT-13B,KVChime-EPIC-long-8000,F0,F4,simultaneous_peak_KV_GiB,-2.311443836978122
GPT-13B,KVChime-EPIC-long-16000,F0,F1,TTFT_ms,96.94968166261233
GPT-13B,KVChime-EPIC-long-16000,F0,F1,TBT_ms,3.5147440513583206e-10
GPT-13B,KVChime-EPIC-long-16000,F0,F1,E2E_ms,91.39038152463358
GPT-13B,KVChime-EPIC-long-16000,F0,F1,TTFT_energy_mJ,97.52049480802289
GPT-13B,KVChime-EPIC-long-16000,F0,F1,TBT_energy_mJ,-2.1294077612310502e-11
GPT-13B,KVChime-EPIC-long-16000,F0,F1,E2E_energy_mJ,92.73595215861432
GPT-13B,KVChime-EPIC-long-16000,F0,F1,simultaneous_peak_KV_GiB,-99.90660024906602
GPT-13B,KVChime-EPIC-long-16000,F1,F2,TTFT_ms,-25.914872943827795
GPT-13B,KVChime-EPIC-long-16000,F1,F2,TBT_ms,51.62120972043682
GPT-13B,KVChime-EPIC-long-16000,F1,F2,E2E_ms,25.72601283660306
GPT-13B,KVChime-EPIC-long-16000,F1,F2,TTFT_energy_mJ,-1.5014858896314598
GPT-13B,KVChime-EPIC-long-16000,F1,F2,TBT_energy_mJ,29.837047270866734
GPT-13B,KVChime-EPIC-long-16000,F1,F2,E2E_energy_mJ,19.664792464404744
GPT-13B,KVChime-EPIC-long-16000,F1,F2,simultaneous_peak_KV_GiB,-1.2026942843793798
GPT-13B,KVChime-EPIC-long-16000,F2,F3,TTFT_ms,20.581264419326175
GPT-13B,KVChime-EPIC-long-16000,F2,F3,TBT_ms,-0.8946862216365092
GPT-13B,KVChime-EPIC-long-16000,F2,F3,E2E_ms,11.264599180898195
GPT-13B,KVChime-EPIC-long-16000,F2,F3,TTFT_energy_mJ,1.4473751877753238
GPT-13B,KVChime-EPIC-long-16000,F2,F3,TBT_energy_mJ,-0.21838527097708393
GPT-13B,KVChime-EPIC-long-16000,F2,F3,E2E_energy_mJ,0.4647671223934724
GPT-13B,KVChime-EPIC-long-16000,F2,F3,simultaneous_peak_KV_GiB,48.31780986346271
GPT-13B,KVChime-EPIC-long-16000,F3,F4,TTFT_ms,7.156000595025391
GPT-13B,KVChime-EPIC-long-16000,F3,F4,TBT_ms,-1.1546319456101628e-12
GPT-13B,KVChime-EPIC-long-16000,F3,F4,E2E_ms,3.626202694395575
GPT-13B,KVChime-EPIC-long-16000,F3,F4,TTFT_energy_mJ,13.42100427262859
GPT-13B,KVChime-EPIC-long-16000,F3,F4,TBT_energy_mJ,-1.2434497875801753e-12
GPT-13B,KVChime-EPIC-long-16000,F3,F4,E2E_energy_mJ,5.449810719248427
GPT-13B,KVChime-EPIC-long-16000,F3,F4,simultaneous_peak_KV_GiB,2.2992920788762583
GPT-13B,KVChime-EPIC-long-16000,F0,F4,TTFT_ms,97.16796246098596
GPT-13B,KVChime-EPIC-long-16000,F0,F4,TBT_ms,51.188371349782145
GPT-13B,KVChime-EPIC-long-16000,F0,F4,E2E_ms,94.53139529721544
GPT-13B,KVChime-EPIC-long-16000,F0,F4,TTFT_energy_mJ,97.85257422512827
GPT-13B,KVChime-EPIC-long-16000,F0,F4,TBT_energy_mJ,29.683821716407856
GPT-13B,KVChime-EPIC-long-16000,F0,F4,E2E_energy_mJ,94.50808438863858
GPT-13B,KVChime-EPIC-long-16000,F0,F4,simultaneous_peak_KV_GiB,-2.1545765877957646
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F1,TTFT_ms,96.15457818603403
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F1,TBT_ms,-1.7497114868092467e-11
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F1,E2E_ms,84.8440505975265
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F1,TTFT_energy_mJ,96.94015362966209
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F1,TBT_energy_mJ,9.336975637097567e-11
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F1,E2E_energy_mJ,87.14604316979559
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F1,simultaneous_peak_KV_GiB,-99.8136645962733
GPT-13B,KVChime-EPIC-shared-readers-B1,F1,F2,TTFT_ms,-31.3753788824787
GPT-13B,KVChime-EPIC-shared-readers-B1,F1,F2,TBT_ms,35.9614950764793
GPT-13B,KVChime-EPIC-shared-readers-B1,F1,F2,E2E_ms,20.886220985722215
GPT-13B,KVChime-EPIC-shared-readers-B1,F1,F2,TTFT_energy_mJ,-1.60342072498878
GPT-13B,KVChime-EPIC-shared-readers-B1,F1,F2,TBT_energy_mJ,18.058584377500853
GPT-13B,KVChime-EPIC-shared-readers-B1,F1,F2,E2E_energy_mJ,13.850983290957576
GPT-13B,KVChime-EPIC-shared-readers-B1,F1,F2,simultaneous_peak_KV_GiB,-1.1555797326701978
GPT-13B,KVChime-EPIC-shared-readers-B1,F2,F3,TTFT_ms,23.88223664842514
GPT-13B,KVChime-EPIC-shared-readers-B1,F2,F3,TBT_ms,-0.49617504475114593
GPT-13B,KVChime-EPIC-shared-readers-B1,F2,F3,E2E_ms,8.566982403046076
GPT-13B,KVChime-EPIC-shared-readers-B1,F2,F3,TTFT_energy_mJ,1.5411926688952526
GPT-13B,KVChime-EPIC-shared-readers-B1,F2,F3,TBT_energy_mJ,-0.12505745984285888
GPT-13B,KVChime-EPIC-shared-readers-B1,F2,F3,E2E_energy_mJ,0.2954802594093642
GPT-13B,KVChime-EPIC-shared-readers-B1,F2,F3,simultaneous_peak_KV_GiB,48.227277266895605
GPT-13B,KVChime-EPIC-shared-readers-B1,F3,F4,TTFT_ms,20.50097645156641
GPT-13B,KVChime-EPIC-shared-readers-B1,F3,F4,TBT_ms,6.439293542825908e-13
GPT-13B,KVChime-EPIC-shared-readers-B1,F3,F4,E2E_ms,6.345000049968618
GPT-13B,KVChime-EPIC-shared-readers-B1,F3,F4,TTFT_energy_mJ,10.490599132099632
GPT-13B,KVChime-EPIC-shared-readers-B1,F3,F4,TBT_energy_mJ,-5.773159728050814e-13
GPT-13B,KVChime-EPIC-shared-readers-B1,F3,F4,E2E_energy_mJ,2.614597104319971
GPT-13B,KVChime-EPIC-shared-readers-B1,F3,F4,simultaneous_peak_KV_GiB,2.2062293184549886
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F4,TTFT_ms,96.9429272065786
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F4,TBT_ms,35.64375199600621
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F4,E2E_ms,89.7323915726912
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F4,TTFT_energy_mJ,97.2601223324677
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F4,TBT_energy_mJ,17.956110524640202
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F4,E2E_energy_mJ,89.24783616955918
GPT-13B,KVChime-EPIC-shared-readers-B1,F0,F4,simultaneous_peak_KV_GiB,-2.3357142857142854
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F1,TTFT_ms,95.71594258584378
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F1,TBT_ms,-1.8265389201133075e-10
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F1,E2E_ms,87.73614032767982
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F1,TTFT_energy_mJ,97.23065528589174
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F1,TBT_energy_mJ,4.212186155427844e-11
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F1,E2E_energy_mJ,90.98163977433722
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F1,simultaneous_peak_KV_GiB,-49.98136645962732
GPT-13B,KVChime-EPIC-shared-readers-B2,F1,F2,TTFT_ms,-38.41758277761191
GPT-13B,KVChime-EPIC-shared-readers-B2,F1,F2,TBT_ms,35.798233180529536
GPT-13B,KVChime-EPIC-shared-readers-B2,F1,F2,E2E_ms,12.034272714689475
GPT-13B,KVChime-EPIC-shared-readers-B2,F1,F2,TTFT_energy_mJ,-1.7748819920976988
GPT-13B,KVChime-EPIC-shared-readers-B2,F1,F2,TBT_energy_mJ,29.60215902408738
GPT-13B,KVChime-EPIC-shared-readers-B2,F1,F2,E2E_energy_mJ,20.58619911338959
GPT-13B,KVChime-EPIC-shared-readers-B2,F1,F2,simultaneous_peak_KV_GiB,-1.5395287199237995
GPT-13B,KVChime-EPIC-shared-readers-B2,F2,F3,TTFT_ms,27.75484299515285
GPT-13B,KVChime-EPIC-shared-readers-B2,F2,F3,TBT_ms,-5.87156713135597
GPT-13B,KVChime-EPIC-shared-readers-B2,F2,F3,E2E_ms,11.071054932323399
GPT-13B,KVChime-EPIC-shared-readers-B2,F2,F3,TTFT_energy_mJ,1.703125482965584
GPT-13B,KVChime-EPIC-shared-readers-B2,F2,F3,TBT_energy_mJ,-0.23862316080471846
GPT-13B,KVChime-EPIC-shared-readers-B2,F2,F3,E2E_energy_mJ,0.47642883289500393
GPT-13B,KVChime-EPIC-shared-readers-B2,F2,F3,simultaneous_peak_KV_GiB,64.00815702268672
GPT-13B,KVChime-EPIC-shared-readers-B2,F3,F4,TTFT_ms,3.0295463384599874
GPT-13B,KVChime-EPIC-shared-readers-B2,F3,F4,TBT_ms,3.823504108044151
GPT-13B,KVChime-EPIC-shared-readers-B2,F3,F4,E2E_ms,3.49851925525545
GPT-13B,KVChime-EPIC-shared-readers-B2,F3,F4,TTFT_energy_mJ,11.571352254017174
GPT-13B,KVChime-EPIC-shared-readers-B2,F3,F4,TBT_energy_mJ,3.2487544466973883
GPT-13B,KVChime-EPIC-shared-readers-B2,F3,F4,E2E_energy_mJ,6.275788292439321
GPT-13B,KVChime-EPIC-shared-readers-B2,F3,F4,simultaneous_peak_KV_GiB,4.212017337601637
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F4,TTFT_ms,95.84573009037186
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F4,TBT_ms,34.62747325029479
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F4,E2E_ms,90.74198696279151
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F4,TTFT_energy_mJ,97.55008894013527
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F4,TBT_energy_mJ,31.726683898056883
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F4,E2E_energy_mJ,93.31961782048678
GPT-13B,KVChime-EPIC-shared-readers-B2,F0,F4,simultaneous_peak_KV_GiB,47.49658385093167
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F1,TTFT_ms,95.91274744744884
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F1,TBT_ms,2.1057600108065344e-10
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F1,E2E_ms,90.18474712282813
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F1,TTFT_energy_mJ,97.37292399454877
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F1,TBT_energy_mJ,3.985700658404312e-12
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F1,E2E_energy_mJ,93.02137450390848
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F1,simultaneous_peak_KV_GiB,-25.06521739130434
GPT-13B,KVChime-EPIC-shared-readers-B4,F1,F2,TTFT_ms,-40.37590524944213
GPT-13B,KVChime-EPIC-shared-readers-B4,F1,F2,TBT_ms,51.458758388559644
GPT-13B,KVChime-EPIC-shared-readers-B4,F1,F2,E2E_ms,15.500936202860382
GPT-13B,KVChime-EPIC-shared-readers-B4,F1,F2,TTFT_energy_mJ,-1.8730325448816032
GPT-13B,KVChime-EPIC-shared-readers-B4,F1,F2,TBT_energy_mJ,43.50762115660808
GPT-13B,KVChime-EPIC-shared-readers-B4,F1,F2,E2E_energy_mJ,27.187700858895937
GPT-13B,KVChime-EPIC-shared-readers-B4,F1,F2,simultaneous_peak_KV_GiB,-1.8462417123985109
GPT-13B,KVChime-EPIC-shared-readers-B4,F2,F3,TTFT_ms,28.7627033839574
GPT-13B,KVChime-EPIC-shared-readers-B4,F2,F3,TBT_ms,-11.513361739119254
GPT-13B,KVChime-EPIC-shared-readers-B4,F2,F3,E2E_ms,14.685018909867031
GPT-13B,KVChime-EPIC-shared-readers-B4,F2,F3,TTFT_energy_mJ,1.7955762842346012
GPT-13B,KVChime-EPIC-shared-readers-B4,F2,F3,TBT_energy_mJ,-0.4341280162782679
GPT-13B,KVChime-EPIC-shared-readers-B4,F2,F3,E2E_energy_mJ,0.6877588067437879
GPT-13B,KVChime-EPIC-shared-readers-B4,F2,F3,simultaneous_peak_KV_GiB,76.5290324153653
GPT-13B,KVChime-EPIC-shared-readers-B4,F3,F4,TTFT_ms,2.951231173117652
GPT-13B,KVChime-EPIC-shared-readers-B4,F3,F4,TBT_ms,11.479620379228761
GPT-13B,KVChime-EPIC-shared-readers-B4,F3,F4,E2E_ms,6.847534991534721
GPT-13B,KVChime-EPIC-shared-readers-B4,F3,F4,TTFT_energy_mJ,12.189548178413967
GPT-13B,KVChime-EPIC-shared-readers-B4,F3,F4,TBT_energy_mJ,8.908396342570846
GPT-13B,KVChime-EPIC-shared-readers-B4,F3,F4,E2E_energy_mJ,10.540908304525376
GPT-13B,KVChime-EPIC-shared-readers-B4,F3,F4,simultaneous_peak_KV_GiB,7.722432867605045
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F4,TTFT_ms,96.03337171890378
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F4,TBT_ms,52.08394475693936
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F4,E2E_ms,93.40867022087286
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F4,TTFT_energy_mJ,97.69214172486824
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F4,TBT_energy_mJ,48.31678469835386
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F4,E2E_energy_mJ,95.48558058954742
GPT-13B,KVChime-EPIC-shared-readers-B4,F0,F4,simultaneous_peak_KV_GiB,72.41273291925465
LLAMA-65B,KVChime-CB-3,F0,F1,TTFT_ms,79.36057443083055
LLAMA-65B,KVChime-CB-3,F0,F1,TBT_ms,-3.388400671155978e-11
LLAMA-65B,KVChime-CB-3,F0,F1,E2E_ms,64.69955008610683
LLAMA-65B,KVChime-CB-3,F0,F1,TTFT_energy_mJ,79.82520107182052
LLAMA-65B,KVChime-CB-3,F0,F1,TBT_energy_mJ,-5.737632591262809e-11
LLAMA-65B,KVChime-CB-3,F0,F1,E2E_energy_mJ,68.00192293774478
LLAMA-65B,KVChime-CB-3,F0,F1,simultaneous_peak_KV_GiB,-196.99620880723242
LLAMA-65B,KVChime-CB-3,F1,F2,TTFT_ms,-4.053068268520987
LLAMA-65B,KVChime-CB-3,F1,F2,TBT_ms,22.087964187945662
LLAMA-65B,KVChime-CB-3,F1,F2,E2E_ms,9.62743291189484
LLAMA-65B,KVChime-CB-3,F1,F2,TTFT_energy_mJ,-0.19650576369805162
LLAMA-65B,KVChime-CB-3,F1,F2,TBT_energy_mJ,5.443248444273352
LLAMA-65B,KVChime-CB-3,F1,F2,E2E_energy_mJ,2.414057257855562
LLAMA-65B,KVChime-CB-3,F1,F2,simultaneous_peak_KV_GiB,-0.3314021995286742
LLAMA-65B,KVChime-CB-3,F2,F3,TTFT_ms,3.8951934200167626
LLAMA-65B,KVChime-CB-3,F2,F3,TBT_ms,-0.4269534623156934
LLAMA-65B,KVChime-CB-3,F2,F3,E2E_ms,1.9451390200494245
LLAMA-65B,KVChime-CB-3,F2,F3,TTFT_energy_mJ,0.1579500176162485
LLAMA-65B,KVChime-CB-3,F2,F3,TBT_energy_mJ,-0.19549055574326069
LLAMA-65B,KVChime-CB-3,F2,F3,E2E_energy_mJ,-0.0005742260756891326
