model,workload,baseline,variant,metric,reduction_percent
LLAMA3.1-8B,KVChime-CB-3,F3,F4,TBT_ms,7.9035501063997815
LLAMA3.1-8B,KVChime-CB-3,F3,F4,E2E_ms,2.580916832602942
LLAMA3.1-8B,KVChime-CB-3,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-CB-3,F3,F4,TBT_energy_mJ,1.820428663227991
LLAMA3.1-8B,KVChime-CB-3,F3,F4,E2E_energy_mJ,0.7528731699300573
LLAMA3.1-8B,KVChime-CB-3,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-CB-3,F0,F4,TTFT_ms,79.43877142188764
LLAMA3.1-8B,KVChime-CB-3,F0,F4,TBT_ms,23.801980348979978
LLAMA3.1-8B,KVChime-CB-3,F0,F4,E2E_ms,73.45541312175258
LLAMA3.1-8B,KVChime-CB-3,F0,F4,TTFT_energy_mJ,78.36048723865622
LLAMA3.1-8B,KVChime-CB-3,F0,F4,TBT_energy_mJ,2.6907701775660153
LLAMA3.1-8B,KVChime-CB-3,F0,F4,E2E_energy_mJ,68.26395547931708
LLAMA3.1-8B,KVChime-CB-3,F0,F4,simultaneous_peak_KV_GiB,-122.61410032079323
LLAMA3.1-8B,KVChime-CB-2,F0,F1,TTFT_ms,79.15299149504646
LLAMA3.1-8B,KVChime-CB-2,F0,F1,TBT_ms,5.687672555154677e-11
LLAMA3.1-8B,KVChime-CB-2,F0,F1,E2E_ms,70.66014078796958
LLAMA3.1-8B,KVChime-CB-2,F0,F1,TTFT_energy_mJ,78.34814149225805
LLAMA3.1-8B,KVChime-CB-2,F0,F1,TBT_energy_mJ,2.065014825802791e-12
LLAMA3.1-8B,KVChime-CB-2,F0,F1,E2E_energy_mJ,68.00403652787074
LLAMA3.1-8B,KVChime-CB-2,F0,F1,simultaneous_peak_KV_GiB,-194.83703490049032
LLAMA3.1-8B,KVChime-CB-2,F1,F2,TTFT_ms,-1.1988803387607883
LLAMA3.1-8B,KVChime-CB-2,F1,F2,TBT_ms,19.133120572786076
LLAMA3.1-8B,KVChime-CB-2,F1,F2,E2E_ms,6.236586680955936
LLAMA3.1-8B,KVChime-CB-2,F1,F2,TTFT_energy_mJ,-0.07710921579893171
LLAMA3.1-8B,KVChime-CB-2,F1,F2,TBT_energy_mJ,1.2374692694679723
LLAMA3.1-8B,KVChime-CB-2,F1,F2,E2E_energy_mJ,0.46533558100567696
LLAMA3.1-8B,KVChime-CB-2,F1,F2,simultaneous_peak_KV_GiB,-0.9691107415378486
LLAMA3.1-8B,KVChime-CB-2,F2,F3,TTFT_ms,1.1846774734538323
LLAMA3.1-8B,KVChime-CB-2,F2,F3,TBT_ms,-2.1270924479537046
LLAMA3.1-8B,KVChime-CB-2,F2,F3,E2E_ms,0.1401362985073984
LLAMA3.1-8B,KVChime-CB-2,F2,F3,TTFT_energy_mJ,0.05961722959926252
LLAMA3.1-8B,KVChime-CB-2,F2,F3,TBT_energy_mJ,-0.3527531398196171
LLAMA3.1-8B,KVChime-CB-2,F2,F3,E2E_energy_mJ,-0.1092223774430856
LLAMA3.1-8B,KVChime-CB-2,F2,F3,simultaneous_peak_KV_GiB,25.92392982796102
LLAMA3.1-8B,KVChime-CB-2,F3,F4,TTFT_ms,0.0
LLAMA3.1-8B,KVChime-CB-2,F3,F4,TBT_ms,7.979336438534689
LLAMA3.1-8B,KVChime-CB-2,F3,F4,E2E_ms,2.5738437723915597
LLAMA3.1-8B,KVChime-CB-2,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-CB-2,F3,F4,TBT_energy_mJ,1.845309759076763
LLAMA3.1-8B,KVChime-CB-2,F3,F4,E2E_energy_mJ,0.757375693618989
LLAMA3.1-8B,KVChime-CB-2,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-CB-2,F0,F4,TTFT_ms,79.15299149504646
LLAMA3.1-8B,KVChime-CB-2,F0,F4,TBT_ms,24.00290129062821
LLAMA3.1-8B,KVChime-CB-2,F0,F4,E2E_ms,73.23557165100183
LLAMA3.1-8B,KVChime-CB-2,F0,F4,TTFT_energy_mJ,78.34436410559715
LLAMA3.1-8B,KVChime-CB-2,F0,F4,TBT_energy_mJ,2.717984795671402
LLAMA3.1-8B,KVChime-CB-2,F0,F4,E2E_energy_mJ,68.35960644882793
LLAMA3.1-8B,KVChime-CB-2,F0,F4,simultaneous_peak_KV_GiB,-120.52026247476206
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F1,TTFT_ms,96.85323630360048
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F1,TBT_ms,6.821210263296962e-11
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F1,E2E_ms,83.38202016012464
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F1,TTFT_energy_mJ,95.97449102981146
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F1,TBT_energy_mJ,5.10702591327572e-11
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F1,E2E_energy_mJ,79.17809719639772
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F1,simultaneous_peak_KV_GiB,-99.62898837496907
LLAMA3.1-8B,KVChime-EPIC-long-4000,F1,F2,TTFT_ms,-7.1347213465501325
LLAMA3.1-8B,KVChime-EPIC-long-4000,F1,F2,TBT_ms,21.428736001168048
LLAMA3.1-8B,KVChime-EPIC-long-4000,F1,F2,E2E_ms,16.772285904661967
LLAMA3.1-8B,KVChime-EPIC-long-4000,F1,F2,TTFT_energy_mJ,-0.4020073082430242
LLAMA3.1-8B,KVChime-EPIC-long-4000,F1,F2,TBT_energy_mJ,1.4357475232830375
LLAMA3.1-8B,KVChime-EPIC-long-4000,F1,F2,E2E_energy_mJ,1.1426330927638229
LLAMA3.1-8B,KVChime-EPIC-long-4000,F1,F2,simultaneous_peak_KV_GiB,-1.3737455086110684
LLAMA3.1-8B,KVChime-EPIC-long-4000,F2,F3,TTFT_ms,6.659578945906208
LLAMA3.1-8B,KVChime-EPIC-long-4000,F2,F3,TBT_ms,-1.7737007411446237
LLAMA3.1-8B,KVChime-EPIC-long-4000,F2,F3,E2E_ms,-0.003987253524573298
LLAMA3.1-8B,KVChime-EPIC-long-4000,F2,F3,TTFT_energy_mJ,0.3898608992454755
LLAMA3.1-8B,KVChime-EPIC-long-4000,F2,F3,TBT_energy_mJ,-0.10654973126755785
LLAMA3.1-8B,KVChime-EPIC-long-4000,F2,F3,E2E_energy_mJ,-0.02613714007086987
LLAMA3.1-8B,KVChime-EPIC-long-4000,F2,F3,simultaneous_peak_KV_GiB,47.93522267206478
LLAMA3.1-8B,KVChime-EPIC-long-4000,F3,F4,TTFT_ms,0.0
LLAMA3.1-8B,KVChime-EPIC-long-4000,F3,F4,TBT_ms,8.68441840428985
LLAMA3.1-8B,KVChime-EPIC-long-4000,F3,F4,E2E_ms,6.983436726498249
LLAMA3.1-8B,KVChime-EPIC-long-4000,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-EPIC-long-4000,F3,F4,TBT_energy_mJ,1.9192384655579375
LLAMA3.1-8B,KVChime-EPIC-long-4000,F3,F4,E2E_energy_mJ,1.6096377383042038
LLAMA3.1-8B,KVChime-EPIC-long-4000,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F4,TTFT_ms,96.85323630360048
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F4,TBT_ms,26.979601933441998
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F4,E2E_ms,87.13458499926323
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F4,TTFT_energy_mJ,95.97406516559424
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F4,TBT_energy_mJ,3.224426207218256
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F4,E2E_energy_mJ,79.74204927119636
LLAMA3.1-8B,KVChime-EPIC-long-4000,F0,F4,simultaneous_peak_KV_GiB,-5.364209745238679
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F1,TTFT_ms,97.48295356652432
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F1,TBT_ms,8.537615059367454e-12
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F1,E2E_ms,91.71472866289281
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F1,TTFT_energy_mJ,97.09530804773568
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F1,TBT_energy_mJ,-4.909406214892442e-11
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F1,E2E_energy_mJ,88.96619642410064
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F1,simultaneous_peak_KV_GiB,-99.81361829025846
LLAMA3.1-8B,KVChime-EPIC-long-8000,F1,F2,TTFT_ms,-5.301825922180603
LLAMA3.1-8B,KVChime-EPIC-long-8000,F1,F2,TBT_ms,32.2826557718214
LLAMA3.1-8B,KVChime-EPIC-long-8000,F1,F2,E2E_ms,21.540202742341542
LLAMA3.1-8B,KVChime-EPIC-long-8000,F1,F2,TTFT_energy_mJ,-0.4607158231143327
LLAMA3.1-8B,KVChime-EPIC-long-8000,F1,F2,TBT_energy_mJ,2.75723662095273
LLAMA3.1-8B,KVChime-EPIC-long-8000,F1,F2,E2E_energy_mJ,1.9810230447846577
LLAMA3.1-8B,KVChime-EPIC-long-8000,F1,F2,simultaneous_peak_KV_GiB,-1.4677647534357297
LLAMA3.1-8B,KVChime-EPIC-long-8000,F2,F3,TTFT_ms,5.03488507986436
LLAMA3.1-8B,KVChime-EPIC-long-8000,F2,F3,TBT_ms,-2.106193279560431
LLAMA3.1-8B,KVChime-EPIC-long-8000,F2,F3,E2E_ms,0.6331560413038839
LLAMA3.1-8B,KVChime-EPIC-long-8000,F2,F3,TTFT_energy_mJ,0.44798424991292496
LLAMA3.1-8B,KVChime-EPIC-long-8000,F2,F3,TBT_energy_mJ,-0.17526770951341586
LLAMA3.1-8B,KVChime-EPIC-long-8000,F2,F3,E2E_energy_mJ,-0.02118590065678383
LLAMA3.1-8B,KVChime-EPIC-long-8000,F2,F3,simultaneous_peak_KV_GiB,48.09085598827912
LLAMA3.1-8B,KVChime-EPIC-long-8000,F3,F4,TTFT_ms,0.0
LLAMA3.1-8B,KVChime-EPIC-long-8000,F3,F4,TBT_ms,15.228125168892603
LLAMA3.1-8B,KVChime-EPIC-long-8000,F3,F4,E2E_ms,9.64531760737215
LLAMA3.1-8B,KVChime-EPIC-long-8000,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-EPIC-long-8000,F3,F4,TBT_energy_mJ,3.7029731641644026
LLAMA3.1-8B,KVChime-EPIC-long-8000,F3,F4,E2E_energy_mJ,2.7918096118982327
LLAMA3.1-8B,KVChime-EPIC-long-8000,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F4,TTFT_ms,97.48295356652432
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F4,TBT_ms,41.38567193551812
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F4,E2E_ms,94.16358617877678
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F4,TTFT_energy_mJ,97.09499818568773
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F4,TBT_energy_mJ,6.193986057269452
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F4,E2E_energy_mJ,89.4844916725445
LLAMA3.1-8B,KVChime-EPIC-long-8000,F0,F4,simultaneous_peak_KV_GiB,-5.243927062624265
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F1,TTFT_ms,97.73810514610787
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F1,TBT_ms,5.622169396701793e-10
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F1,E2E_ms,95.3047055671523
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F1,TTFT_energy_mJ,97.62648311751747
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F1,TBT_energy_mJ,3.885780586188048e-11
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F1,E2E_energy_mJ,94.20058143132634
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F1,simultaneous_peak_KV_GiB,-99.90660024906602
LLAMA3.1-8B,KVChime-EPIC-long-16000,F1,F2,TTFT_ms,-3.2570337655887016
LLAMA3.1-8B,KVChime-EPIC-long-16000,F1,F2,TBT_ms,43.8382721585278
LLAMA3.1-8B,KVChime-EPIC-long-16000,F1,F2,E2E_ms,21.715597499797635
LLAMA3.1-8B,KVChime-EPIC-long-16000,F1,F2,TTFT_energy_mJ,-0.41709746370910405
LLAMA3.1-8B,KVChime-EPIC-long-16000,F1,F2,TBT_energy_mJ,5.124552323550191
LLAMA3.1-8B,KVChime-EPIC-long-16000,F1,F2,E2E_energy_mJ,2.936121185159135
LLAMA3.1-8B,KVChime-EPIC-long-16000,F1,F2,simultaneous_peak_KV_GiB,-1.5150482790842634
LLAMA3.1-8B,KVChime-EPIC-long-16000,F2,F3,TTFT_ms,3.1542972394333235
LLAMA3.1-8B,KVChime-EPIC-long-16000,F2,F3,TBT_ms,-3.059023189002863
LLAMA3.1-8B,KVChime-EPIC-long-16000,F2,F3,E2E_ms,0.7906881417445111
LLAMA3.1-8B,KVChime-EPIC-long-16000,F2,F3,TTFT_energy_mJ,0.406407910818829
LLAMA3.1-8B,KVChime-EPIC-long-16000,F2,F3,TBT_energy_mJ,-0.3018060703218195
LLAMA3.1-8B,KVChime-EPIC-long-16000,F2,F3,E2E_energy_mJ,-0.012466170420655232
LLAMA3.1-8B,KVChime-EPIC-long-16000,F2,F3,simultaneous_peak_KV_GiB,48.169139679267445
LLAMA3.1-8B,KVChime-EPIC-long-16000,F3,F4,TTFT_ms,0.0
LLAMA3.1-8B,KVChime-EPIC-long-16000,F3,F4,TBT_ms,24.536315066143587
LLAMA3.1-8B,KVChime-EPIC-long-16000,F3,F4,E2E_ms,9.69604954350276
LLAMA3.1-8B,KVChime-EPIC-long-16000,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-EPIC-long-16000,F3,F4,TBT_energy_mJ,7.0165010781570665
LLAMA3.1-8B,KVChime-EPIC-long-16000,F3,F4,E2E_energy_mJ,4.161924572087372
LLAMA3.1-8B,KVChime-EPIC-long-16000,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F4,TTFT_ms,97.73810514610787
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F4,TBT_ms,56.32182433158282
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F4,E2E_ms,96.70695808073462
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F4,TTFT_energy_mJ,97.62626963306523
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F4,TBT_energy_mJ,11.51524031176393
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F4,E2E_energy_mJ,94.60446744239836
LLAMA3.1-8B,KVChime-EPIC-long-16000,F0,F4,simultaneous_peak_KV_GiB,-5.183102428393527
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F1,TTFT_ms,97.45825219778368
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F1,TBT_ms,1.2534417948018017e-11
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F1,E2E_ms,91.69330465186289
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F1,TTFT_energy_mJ,97.07527230864136
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F1,TBT_energy_mJ,-4.534150832569139e-11
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F1,E2E_energy_mJ,88.94984982588106
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F1,simultaneous_peak_KV_GiB,-99.8136645962733
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F1,F2,TTFT_ms,-5.249236715350913
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F1,F2,TBT_ms,32.28769661559128
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F1,F2,E2E_ms,21.481273461759553
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F1,F2,TTFT_energy_mJ,-0.45754146886016756
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F1,F2,TBT_energy_mJ,2.757797490961811
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F1,F2,E2E_energy_mJ,1.9780021764113864
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F1,F2,simultaneous_peak_KV_GiB,-1.467788312092022
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F2,F3,TTFT_ms,4.987434473798224
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F2,F3,TBT_ms,-2.1054998813503145
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F2,F3,E2E_ms,0.6316263612892281
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F2,F3,TTFT_energy_mJ,0.4448009317000068
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F2,F3,TBT_energy_mJ,-0.17526600344570653
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F2,F3,E2E_energy_mJ,-0.02114869085372284
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F2,F3,simultaneous_peak_KV_GiB,48.07888564453593
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F3,F4,TTFT_ms,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F3,F4,TBT_ms,15.230506165301394
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F3,F4,E2E_ms,9.610767913398377
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F3,F4,TBT_energy_mJ,3.703875776281762
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F3,F4,E2E_energy_mJ,2.7875679966895883
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F4,TTFT_ms,97.45825219778368
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F4,TBT_ms,41.39207934590805
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F4,E2E_ms,94.14177013184548
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F4,TTFT_energy_mJ,97.07495920518107
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F4,TBT_energy_mJ,6.195407960871502
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F4,E2E_energy_mJ,89.46813275657166
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B1,F0,F4,simultaneous_peak_KV_GiB,-5.268245341614897
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F1,TTFT_ms,97.33018726055052
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F1,TBT_ms,1.0798029137504273e-10
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F1,E2E_ms,92.4156018678729
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F1,TTFT_energy_mJ,97.36601749829894
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F1,TBT_energy_mJ,-6.676881270095691e-11
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F1,E2E_energy_mJ,92.72429194172807
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F1,simultaneous_peak_KV_GiB,-49.98136645962732
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F1,F2,TTFT_ms,-8.451324873131849
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F1,F2,TBT_ms,32.14635939868656
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F1,F2,E2E_ms,18.577020867479742
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F1,F2,TTFT_energy_mJ,-0.509649907547427
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F1,F2,TBT_energy_mJ,5.038511109131716
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F1,F2,E2E_energy_mJ,3.125696867768901
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F1,F2,simultaneous_peak_KV_GiB,-1.95547065888102
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F2,F3,TTFT_ms,7.7927354811186955
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F2,F3,TBT_ms,-25.81580088760207
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F2,F3,E2E_ms,-10.853620418303645
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F2,F3,TTFT_energy_mJ,0.49520151081480224
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F2,F3,TBT_energy_mJ,-0.3285403309664314
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F2,F3,E2E_energy_mJ,-0.03388518151470343
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F2,F3,simultaneous_peak_KV_GiB,63.747026582416666
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F3,F4,TTFT_ms,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F3,F4,TBT_ms,28.567751021192144
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F3,F4,E2E_ms,17.988946358914937
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F3,F4,TBT_energy_mJ,8.059489584077673
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F3,F4,E2E_energy_mJ,5.191831718997597
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F4,TTFT_ms,97.33018726055052
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F4,TBT_ms,39.01785948621561
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F4,E2E_ms,94.38576762714403
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F4,TTFT_energy_mJ,97.36570340635068
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F4,TBT_energy_mJ,12.405080168060245
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F4,E2E_energy_mJ,93.31537962481178
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B2,F0,F4,simultaneous_peak_KV_GiB,44.56405279503105
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F1,TTFT_ms,97.18878418321182
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F1,TBT_ms,-1.6846524175662125e-10
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F1,E2E_ms,93.58013289513246
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F1,TTFT_energy_mJ,97.50676601145969
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F1,TBT_energy_mJ,1.6653345369377348e-11
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F1,E2E_energy_mJ,94.7477566043643
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F1,simultaneous_peak_KV_GiB,-25.06521739130434
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F1,F2,TTFT_ms,-11.427693557529462
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F1,F2,TBT_ms,31.649181739192034
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F1,F2,E2E_ms,13.486505099448387
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F1,F2,TTFT_energy_mJ,-0.5394584811573733
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F1,F2,TBT_energy_mJ,10.510192636729453
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F1,F2,E2E_energy_mJ,5.413353298089508
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F1,F2,simultaneous_peak_KV_GiB,-2.3450497876884135
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F2,F3,TTFT_ms,10.255703221236834
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F2,F3,TBT_ms,-71.36963645776892
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F2,F3,E2E_ms,-27.04247270414484
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F2,F3,TTFT_energy_mJ,0.5240096140263439
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F2,F3,TBT_energy_mJ,-2.6568320038541815
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F2,F3,E2E_energy_mJ,-1.0972754218089298
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F2,F3,simultaneous_peak_KV_GiB,76.15604613569572
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F3,F4,TTFT_ms,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F3,F4,TBT_ms,40.50814876304871
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F3,F4,E2E_ms,24.968354686109883
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F3,F4,TTFT_energy_mJ,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F3,F4,TBT_energy_mJ,14.396470545657102
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F3,F4,E2E_energy_mJ,7.4511236168955275
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F4,TTFT_ms,97.18878418321182
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F4,TBT_ms,30.315678335907847
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F4,E2E_ms,94.70576392957429
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F4,TTFT_energy_mJ,97.50645131414858
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F4,TBT_energy_mJ,21.358262150136063
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F4,E2E_energy_mJ,95.35179498791852
LLAMA3.1-8B,KVChime-EPIC-shared-readers-B4,F0,F4,simultaneous_peak_KV_GiB,69.48020186335404
