device,name,kind,m,n,k,numOp,time_us,energy_J,energy_offchip_pJ,energy_L2_pJ,energy_L1_pJ,energy_reg_pJ,energy_alu_pJ,energy_link_pJ
GPU,softmax,SOFTMAX,10,10,1,32,0.015162150779166082,4.18144e-07,367616.0,30720.0,16384.0,864.0,2560.0,0
GPU,context,MATMUL,10,128,10,32,0.2016566053629089,5.706784e-06,4889292.8,408576.0,275251.2,2592.0,131072.0,0
GPU,comm_x2g,X2G,10,8192,1,1,0.5461333333333334,1.703936e-06,0,0,0,0,0,1703936.0
GPU,qkv,FC,129,12288,4096,1,58.52868923076923,0.00910015463424,3012451368.96,492679987.2,2202544373.76,1314788474.88,2077690429.44,0
GPU,proj,FC,129,4096,4096,1,19.50956307692308,0.00321467973632,1024384040.9599999,325287936.0,734181457.92,438262824.96000004,692563476.48,0
GPU,comm_g2g,G2G,129,4096,1,1,0.0,1.0990387200000002e-05,0,0,0,0,0,10990387.200000001
GPU,norm1,NORM,129,4096,1,1,9.223137336515515,0.00010335455231999998,91051130.88,7608729.6,4057989.12,213995.52000000002,422707.2,0
GPU,ff1,FC,129,10922.666666666666,4096,1,58.07497846153846,0.008094540322133333,2681106814.293333,439628595.1999999,1958268108.8,1168700866.5600002,1846835937.28,0
GPU,ff2,FC,129,10922.666666666666,4096,1,58.07497846153846,0.008094540322133333,2681106814.293333,439628595.1999999,1958268108.8,1168700866.5600002,1846835937.28,0
GPU,glu,ACT,129,10922.666666666666,1,1,10.043087315704057,0.00027651391488,242803015.67999998,20289945.599999998,10821304.32,570654.7200000001,2028994.56,0
GPU,ff3,FC,129,4096,10922.666666666666,1,52.02550153846154,0.008515413824853333,2681106814.293333,863207424.0,1955562782.72,1168700866.5600002,1846835937.28,0
GPU,norm2,NORM,129,4096,1,1,9.223137336515515,0.00010335455231999998,91051130.88,7608729.6,4057989.12,213995.52000000002,422707.2,0
GPU,score,MATMUL,129,129,128,32,3.7651410922364175,0.00014687097888,91288243.2,7628544.0,25711165.44,431334.72000000003,21811691.52,0
GPU,softmax,SOFTMAX,129,129,1,32,2.523133511161028,6.958334303999999e-05,61174978.559999995,5112115.2,2726461.44,143778.24000000002,426009.60000000003,0
GPU,context,MATMUL,129,128,129,32,3.7651410922364175,0.00014559228959999998,91288243.2,7628544.0,24432476.16,431334.72000000003,21811691.52,0
GPU,comm_x2g,X2G,129,8192,1,1,7.04512,2.1980774400000003e-05,0,0,0,0,0,21980774.400000002
GPU,qkv,FC,772,12288,4096,1,350.2647138461539,0.038215158333440004,3617576714.24,1740452659.2,12554852106.24,7868346531.84,12433930321.92,0
GPU,proj,FC,772,4096,4096,1,116.75490461538462,0.013021793484799999,1326946713.6,742470451.1999999,4184950702.08,2622782177.28,4144643440.64,0
GPU,comm_g2g,G2G,772,4096,1,1,0.0,6.57719296e-05,0,0,0,0,0,65771929.6
GPU,norm1,NORM,772,4096,1,1,20.952341269689736,0.00061852491776,544895139.84,45534412.8,24285020.16,1280655.36,2529689.6,0
GPU,ff1,FC,772,10922.666666666666,4096,1,278.0395868050089,0.034211717010773336,3235805047.466666,1766876774.3999999,11162566874.453333,6994085806.080001,11052382508.373333,0
GPU,ff2,FC,772,10922.666666666666,4096,1,278.0395868050089,0.034211717010773336,3235805047.466666,1766876774.3999999,11162566874.453333,6994085806.080001,11052382508.373333,0
GPU,glu,ACT,772,10922.666666666666,1,1,32.837316923076926,0.00165479645184,1453053706.24,121425100.8,64760053.76,3415080.9600000004,12142510.08,0
GPU,ff3,FC,772,4096,10922.666666666666,1,311.34641230769233,0.03438327453013333,3235805047.466666,1954624307.1999998,11146376861.013332,6994085806.080001,11052382508.373333,0
GPU,norm2,NORM,772,4096,1,1,20.952341269689736,0.00061852491776,544895139.84,45534412.8,24285020.16,1280655.36,2529689.6,0
GPU,score,MATMUL,772,772,128,32,66.01668923076925,0.0033104476620800004,1458729697.28,212968243.2,842133667.84,15447905.280000001,781168148.48,0
GPU,softmax,SOFTMAX,772,772,1,32,90.36399269970518,0.0024920713369600005,2190932541.44,183086284.79999998,97646018.56,5149301.760000001,15257190.4,0
GPU,context,MATMUL,772,128,772,32,66.01668923076925,0.0031877577164800006,1458729697.28,137077555.2,795334410.24,15447905.280000001,781168148.48,0
GPU,comm_x2g,X2G,772,8192,1,1,42.16149333333333,0.0001315438592,0,0,0,0,0,131543859.2
GPU,qkv,FC,770,12288,4096,1,349.3572923076923,0.038142505123839994,3615694520.3199997,1738447257.6,12538683064.32,7847962214.400001,12401718067.2,0
GPU,proj,FC,770,4096,4096,1,116.45243076923079,0.012996632903679998,1326005616.6399999,741172838.4,4179561021.44,2615987404.8,4133906022.4,0
GPU,comm_g2g,G2G,770,4096,1,1,0.0,6.5601536e-05,0,0,0,0,0,65601536.0
GPU,norm1,NORM,770,4096,1,1,20.915858520286395,0.0006169225216000001,543483494.4,45416448.0,24222105.6,1277337.6,2523136.0,0
GPU,ff1,FC,770,10922.666666666666,4096,1,277.31927699463324,0.03414706399914666,3234079703.04,1765081087.9999998,11148187402.239998,6975966412.799999,11023749393.066666,0
GPU,ff2,FC,770,10922.666666666666,4096,1,277.31927699463324,0.03414706399914666,3234079703.04,1765081087.9999998,11148187402.239998,6975966412.799999,11023749393.066666,0
GPU,glu,ACT,770,10922.666666666666,1,1,32.75224615384616,0.0016505094143999994,1449289318.3999996,121110527.99999997,64592281.599999994,3406233.5999999996,12111052.8,0
GPU,ff3,FC,770,4096,10922.666666666666,1,310.5398153846154,0.03431706438314666,3234079703.04,1951229542.3999996,11132039331.84,6975966412.799999,11023749393.066666,0
GPU,norm2,NORM,770,4096,1,1,20.915858520286395,0.0006169225216000001,543483494.4,45416448.0,24222105.6,1277337.6,2523136.0,0
GPU,score,MATMUL,770,770,128,32,65.67507692307693,0.0032966196031999997,1452119961.6,212179968.0,839825817.6,15367968.000000002,777125888.0,0
GPU,softmax,SOFTMAX,770,770,1,32,89.8963919696757,0.002479175776,2179595264.0,182138880.0,97140736.0,5122656.0,15178240.0,0
GPU,context,MATMUL,770,128,770,32,65.67507692307693,0.0031733644096,1452119961.6,136485888.0,792264704.0,15367968.000000002,777125888.0,0
GPU,comm_x2g,X2G,770,8192,1,1,42.05226666666666,0.000131203072,0,0,0,0,0,131203072.0
GPU,qkv,FC,13,12288,4096,1,39.91486733118068,0.0037460049919999998,2903284121.6,266895360.0,233947791.36,132498063.36000001,209379655.68,0
GPU,proj,FC,13,4096,4096,1,14.999612522813424,0.0013079596236799998,969800417.28,146217369.6,77982597.12,44166021.120000005,69793218.56,0
GPU,comm_g2g,G2G,13,4096,1,1,0.0,1.1075584e-06,0,0,0,0,0,1107558.4000000001
GPU,norm1,NORM,13,4096,1,1,7.107137871121719,1.0415575039999998e-05,9175695.36,766771.2,408944.64,21565.440000000002,42598.4,0
GPU,ff1,FC,13,10922.666666666666,4096,1,39.61066522140854,0.0033303378875733326,2581036837.546666,237410713.59999996,207999030.6133333,117776056.32000001,186115249.4933333,0
GPU,ff2,FC,13,10922.666666666666,4096,1,39.61066522140854,0.0033303378875733326,2581036837.546666,237410713.59999996,207999030.6133333,117776056.32000001,186115249.4933333,0
GPU,glu,ACT,13,10922.666666666666,1,1,8.466667713985679,2.7865743359999998e-05,24468520.96,2044723.2,1090519.04,57507.840000000004,204472.32,0
GPU,ff3,FC,13,4096,10922.666666666666,1,39.9201235434508,0.003482141545813333,2581036837.546666,389487001.59999996,207726400.85333332,117776056.32000001,186115249.4933333,0
GPU,norm2,NORM,13,4096,1,1,7.107137871121719,1.0415575039999998e-05,9175695.36,766771.2,408944.64,21565.440000000002,42598.4,0
GPU,score,MATMUL,13,13,128,32,0.26511020637371896,7.47727136e-06,6427765.76,537139.2,286474.24,4380.4800000000005,221511.68,0
GPU,softmax,SOFTMAX,13,13,1,32,0.02562403481679068,7.0666336e-07,621271.0399999999,51916.799999999996,27688.96,1460.16,4326.4,0
GPU,context,MATMUL,13,128,13,32,0.26511020637371896,7.574182719999999e-06,6427765.76,537139.2,383385.60000000003,4380.4800000000005,221511.68,0
GPU,comm_x2g,X2G,13,8192,1,1,0.7099733333333333,2.2151168e-06,0,0,0,0,0,2215116.8000000003
GPU,qkv,FC,781,12288,4096,1,354.3481107692308,0.03854209777664,3626046586.8799996,1749476966.3999999,12627612794.880001,7960075960.320001,12578885468.16,0
GPU,proj,FC,781,4096,4096,1,118.11603692307693,0.01313501609984,1331181649.9199998,748309708.8,4209204264.96,2653358653.44,4192961822.7200003,0
GPU,comm_g2g,G2G,781,4096,1,1,0.0,6.65387008e-05,0,0,0,0,0,66538700.800000004
GPU,norm1,NORM,781,4096,1,1,21.116513642004772,0.0006257357004799997,551247544.3199999,46065254.4,24568135.68,1295585.28,2559180.8000000003,0
GPU,ff1,FC,781,10922.666666666666,4096,1,281.28098095169946,0.03450265556309333,3243569097.3866663,1774957363.2,11227274499.413332,7075623075.84,11181231527.253332,0
GPU,ff2,FC,781,10922.666666666666,4096,1,281.28098095169946,0.03450265556309333,3243569097.3866663,1774957363.2,11227274499.413332,7075623075.84,11181231527.253332,0
GPU,glu,ACT,781,10922.666666666666,1,1,33.22013538461539,0.0016740881203199998,1469993451.52,122840678.39999999,65515028.480000004,3454894.08,12284067.84,0
GPU,ff3,FC,781,4096,10922.666666666666,1,314.97609846153847,0.03468122019157333,3243569097.3866663,1969900748.7999997,11210895742.293333,7075623075.84,11181231527.253332,0
GPU,norm2,NORM,781,4096,1,1,21.116513642004772,0.0006257357004799997,551247544.3199999,46065254.4,24568135.68,1295585.28,2559180.8000000003,0
GPU,score,MATMUL,781,781,128,32,67.56491076923078,0.0033730115408000002,1488655477.76,216530688.0,852527104.0,15810189.120000001,799488081.92,0
GPU,softmax,SOFTMAX,781,781,1,32,92.48320651410923,0.0025505153238399992,2242314229.7599998,187380019.2,99936010.24,5270063.04,15615001.6,0
GPU,context,MATMUL,781,128,781,32,67.56491076923078,0.0032529219817600003,1488655477.76,139755264.0,809212968.96,15810189.120000001,799488081.92,0
GPU,comm_x2g,X2G,781,8192,1,1,42.653013333333334,0.0001330774016,0,0,0,0,0,133077401.60000001
GPU,qkv,FC,782,12288,4096,1,354.8018215384616,0.038578424381440005,3626987683.8399997,1750479667.2,12635697315.84,7970268119.040001,12594991595.52,0
GPU,proj,FC,782,4096,4096,1,118.26727384615386,0.013147596390400001,1331652198.3999999,748958515.1999999,4211899105.28,2656756039.6800003,4198330531.84,0
GPU,comm_g2g,G2G,782,4096,1,1,0.0,6.66238976e-05,0,0,0,0,0,66623897.6
GPU,norm1,NORM,782,4096,1,1,21.134755016706443,0.00062653689856,551953367.04,46124236.8,24599592.96,1297244.1600000001,2562457.6,0
GPU,ff1,FC,782,10922.666666666666,4096,1,281.6411358568873,0.034534982068906664,3244431769.6,1775855206.3999999,11234464235.519999,7084682772.48,11195548084.906666,0
GPU,ff2,FC,782,10922.666666666666,4096,1,281.6411358568873,0.034534982068906664,3244431769.6,1775855206.3999999,11234464235.519999,7084682772.48,11195548084.906666,0
GPU,glu,ACT,782,10922.666666666666,1,1,33.26267076923077,0.0016762316390399998,1471875645.4399998,122997964.79999998,65598914.559999995,3459317.76,12299796.48,0
GPU,ff3,FC,782,4096,10922.666666666666,1,315.3793969230769,0.03471432526506667,3244431769.6,1971598131.1999998,11218064506.880001,7084682772.48,11195548084.906666,0
GPU,norm2,NORM,782,4096,1,1,21.134755016706443,0.00062653689856,551953367.04,46124236.8,24599592.96,1297244.1600000001,2562457.6,0
GPU,score,MATMUL,782,782,128,32,67.73804307692309,0.0033799971852799997,1491998945.28,216928051.2,853682749.44,15850702.080000002,801536737.28,0
GPU,softmax,SOFTMAX,782,782,1,32,92.7201909307876,0.0025570509145599997,2248060067.8399997,187860172.79999998,100192092.16,5283567.36,15655014.4,0
GPU,context,MATMUL,782,128,782,32,67.73804307692309,0.0032602022924799997,1491998945.28,140054323.2,810761584.64,15850702.080000002,801536737.28,0
GPU,comm_x2g,X2G,782,8192,1,1,42.70762666666667,0.0001332477952,0,0,0,0,0,133247795.2
GPU,qkv,FC,106,12288,4096,1,48.093341538461544,0.00798523916288,2990806138.88,447912345.59999996,1758902353.92,1080368824.3200002,1707249500.16,0
GPU,proj,FC,106,4096,4096,1,17.48848783216783,0.0028991238963199995,1013561425.92,370055577.59999996,586300784.64,360122941.44,569083166.72,0
GPU,comm_g2g,G2G,106,4096,1,1,0.0,9.0308608e-06,0,0,0,0,0,9030860.8
GPU,norm1,NORM,106,4096,1,1,8.803585718377088,8.492699648e-05,74817208.32,6252134.399999999,3334471.68,175841.28,347340.8,0
GPU,ff1,FC,106,10922.666666666666,4096,1,47.720524937388184,0.007102521234773332,2661265353.3866663,399533670.4,1563839255.8933332,960327843.8399999,1517555111.253333,0
GPU,ff2,FC,106,10922.666666666666,4096,1,47.720524937388184,0.007102521234773332,2661265353.3866663,399533670.4,1563839255.8933332,960327843.8399999,1517555111.253333,0
GPU,glu,ACT,106,10922.666666666666,1,1,9.73052136019093,0.00022721298431999996,199512555.51999995,16672358.399999997,8891924.479999999,468910.07999999996,1667235.84,0
GPU,ff3,FC,106,4096,10922.666666666666,1,46.635967552447546,0.007684106048853332,2661265353.3866663,983341465.5999999,1561616274.773333,960327843.8399999,1517555111.253333,0
GPU,norm2,NORM,106,4096,1,1,8.803585718377088,8.492699648e-05,74817208.32,6252134.399999999,3334471.68,175841.28,347340.8,0
