case_id,variant,phase,layer,event,device,step,start_s,end_s,duration_s,energy_J
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,8,ff1,GPU,0,0.0124170285417129,0.012486349785844768,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,8,ff2,GPU,0,0.012486349785844768,0.012555671029976637,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,8,glu,GPU,0,0.012555671029976637,0.012566515916917353,1.0844886940715989e-05,0.00040298151935999995
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,8,ff3,GPU,0,0.012566515916917353,0.012642336027686584,7.582011076923077e-05,0.010812210544639999
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,8,comm_g2g,GPU,0,0.012642336027686584,0.012642336027686584,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,8,norm2,GPU,0,0.012642336027686584,0.012652635406130498,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,qkv,GPU,0,0.012652635406130498,0.012737933030745883,8.529762461538462e-05,0.01168565075968
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_attention,9,attention_service,GPU,0,0.012737933030745883,0.01378414500018947,0.0010462119694435866,0.02610479285376
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,proj,GPU,0,0.01378414500018947,0.013812577541727931,2.843254153846154e-05,0.00408576589824
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,comm_g2g,GPU,0,0.013812577541727931,0.013812577541727931,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,norm1,GPU,0,0.013812577541727931,0.013822876920171845,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,ff1,GPU,0,0.013822876920171845,0.013892198164303713,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,ff2,GPU,0,0.013892198164303713,0.01396151940843558,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,glu,GPU,0,0.01396151940843558,0.013972364295376297,1.0844886940715989e-05,0.00040298151935999995
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,ff3,GPU,0,0.013972364295376297,0.014048184406145529,7.582011076923077e-05,0.010812210544639999
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,comm_g2g,GPU,0,0.014048184406145529,0.014048184406145529,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,9,norm2,GPU,0,0.014048184406145529,0.014058483784589442,1.0299378443914082e-05,0.00015062523904
