case_id,variant,layer,attention_device,common_GPU_ms,attention_service_ms,GPU_attention_kernel_ms,PIM_scan_ms,layer_latency_ms
Fugue-asplos-EPIC-long-4000,F1,0,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,1,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,2,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,3,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,4,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,5,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,6,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,7,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,8,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,9,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,10,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,11,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,12,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,13,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,14,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
Fugue-asplos-EPIC-long-4000,F1,15,GPU,0.2349965395947984,0.4238993813018859,0.2097058879685526,0,0.6588959208966844
