panel,source_panel,sample,model,q,cached_tokens,link_GBps,mode,gpu_service_us,pim_service_us,gpu_throughput_tokens_per_us,pim_throughput_tokens_per_us,gpu_throughput_tokens_per_second,pim_throughput_tokens_per_second,pim_over_gpu_throughput,displayed,original_marker,source_kind
B,e,105,LLAMA-7B,602,1024,300,mq,421.1924356320623,447.0357631567223,1.4292754310665834,1.3466484107423642,1429275.4310665834,1346648.4107423641,0.942189574851532,true,false,integer-refinement
B,e,106,LLAMA-7B,603,1024,300,mq,422.0242092036992,447.3874990047732,1.4288279839153704,1.3478248751728457,1428827.9839153704,1347824.8751728456,0.9433080051242035,true,false,integer-refinement
B,e,107,LLAMA-7B,604,1024,300,mq,422.8567290952746,447.7424063182179,1.4283797760349977,1.348989935902402,1428379.7760349978,1348989.935902402,0.9444196554273739,true,false,integer-refinement
B,e,108,LLAMA-7B,605,1024,300,mq,423.68999530678883,448.1181720970564,1.4279308142783187,1.3500903057976525,1427930.8142783188,1350090.3057976526,0.9454871988878488,true,false,integer-refinement
B,e,109,LLAMA-7B,606,1024,300,mq,424.5240078382417,448.8016333412888,1.427481105452361,1.3502624655984052,1427481.105452361,1350262.4655984053,0.9459056658900675,true,false,integer-refinement
B,e,110,LLAMA-7B,607,1024,300,mq,425.3587666896331,449.18835605091476,1.4270306563186532,1.351326212764067,1427030.6563186531,1351326.212764067,0.9469496725810483,true,false,integer-refinement
B,e,111,LLAMA-7B,608,1024,300,mq,426.1942718609633,449.9535222259347,1.4265794735935515,1.3512506736078078,1426579.4735935514,1351250.6736078078,0.9471962120722299,true,false,integer-refinement
B,e,112,LLAMA-7B,609,1024,300,mq,427.0305233522321,453.96703986634805,1.426127563948566,1.3415070842572514,1426127.563948566,1341507.0842572514,0.9406641580806256,true,false,integer-refinement
B,e,113,LLAMA-7B,610,1024,300,mq,427.86752116343956,454.62550597215557,1.4256749340106802,1.3417636977837328,1425674.9340106803,1341763.6977837328,0.9411427989472397,true,false,integer-refinement
B,e,114,LLAMA-7B,611,1024,300,mq,428.7052652945857,454.9780055433568,1.4252215903626706,1.3429220589912125,1425221.5903626706,1342922.0589912126,0.9422549223727971,true,false,integer-refinement
B,e,115,LLAMA-7B,612,1024,300,mq,429.54375574567047,455.3336765799518,1.424767539543423,1.3440692649768005,1424767.5395434229,1344069.2649768004,0.9433603922556496,true,false,integer-refinement
B,e,116,LLAMA-7B,613,1024,300,mq,430.3829925166939,455.7102060819407,1.4243127880482467,1.3451531078717538,1424312.7880482466,1345153.1078717539,0.9444225447944153,true,false,integer-refinement
B,e,117,LLAMA-7B,614,1024,300,mq,431.222975607656,456.39750704932334,1.423857342329185,1.3453184789934542,1423857.342329185,1345318.4789934542,0.9448407779340768,true,false,integer-refinement
B,e,118,LLAMA-7B,615,1024,300,mq,432.06370501855673,456.7849934820998,1.423401208795324,1.346366471699995,1423401.208795324,1346366.471699995,0.9458798147568482,true,false,integer-refinement
B,e,119,LLAMA-7B,616,1024,300,mq,432.9051807493962,457.54477138027005,1.4229443938131,1.3463163356489025,1422944.3938131,1346316.3356489025,0.9461482412823911,true,false,integer-refinement
B,e,120,LLAMA-7B,617,1024,300,mq,433.74740280017426,460.1563967438341,1.4224869037066015,1.3408484688380409,1422486.9037066014,1340848.468838041,0.9426086562513625,true,false,integer-refinement
B,e,121,LLAMA-7B,618,1024,300,mq,434.590371170891,460.81562657279187,1.4220287447578726,1.3411003541616633,1422028.7447578725,1341100.3541616632,0.943089483321247,true,false,integer-refinement
B,e,122,LLAMA-7B,619,1024,300,mq,435.4340858615464,461.1688898671436,1.4215699232072094,1.3422414512356315,1421569.9232072094,1342241.4512356315,0.9441965740295035,true,false,integer-refinement
B,e,123,LLAMA-7B,620,1024,300,mq,436.27854687214045,461.525324626889,1.42111044525346,1.3433715701326394,1421110.44525346,1343371.5701326395,0.94529709117228,true,false,integer-refinement
B,e,124,LLAMA-7B,621,1024,300,mq,437.1237542026732,461.90261785202813,1.4206503170543148,1.3444392302598709,1420650.3170543148,1344439.2302598709,0.9463547884517665,true,false,integer-refinement
B,e,125,LLAMA-7B,622,1024,300,mq,437.9697078531446,462.59068254256124,1.4201895447266013,1.3446012284148678,1420189.5447266013,1344601.2284148678,0.9467758958003842,true,false,integer-refinement
B,e,126,LLAMA-7B,623,1024,300,mq,438.8164078235547,462.97893269848805,1.4197281343465724,1.3456335828691466,1419728.1343465724,1345633.5828691465,0.9478107465190667,true,false,integer-refinement
B,e,127,LLAMA-7B,624,1024,300,mq,439.66385411390337,463.73947431980855,1.4192660919501943,1.3455831011911463,1419266.0919501942,1345583.1011911463,0.9480837376606376,true,false,integer-refinement
B,e,128,LLAMA-7B,625,1024,300,mq,440.5120467241908,466.49028340652404,1.4188034235334297,1.3397921076425559,1418803.4235334296,1339792.1076425558,0.9443113016360632,true,false,integer-refinement
B,e,129,LLAMA-7B,626,1024,300,mq,441.36098565441677,467.15335295863224,1.4183401350525227,1.340031054118184,1418340.1350525226,1340031.054118184,0.9447882218101098,true,false,integer-refinement
B,e,130,LLAMA-7B,627,1024,300,mq,442.2106709045815,467.5073799761343,1.4178762324242773,1.3411552990500548,1417876.2324242773,1341155.2990500547,0.9458902465393291,true,false,integer-refinement
B,e,131,LLAMA-7B,628,1024,300,mq,443.0611024746848,467.86457845903,1.4174117215263375,1.3422687438070133,1417411.7215263376,1342268.7438070134,0.9469857793765056,true,false,integer-refinement
B,e,132,LLAMA-7B,629,1024,300,mq,443.9122803647268,468.24263540731965,1.4169466081974609,1.3433206471103152,1416946.6081974609,1343320.6471103153,0.9480390011442933,true,false,integer-refinement
B,e,133,LLAMA-7B,630,1024,300,mq,444.76420457470743,468.93453982100306,1.416480898237795,1.3434710956469047,1416480.898237795,1343471.0956469048,0.9484569098801686,true,false,integer-refinement
B,e,134,LLAMA-7B,631,1024,300,mq,445.6168751046268,469.3235537000801,1.4160145974091465,1.3444882427597886,1416014.5974091464,1344488.2427597886,0.949487558404957,true,false,integer-refinement
B,e,135,LLAMA-7B,632,1024,300,mq,446.4702919544848,470.0617890445511,1.4155477114352524,1.3445040944183209,1415547.7114352523,1344504.0944183208,0.9498119233685886,true,false,integer-refinement
B,e,136,LLAMA-7B,633,1024,300,mq,447.3244551242815,472.6933978544159,1.4150802460020473,1.339134421748274,1415080.2460020473,1339134.421748274,0.9463310830121902,true,false,integer-refinement
B,e,137,LLAMA-7B,634,1024,300,mq,448.1793646140168,473.35723112967446,1.4146122067579274,1.3393689972517142,1414612.2067579273,1339368.997251714,0.9468100097349937,true,false,integer-refinement
B,e,138,LLAMA-7B,635,1024,300,mq,449.0350204236907,473.71202187032674,1.4141435993140146,1.340476852356143,1414143.5993140147,1340476.852356143,0.9479071665751581,true,false,integer-refinement
B,e,139,LLAMA-7B,636,1024,300,mq,449.89142255330336,474.0699840763729,1.413674429244417,1.3415740742141988,1413674.429244417,1341574.0742141989,0.9489979067749322,true,false,integer-refinement
B,e,140,LLAMA-7B,637,1024,300,mq,450.7485710028546,474.4488047478129,1.4132047020864895,1.3426106117784173,1413204.7020864894,1342610.6117784174,0.9500468048232182,true,false,integer-refinement
B,e,141,LLAMA-7B,638,1024,300,mq,451.6064657723446,475.1414728846466,1.412734423341088,1.342757970855749,1412734.423341088,1342757.9708557492,0.9504673692881032,true,false,integer-refinement
B,e,142,LLAMA-7B,639,1024,300,mq,452.4651068617732,475.5312504868741,1.412263598472827,1.3437602667453672,1412263.5984728269,1343760.266745367,0.9514939478709663,true,false,integer-refinement
B,e,143,LLAMA-7B,640,1024,300,mq,453.3244942711405,476.2702495544955,1.411792232910331,1.3437748853695097,1411792.2329103309,1343774.8853695097,0.9518219848818639,true,false,integer-refinement
B,e,144,LLAMA-7B,641,1024,300,mq,454.1846280004464,484.0272380875101,1.4113203320464864,1.3243056372875237,1411320.3320464864,1324305.6372875236,0.9383451844466896,true,false,integer-refinement
B,e,145,LLAMA-7B,642,1024,300,mq,455.04550804969097,484.69491108591893,1.41084790123869,1.3245445440342092,1410847.9012386901,1324544.544034209,0.9388287304898644,true,false,integer-refinement
B,e,146,LLAMA-7B,643,1024,300,mq,455.90713441887425,485.05046554972165,1.410374945809096,1.3256352599749999,1410374.9458090959,1325635.2599749998,0.9399169092687739,true,false,integer-refinement
B,e,147,LLAMA-7B,644,1024,300,mq,456.7695071079962,485.40919147891816,1.4099014710448612,1.32671570976622,1409901.4710448612,1326715.70976622,0.9409988832645214,true,false,integer-refinement
B,e,148,LLAMA-7B,645,1024,300,mq,457.63262611705676,485.7887758735084,1.409427482198389,1.3277375518613208,1409427.482198389,1327737.5518613209,0.9420403451977181,true,false,integer-refinement
B,e,149,LLAMA-7B,646,1024,300,mq,458.4964914460559,486.48528373349257,1.4089529844875697,1.3278921718706975,1408952.9844875697,1327892.1718706975,0.9424673402808017,true,false,integer-refinement
B,e,150,LLAMA-7B,647,1024,300,mq,459.3611030949939,486.8758250588704,1.4084779830960201,1.3288809316456989,1408477.98309602,1328880.9316456988,0.9434871880103113,true,false,integer-refinement
B,e,151,LLAMA-7B,648,1024,300,mq,460.22646106387043,487.65480684964206,1.4080024831733224,1.328808802657403,1408002.4831733224,1328808.802657403,0.9437545874653327,true,false,integer-refinement
B,e,152,LLAMA-7B,649,1024,300,mq,461.09256535268565,490.3063991058076,1.4075264898352582,1.3236621043160126,1407526.489835258,1323662.1043160127,0.9404171885041671,true,false,integer-refinement
B,e,153,LLAMA-7B,650,1024,300,mq,461.9594159614395,490.9748358273669,1.4070500081640431,1.3238967714193572,1407050.008164043,1323896.7714193573,0.9409024297201871,true,false,integer-refinement
B,e,154,LLAMA-7B,651,1024,300,mq,462.82701289013204,491.33115401431996,1.406573043208559,1.3249719556375341,1406573.043208559,1324971.9556375341,0.9419858869292111,true,false,integer-refinement
B,e,155,LLAMA-7B,652,1024,300,mq,463.69535613876326,491.6906436666668,1.4060955999845848,1.3260370283596694,1406095.5999845848,1326037.0283596695,0.9430632087705894,true,false,integer-refinement
B,e,156,LLAMA-7B,653,1024,300,mq,464.5644457073331,492.07099178440745,1.4056176834750238,1.3270442901582398,1405617.6834750238,1327044.2901582397,0.9441004518934824,true,false,integer-refinement
B,e,157,LLAMA-7B,654,1024,300,mq,465.4342815958416,492.7682633675419,1.4051392986301317,1.3271958618653976,1405139.2986301316,1327195.8618653975,0.9445297438903595,true,false,integer-refinement
B,e,158,LLAMA-7B,655,1024,300,mq,466.3048638042888,493.15956841607004,1.40466045036774,1.3281705191358835,1404660.4503677401,1328170.5191358835,0.9455456076863049,true,false,integer-refinement
B,e,159,LLAMA-7B,656,1024,300,mq,467.1761923326746,493.9393139299922,1.4041811435734821,1.3280983746375314,1404181.143573482,1328098.3746375313,0.9458169843084998,true,false,integer-refinement
B,e,160,LLAMA-7B,657,1024,300,mq,468.0482671809991,497.8082279093082,1.403701383101011,1.3197853373361554,1403701.383101011,1319785.3373361554,0.9402180215998142,true,false,integer-refinement
B,e,161,LLAMA-7B,658,1024,300,mq,468.9210883492623,498.4805043540177,1.4032211737722229,1.3200115034643212,1403221.1737722228,1320011.5034643211,0.9407009587204187,true,false,integer-refinement
B,e,162,LLAMA-7B,659,1024,300,mq,469.7946558374641,498.83758626412117,1.4027405203774725,1.3210712627638228,1402740.5203774725,1321071.262763823,0.941778784866304,true,false,integer-refinement
B,e,163,LLAMA-7B,660,1024,300,mq,470.66896964560465,499.1978396396184,1.4022594276757914,1.3221211062861733,1402259.4276757913,1322121.1062861732,0.9428505740036669,true,false,integer-refinement
B,e,164,LLAMA-7B,661,1024,300,mq,471.5440297736837,499.57895148050943,1.4017779003951025,1.3231141905420893,1401777.9003951026,1323114.1905420893,0.9438829005430596,true,false,integer-refinement
B,e,165,LLAMA-7B,662,1024,300,mq,472.4198362217015,500.2800627867942,1.4012959432324315,1.3232588089006587,1401295.9432324315,1323258.8089006587,0.9443107398485996,true,false,integer-refinement
B,e,166,LLAMA-7B,663,1024,300,mq,473.296388989658,501.0366375584728,1.400813560854121,1.3232565251730228,1400813.560854121,1323256.5251730229,0.9446342912087393,true,false,integer-refinement
B,e,167,LLAMA-7B,664,1024,300,mq,474.17368807755304,501.4426437955452,1.4003307578960393,1.3241793617192534,1400330.7578960394,1324179.3617192535,0.9456189934075279,true,false,integer-refinement
B,e,168,LLAMA-7B,665,1024,300,mq,475.0517334853869,504.1142194980114,1.3998475389637877,1.3191454917938954,1399847.5389637877,1319145.4917938954,0.9423494024001853,true,false,integer-refinement
B,e,169,LLAMA-7B,666,1024,300,mq,475.93052521315934,504.7872596658714,1.3993639086329093,1.3193676885602035,1399363.9086329092,1319367.6885602034,0.9428338693179125,true,false,integer-refinement
B,e,170,LLAMA-7B,667,1024,300,mq,476.8100632608704,505.1451052991252,1.3988798714490924,1.320412675492582,1398879.8714490924,1320412.675492582,0.9439071234363916,true,false,integer-refinement
B,e,171,LLAMA-7B,668,1024,300,mq,477.69034762852016,505.50612239777274,1.398395431928375,1.3214478923251578,1398395.4319283748,1321447.8923251578,0.9449744057751196,true,false,integer-refinement
B,e,172,LLAMA-7B,669,1024,300,mq,478.57137831610856,505.88799796181405,1.3979105945573462,1.3224271038161655,1397910.5945573463,1322427.1038161654,0.9460026334766546,true,false,integer-refinement
B,e,173,LLAMA-7B,670,1024,300,mq,479.4531553236357,506.5898729912493,1.3974253637933476,1.3225688781417337,1397425.3637933475,1322568.8781417338,0.9464325697879035,true,false,integer-refinement
B,e,174,LLAMA-7B,671,1024,300,mq,480.33567865110143,507.34721148607827,1.3969397440646716,1.322565660772164,1396939.7440646717,1322565.6607721641,0.9467592760471533,true,false,integer-refinement
B,e,175,LLAMA-7B,672,1024,300,mq,481.21894829850584,507.753981446301,1.396453739770759,1.323475589666192,1396453.7397707591,1323475.589666192,0.9477403740445087,true,false,integer-refinement
B,e,176,LLAMA-7B,673,1024,300,mq,482.1029642658488,512.5118488719174,1.395967355282395,1.3131403722300874,1395967.355282395,1313140.3722300874,0.9406669627775412,true,false,integer-refinement
B,e,177,LLAMA-7B,674,1024,300,mq,482.9877265531306,513.1887287629279,1.3954805949419034,1.3133569819912398,1395480.5949419034,1313356.9819912398,0.9411503010157712,true,false,integer-refinement
B,e,178,LLAMA-7B,675,1024,300,mq,483.873235160351,513.547338119332,1.3949934630633403,1.3143871068866324,1394993.4630633402,1314387.1068866325,0.9422173950552427,true,false,integer-refinement
B,e,179,LLAMA-7B,676,1024,300,mq,484.75949008750996,513.9091189411299,1.394505963932685,1.3154076763472222,1394505.963932685,1315407.6763472222,0.9432786308332483,true,false,integer-refinement
B,e,180,LLAMA-7B,677,1024,300,mq,485.64649133460773,514.2917582283217,1.3940181018080304,1.3163734187228477,1394018.1018080304,1316373.4187228477,0.9443015245035352,true,false,integer-refinement
B,e,181,LLAMA-7B,678,1024,300,mq,486.5342389016441,514.9974729809072,1.393529880919772,1.3165113142703437,1393529.880919772,1316511.3142703436,0.9447313131178833,true,false,integer-refinement
B,e,182,LLAMA-7B,679,1024,300,mq,487.42273278861904,515.7555751988865,1.3930413054707942,1.3165150948453885,1393041.3054707942,1316515.0948453886,0.9450653686112037,true,false,integer-refinement
B,e,183,LLAMA-7B,680,1024,300,mq,488.3119729955327,516.1631088822596,1.3925523796366568,1.317413019835001,1392552.3796366567,1317413.0198350009,0.9460419867141648,true,false,integer-refinement
B,e,184,LLAMA-7B,681,1024,300,mq,489.2019595223851,518.8546680310266,1.3920631075657794,1.312506260345098,1392063.1075657795,1312506.260345098,0.9428496834746252,true,false,integer-refinement
B,e,185,LLAMA-7B,682,1024,300,mq,490.0926923691761,519.5323116451873,1.3915734933796244,1.31271912201251,1391573.4933796243,1312719.12201251,0.9433343824510441,true,false,integer-refinement
B,e,186,LLAMA-7B,683,1024,300,mq,490.9841715359058,519.8916847247417,1.3910835411728788,1.3137351876701326,1391083.5411728788,1313735.1876701326,0.9443970464652822,true,false,integer-refinement
B,e,187,LLAMA-7B,684,1024,300,mq,491.8763970225741,520.25422926969,1.3905932550136342,1.3147418348913167,1390593.2550136342,1314741.8348913167,0.945453913393551,true,false,integer-refinement
B,e,188,LLAMA-7B,685,1024,300,mq,492.76936882918113,520.6376322800322,1.3901026389435658,1.3156943669249848,1390102.6389435658,1315694.3669249848,0.9464728215499764,true,false,integer-refinement
B,e,189,LLAMA-7B,686,1024,300,mq,493.66308695572667,521.344110755768,1.3896116969781107,1.3158295756051375,1389611.6969781108,1315829.5756051375,0.9469045046659997,true,false,integer-refinement
B,e,190,LLAMA-7B,687,1024,300,mq,494.557551402211,522.1029766968976,1.3891204331066427,1.3158323753416024,1389120.4331066427,1315832.3753416024,0.9472413938933011,true,false,integer-refinement
B,e,191,LLAMA-7B,688,1024,300,mq,495.452762168634,522.5112741034212,1.3886288512926483,1.3167180003542343,1388628.8512926484,1316718.0003542344,0.9482144916753864,true,false,integer-refinement
B,e,192,LLAMA-7B,689,1024,300,mq,496.3487192549956,527.3383409753385,1.3881369554739018,1.3065615496981695,1388136.9554739017,1306561.5496981696,0.9412338923374582,true,false,integer-refinement
B,e,193,LLAMA-7B,690,1024,300,mq,497.24542266129595,528.0198243126496,1.3876447495626338,1.3067691178038785,1387644.749562634,1306769.1178038784,0.9417173366711861,true,false,integer-refinement
B,e,194,LLAMA-7B,691,1024,300,mq,498.14287238753485,528.3799611153545,1.3871522374457064,1.3077710186839253,1387152.2374457063,1307771.0186839253,0.942773967687964,true,false,integer-refinement
B,e,195,LLAMA-7B,692,1024,300,mq,499.0410684337124,528.7432693834531,1.3866594229847806,1.3087637045610323,1386659.4229847805,1308763.7045610324,0.9438249096118513,true,false,integer-refinement
B,e,196,LLAMA-7B,693,1024,300,mq,499.9400107998287,529.1274361169455,1.3861663100164845,1.3097033960016318,1386166.3100164845,1309703.3960016319,0.9448385713443407,true,false,integer-refinement
B,e,197,LLAMA-7B,694,1024,300,mq,500.8396994858836,529.8377543158318,1.3856729023525833,1.3098349340849584,1385672.9023525834,1309834.9340849584,0.9452699348173239,true,false,integer-refinement
B,e,198,LLAMA-7B,695,1024,300,mq,501.7401344918772,530.5973839801118,1.3851792037801423,1.309844377269019,1385179.2037801424,1309844.377269019,0.945613660452355,true,false,integer-refinement
B,e,199,LLAMA-7B,696,1024,300,mq,502.64131581780947,531.0064451097857,1.3846852180616933,1.310718554190245,1384685.2180616932,1310718.554190245,0.9465823257830482,true,false,integer-refinement
B,e,200,LLAMA-7B,697,1024,300,mq,503.5432434636803,533.7179877048533,1.3841909489353983,1.3059331258391873,1384190.9489353984,1305933.1258391873,0.9434631304615883,true,false,integer-refinement
B,e,201,LLAMA-7B,698,1024,300,mq,504.44591742948995,534.4002347653147,1.3836964001152106,1.3061371507565507,1383696.4001152106,1306137.1507565507,0.9439477841004703,true,false,integer-refinement
B,e,202,LLAMA-7B,699,1024,300,mq,505.34933771523816,534.7611352911699,1.3832015752910376,1.3071256564286489,1383201.5752910376,1307125.6564286489,0.9450001212973014,true,false,integer-refinement
B,e,203,LLAMA-7B,700,1024,300,mq,506.25350432092506,535.125207282419,1.3827064781288998,1.3081050761089756,1382706.4781288998,1308105.0761089756,0.9460468268573704,true,false,integer-refinement
B,e,204,LLAMA-7B,701,1024,300,mq,507.1584172465506,535.5101377390616,1.3822111122710896,1.309032174366747,1382211.1122710896,1309032.174366747,0.9470566129481455,true,false,integer-refinement
B,e,205,LLAMA-7B,702,1024,300,mq,508.06407649211485,536.2212196610983,1.381715481336329,1.3091611712861289,1381715.4813363291,1309161.171286129,0.9474896887020262,true,false,integer-refinement
B,e,206,LLAMA-7B,703,1024,300,mq,508.97048205761763,536.9816130485286,1.3812195889199277,1.3091695933664451,1381219.5889199276,1309169.593366445,0.947835958792169,true,false,integer-refinement
B,e,207,LLAMA-7B,704,1024,300,mq,509.8776339430592,537.3914379013529,1.3807234385939342,1.3100320368878502,1380723.4385939343,1310032.0368878501,0.9488011865880448,true,false,integer-refinement
B,e,208,LLAMA-7B,705,1024,300,mq,510.7855321484395,542.4230482195705,1.3802270339072953,1.2997235318706792,1380227.0339072952,1299723.5318706792,0.9416737246417222,true,false,integer-refinement
B,e,209,LLAMA-7B,706,1024,300,mq,511.6941766737583,543.1091350031824,1.3797303783860053,1.2999228967044776,1379730.3783860053,1299922.8967044775,0.9421571903237459,true,false,integer-refinement
B,e,210,LLAMA-7B,707,1024,300,mq,512.6035675190158,543.4707992521879,1.3792334755332596,1.300897860515831,1379233.4755332596,1300897.860515831,0.9432035138306506,true,false,integer-refinement
B,e,211,LLAMA-7B,708,1024,300,mq,513.5137046842119,543.8356349665872,1.3787363288296044,1.3018639354949568,1378736.3288296044,1301863.9354949568,0.9442443114559084,true,false,integer-refinement
B,e,212,LLAMA-7B,709,1024,300,mq,514.4245881693466,544.2213291463804,1.3782389417330883,1.302778781405127,1378238.9417330883,1302778.7814051271,0.9452488548661435,true,false,integer-refinement
B,e,213,LLAMA-7B,710,1024,300,mq,515.3362179744203,544.9362507915674,1.3777413176794073,1.3029046956752521,1377741.3176794073,1302904.6956752522,0.945681659507602,true,false,integer-refinement
B,e,214,LLAMA-7B,711,1024,300,mq,516.2485940994324,545.6974079021481,1.3772434600820578,1.3029198777640028,1377243.4600820579,1302919.8777640027,0.9460345360335733,true,false,integer-refinement
B,e,215,LLAMA-7B,712,1024,300,mq,517.1617165443831,546.1095344781227,1.3767453723324776,1.303767751794348,1376745.3723324777,1303767.751794348,0.9469926523780566,true,false,integer-refinement
B,e,216,LLAMA-7B,713,1024,300,mq,518.0755853092727,548.8410605194911,1.3762470578001942,1.2991010536367826,1376247.0578001942,1299101.0536367826,0.9439446546125793,true,false,integer-refinement
B,e,217,LLAMA-7B,714,1024,300,mq,518.9902003941007,549.5279110262532,1.3757485198329689,1.2992970614842698,1375748.519832969,1299297.0614842698,0.9444291909120271,true,false,integer-refinement
B,e,218,LLAMA-7B,715,1024,300,mq,519.9055617988676,549.8903389984091,1.3752497617569388,1.3002592504213255,1375249.7617569389,1300259.2504213254,0.94547135115311,true,false,integer-refinement
B,e,219,LLAMA-7B,716,1024,300,mq,520.821669523573,550.2559384359588,1.3747507868767606,1.3012126721160888,1374750.7868767607,1301212.672116089,0.9465080395205738,true,false,integer-refinement
B,e,220,LLAMA-7B,717,1024,300,mq,521.7385235682171,550.6423963389024,1.3742515984757497,1.3021155013983159,1374251.5984757498,1302115.501398316,0.9475088134098272,true,false,integer-refinement
B,e,221,LLAMA-7B,718,1024,300,mq,522.6561239327999,551.3580817072396,1.3737521998160234,1.3022390055057613,1373752.1998160235,1302239.0055057614,0.9479431630247148,true,false,integer-refinement
B,e,222,LLAMA-7B,719,1024,300,mq,523.5744706173213,552.1200025409707,1.373252594138637,1.3022531273835631,1373252.5941386372,1302253.1273835632,0.9482983195821977,true,false,integer-refinement
B,e,223,LLAMA-7B,720,1024,300,mq,524.4935636217814,552.5328928400957,1.372752784663723,1.303089841944251,1372752.784663723,1303089.841944251,0.9492531040565056,true,false,integer-refinement
B,e,224,LLAMA-7B,721,1024,300,mq,525.4134029461801,559.4362386046138,1.3722527745906294,1.2887974540197293,1372252.7745906294,1288797.4540197293,0.9391837115462954,true,false,integer-refinement
B,e,225,LLAMA-7B,722,1024,300,mq,526.3339885905175,560.1269288345262,1.3717525670980535,1.2889935527689915,1371752.5670980534,1288993.5527689916,0.9396691383606163,true,false,integer-refinement
B,e,226,LLAMA-7B,723,1024,300,mq,527.2553205547936,560.4901205298324,1.3712521653441792,1.289942451289858,1371252.1653441791,1289942.451289858,0.9407040396294194,true,false,integer-refinement
B,e,227,LLAMA-7B,724,1024,300,mq,528.1773988390083,560.8564836905326,1.3707515724668098,1.2908828212806864,1370751.5724668098,1290882.8212806864,0.9417336060082782,true,false,integer-refinement
B,e,228,LLAMA-7B,725,1024,300,mq,529.1002234431618,561.2437053166266,1.3702507915835016,1.2917739533327863,1370250.7915835015,1291773.9533327862,0.9427281204778395,true,false,integer-refinement
B,e,229,LLAMA-7B,726,1024,300,mq,530.0237943672538,561.9663064081142,1.3697498257916967,1.2918923994577718,1369749.8257916968,1291892.3994577718,0.9431593821967275,true,false,integer-refinement
B,e,230,LLAMA-7B,727,1024,300,mq,530.9481116112845,562.7259149649957,1.369248678168853,1.2919255727634704,1369248.678168853,1291925.5727634705,0.9435288077043903,true,false,integer-refinement
B,e,231,LLAMA-7B,728,1024,300,mq,531.8731751752539,563.1611009872709,1.3687473517725757,1.292702920574152,1368747.3517725756,1292702.9205741521,0.9444423172034317,true,false,integer-refinement
B,e,232,LLAMA-7B,729,1024,300,mq,532.7989850591619,565.9126104749399,1.368245849640746,1.2881847594599272,1368245.849640746,1288184.7594599272,0.941486327035569,true,false,integer-refinement
B,e,233,LLAMA-7B,730,1024,300,mq,533.7255412630087,566.6040644280027,1.3677441747916488,1.2883776270418188,1367744.1747916488,1288377.6270418188,0.9419726662247199,true,false,integer-refinement
B,e,234,LLAMA-7B,731,1024,300,mq,534.6528437867939,566.9680198464594,1.367242330224104,1.2893143429817473,1367242.330224104,1289314.3429817474,0.9430035294258454,true,false,integer-refinement
B,e,235,LLAMA-7B,732,1024,300,mq,535.580892630518,567.3351467303099,1.3667403189175868,1.2902426444381132,1366740.318917587,1290242.6444381133,0.9440291082214817,true,false,integer-refinement
B,e,236,LLAMA-7B,733,1024,300,mq,536.5096877941806,567.7231320795541,1.3662381438323594,1.2911223069509978,1366238.1438323595,1291122.3069509978,0.9450199533511352,true,false,integer-refinement
B,e,237,LLAMA-7B,734,1024,300,mq,537.439229277782,568.4464968941921,1.3657358079095918,1.2912384965169785,1365735.8079095918,1291238.4965169786,0.9454526190488924,true,false,integer-refinement
B,e,238,LLAMA-7B,735,1024,300,mq,538.369517081322,569.2068691742239,1.3652333140714883,1.2912704322530404,1365233.3140714883,1291270.4322530404,0.9458239986849787,true,false,integer-refinement
B,e,239,LLAMA-7B,736,1024,300,mq,539.3005512048006,569.6428189196495,1.3647306652214088,1.292037704250979,1364730.665221409,1292037.704250979,0.9467345734781768,true,false,integer-refinement
B,e,240,LLAMA-7B,737,1024,300,mq,540.232331648218,574.677484130469,1.3642278642439913,1.282458457747196,1364227.8642439914,1282458.457747196,0.9400617678029108,true,false,integer-refinement
B,e,241,LLAMA-7B,738,1024,300,mq,541.164858411574,575.3727778066822,1.363724914005274,1.2826467091704477,1363724.914005274,1282646.7091704477,0.9405465105153069,true,false,integer-refinement
B,e,242,LLAMA-7B,739,1024,300,mq,542.0981314948685,575.7374969482893,1.363221817352815,1.283571078689659,1363221.817352815,1283571.078689659,0.9415716960737714,true,false,integer-refinement
B,e,243,LLAMA-7B,740,1024,300,mq,543.0321508981018,576.10846355529,1.3627185771158117,1.284480348428315,1362718.5771158116,1284480.348428315,0.9425866572883392,true,false,integer-refinement
B,e,244,LLAMA-7B,741,1024,300,mq,543.9669166212739,576.5049026276846,1.3622151961052191,1.2853316539418032,1362215.1961052192,1285331.6539418031,0.9435599144810322,true,false,integer-refinement
B,e,245,LLAMA-7B,742,1024,300,mq,544.9024286643844,577.238259165473,1.3617116771138704,1.2854310819118728,1361711.6771138704,1285431.0819118728,0.9439818307472597,true,false,integer-refinement
B,e,246,LLAMA-7B,743,1024,300,mq,545.8386870274337,577.9824771686551,1.3612080229165893,1.2855060998383743,1361208.0229165892,1285506.0998383742,0.9443862203250811,true,false,integer-refinement
B,e,247,LLAMA-7B,744,1024,300,mq,546.7756917104216,578.419190637231,1.3607042362703106,1.2862643771904463,1360704.2362703106,1286264.3771904462,0.9452931378505119,true,false,integer-refinement
B,e,248,LLAMA-7B,745,1024,300,mq,547.7134427133482,581.1906835712009,1.3602003199141925,1.2818512427319924,1360200.3199141927,1281851.2427319924,0.9423988687290245,true,false,integer-refinement
